ID,Name,Localized Name,Temperature,Luminosity,Density,Viscosity,Placeable,Block ID,Block Class
332,plasma.plutonium,钚-239等离子体,10000,15,55536,10,false,null,null
333,molten.potassium,熔融钾,336,0,1000,1000,false,null,null
334,plasma.potassium,钾等离子体,10000,15,55536,10,false,null,null
335,molten.praseodymium,熔融镨,1208,2,1000,1000,false,null,null
336,plasma.praseodymium,镨等离子体,10000,15,55536,10,false,null,null
337,molten.promethium,熔融钷,1315,2,1000,1000,false,null,null
338,plasma.promethium,钷等离子体,10000,15,55536,10,false,null,null
339,plasma.radon,氡等离子体,10000,15,55536,10,false,null,null
340,molten.rubidium,熔融铷,312,0,1000,1000,false,null,null
341,plasma.rubidium,铷等离子体,10000,15,55536,10,false,null,null
342,molten.samarium,熔融钐,1345,2,1000,1000,false,null,null
343,plasma.samarium,钐等离子体,10000,15,55536,10,false,null,null
344,molten.scandium,熔融钪,1814,5,1000,1000,false,null,null
345,plasma.scandium,钪等离子体,10000,15,55536,10,false,null,null
346,molten.silicon,熔融生硅,2273,8,1000,1000,false,null,null
347,plasma.silicon,生硅等离子体,10000,15,55536,10,false,null,null
348,molten.silver,熔融银,1234,2,1000,1000,false,null,null
349,plasma.silver,银等离子体,10000,15,55536,10,false,null,null
350,plasma.sodium,钠等离子体,10000,15,55536,10,false,null,null
351,molten.strontium,熔融锶,1050,1,1000,1000,false,null,null
352,plasma.strontium,锶等离子体,10000,15,55536,10,false,null,null
353,plasma.sulfur,硫等离子体,10000,15,55536,10,false,null,null
354,molten.tantalum,熔融钽,3290,13,1000,1000,false,null,null
355,plasma.tantalum,钽等离子体,10000,15,55536,10,false,null,null
356,molten.tellurium,熔融碲,722,0,1000,1000,false,null,null
357,plasma.tellurium,碲等离子体,10000,15,55536,10,false,null,null
358,molten.terbium,熔融铽,1629,4,1000,1000,false,null,null
359,plasma.terbium,铽等离子体,10000,15,55536,10,false,null,null
360,molten.thorium,熔融钍,2115,7,1000,1000,false,null,null
361,plasma.thorium,钍等离子体,10000,15,55536,10,false,null,null
362,molten.thulium,熔融铥,1818,5,1000,1000,false,null,null
363,plasma.thulium,铥等离子体,10000,15,55536,10,false,null,null
364,molten.tin,熔融锡,505,0,1000,1000,false,null,null
365,plasma.tin,锡等离子体,10000,15,55536,10,false,null,null
366,molten.titanium,熔融钛,1941,6,1000,1000,false,null,null
367,plasma.titanium,钛等离子体,10000,15,55536,10,false,null,null
368,molten.tritanium,熔融三钛,9900,15,1000,1000,false,null,null
369,plasma.tritanium,三钛等离子体,10000,15,55536,10,false,null,null
370,molten.tungsten,熔融钨,3695,15,1000,1000,false,null,null
371,plasma.tungsten,钨等离子体,10000,15,55536,10,false,null,null
372,molten.uranium,熔融铀-238,1405,3,1000,1000,false,null,null
373,plasma.uranium,铀-238等离子体,10000,15,55536,10,false,null,null
374,molten.vanadium,熔融钒,2183,7,1000,1000,false,null,null
375,plasma.vanadium,钒等离子体,10000,15,55536,10,false,null,null
376,molten.ytterbium,熔融镱,1097,1,1000,1000,false,null,null
377,plasma.ytterbium,镱等离子体,10000,15,55536,10,false,null,null
378,molten.yttrium,熔融钇,1799,5,1000,1000,false,null,null
379,plasma.yttrium,钇等离子体,10000,15,55536,10,false,null,null
380,molten.zinc,熔融锌,692,0,1000,1000,false,null,null
381,plasma.zinc,锌等离子体,10000,15,55536,10,false,null,null
382,plasma.deuterium,氘等离子体,10000,15,55536,10,false,null,null
383,plasma.helium_3,氦-3等离子体,10000,15,55536,10,false,null,null
384,molten.plutonium241,熔融钚-241,912,0,1000,1000,false,null,null
385,plasma.plutonium241,钚-241等离子体,10000,15,55536,10,false,null,null
386,plasma.tritium,氚等离子体,10000,15,55536,10,false,null,null
387,molten.uranium235,熔融铀-235,1405,3,1000,1000,false,null,null
388,plasma.uranium235,铀-235等离子体,10000,15,55536,10,false,null,null
389,flocculationwasteliquid,絮凝废液,273,0,1000,1000,false,null,null
390,grade1purifiedwater,过滤澄清水（一级净化水）,273,0,1000,1000,false,null,null
391,grade2purifiedwater,臭氧处理水（二级净化水）,273,0,1000,1000,false,null,null
392,grade3purifiedwater,絮凝沉降水（三级净化水）,273,0,1000,1000,false,null,null
393,grade4purifiedwater,酸碱中和水（四级净化水）,273,0,1000,1000,false,null,null
394,grade5purifiedwater,极温净化水（五级净化水）,273,0,1000,1000,false,null,null
395,grade6purifiedwater,紫外辐照水（六级净化水）,273,0,1000,1000,false,null,null
396,grade7purifiedwater,去杂脱气水（七级净化水）,273,0,1000,1000,false,null,null
397,grade8purifiedwater,理想微粒水（八级净化水）,273,0,1000,1000,false,null,null
398,molten.darkthaumium,熔融神秘玄铁,1000,1,1000,1000,false,null,null
399,molten.draconium,熔融龙,5000,15,1000,1000,false,null,null
400,plasma.draconium,龙等离子体,10000,15,55536,10,false,null,null
401,molten.draconiumawakened,熔融觉醒龙,9900,15,1000,1000,false,null,null
402,plasma.draconiumawakened,觉醒龙等离子体,10000,15,55536,10,false,null,null
403,molten.heeendium,熔融终末,1000,1,1000,1000,false,null,null
404,molten.phasedgold,熔融相移金,1000,1,1000,1000,false,null,null
405,molten.phasediron,熔融相移铁,3300,13,1000,1000,false,null,null
406,molten.serpentine,熔融蛇纹石,1000,1,1000,1000,false,null,null
407,molten.teslatite,熔融特斯拉金属,1000,1,1000,1000,false,null,null
408,molten.adamantium,熔融精金,7200,15,1000,1000,false,null,null
409,molten.adluorite,熔融亚荧石,1000,1,1000,1000,false,null,null
410,molten.alduorite,熔融神秘蓝金,6600,15,1000,1000,false,null,null
411,molten.amordrine,熔融魔力之石,1000,1,1000,1000,false,null,null
412,molten.ardite,熔融阿迪特,1600,4,1000,1000,false,null,null
413,plasma.ardite,阿迪特等离子体,10000,15,55536,10,false,null,null
414,molten.aredrite,熔融希尔金,1000,1,1000,1000,false,null,null
415,molten.blutonium,熔融蓝钚,1000,1,1000,1000,false,null,null
416,molten.ceruclase,熔融暗影秘银,6600,15,1000,1000,false,null,null
417,molten.darkiron,熔融玄铁,1000,1,1000,1000,false,null,null
418,molten.desichalkos,熔融虚空之魂石,1000,1,1000,1000,false,null,null
419,molten.duranium,熔融铿铀,1000,1,1000,1000,false,null,null
420,molten.electrumflux,熔融通流琥珀金,9000,15,1000,1000,false,null,null
421,molten.enderiumbase,熔融末影粗胚,3600,15,1000,1000,false,null,null
422,molten.fierysteel,熔融炽热的钢,1811,5,1000,1000,false,null,null
423,molten.force,熔融力量,1000,1,1000,1000,false,null,null
424,molten.glowstone,熔融荧石,1000,1,1000,1000,false,null,null
425,molten.hematite,熔融赤铁矿,1000,1,1000,1000,false,null,null
426,molten.hsla,熔融HSLA钢,1811,5,1000,1000,false,null,null
427,molten.infusedgold,熔融注魔金,1000,1,1000,1000,false,null,null
428,molten.mercassium,熔融玛卡斯,1000,1,1000,1000,false,null,null
429,molten.meteoricsteel,熔融陨钢,1811,5,1000,1000,false,null,null
430,molten.naquadahalloy,熔融硅岩合金,7200,15,1000,1000,false,null,null
431,molten.naquadahenriched,熔融富集硅岩,4500,15,1000,1000,false,null,null
432,molten.naquadria,熔融超能硅岩,9000,15,1000,1000,false,null,null
433,plasma.naquadria,超能硅岩等离子体,10000,15,55536,10,false,null,null
434,molten.obsidianflux,熔融通流黑曜石,1000,1,1000,1000,false,null,null
435,molten.orichalcum,熔融山铜,6000,15,1000,1000,false,null,null
436,molten.osmonium,熔融幻锇,1000,1,1000,1000,false,null,null
437,molten.phoenixite,熔融凤晶,1000,1,1000,1000,false,null,null
438,molten.rubracium,熔融褐铜,1000,1,1000,1000,false,null,null
439,molten.tartarite,熔融熔火之石,10400,15,1000,1000,false,null,null
440,molten.void,熔融虚空金属,1000,1,1000,1000,false,null,null
441,molten.vulcanite,熔融胶木,8400,15,1000,1000,false,null,null
442,molten.vyroxeres,熔融幽冥剧毒结晶,5400,15,1000,1000,false,null,null
443,molten.yellorium,熔融黄铀,1000,1,1000,1000,false,null,null
444,molten.zectium,熔融泽克防爆石,1000,1,1000,1000,false,null,null
445,molten.cheese,熔融奶酪,320,0,1000,1000,false,null,null
446,fermentedbiomass,发酵生物质,295,0,1000,1000,false,null,null
447,advancedglue,高级胶水,295,0,1000,1000,false,null,null
448,molten.reinforced,熔融强化,1000,1,1000,1000,false,null,null
449,weedex9000,除草剂-9000,295,0,1000,1000,false,null,null
450,woodgas,木炭气,295,0,-100,200,false,null,null
451,woodtar,木焦油,295,0,1000,1000,false,null,null
452,woodvinegar,木醋酸,295,0,1000,1000,false,null,null
453,molten.aluminiumbrass,熔融铝黄铜,1000,1,1000,1000,false,null,null
454,molten.osmiridium,熔融铱锇合金,3500,15,1000,1000,false,null,null
455,molten.sunnarium,熔融阳光化合物,4200,15,1000,1000,false,null,null
456,aceticacid,乙酸,289,0,1000,1000,false,null,null
457,acetone,丙酮,178,0,1000,1000,false,null,null
458,allylchloride,烯丙基氯,138,0,1000,1000,false,null,null
459,molten.annealedcopper,熔融退火铜,1357,2,1000,1000,false,null,null
460,molten.batteryalloy,熔融电池合金,660,0,1000,1000,false,null,null
461,benzene,苯,279,0,1000,1000,false,null,null
462,molten.brass,熔融黄铜,1190,2,1000,1000,false,null,null
463,molten.bronze,熔融青铜,1144,1,1000,1000,false,null,null
464,chlorobenzene,氯苯,228,0,1000,1000,false,null,null
465,molten.chromiumdioxide,熔融二氧化铬,650,0,1000,1000,false,null,null
466,molten.cupronickel,熔融白铜,1542,4,1000,1000,false,null,null
467,molten.deepiron,熔融深渊铁,7500,15,1000,1000,false,null,null
468,dilutedhydrochloricacid_gt5u,稀盐酸,92,0,1000,1000,false,null,null
469,molten.electrum,熔融琥珀金,1285,2,1000,1000,false,null,null
470,molten.epoxid,熔融环氧树脂,400,0,1000,1000,false,null,null
471,molten.invar,熔融殷钢,1783,5,1000,1000,false,null,null
472,molten.kanthal,熔融坎塔尔合金,1800,5,1000,1000,false,null,null
473,molten.magnalium,熔融镁铝合金,929,0,1000,1000,false,null,null
474,molten.nichrome,熔融镍铬合金,2700,10,1000,1000,false,null,null
475,molten.nickelzincferrite,熔融镍锌铁氧体,721,0,1000,1000,false,null,null
476,molten.niobiumnitride,熔融氮化铌,2573,9,1000,1000,false,null,null
477,molten.niobiumtitanium,熔融铌钛合金,4500,15,1000,1000,false,null,null
478,noblegases,稀有气体,295,0,-100,200,false,null,null
479,molten.obsidian,熔融黑曜石,642,0,1000,1000,false,null,null
480,molten.pigiron,熔融生铁,1000,1,1000,1000,false,null,null
481,molten.polycaprolactam,熔融聚己内酰胺（PCL）,500,0,1000,1000,false,null,null
482,molten.plastic,熔融聚乙烯（PE）,400,0,1000,1000,false,null,null
483,molten.polytetrafluoroethylene,熔融聚四氟乙烯（PTFE）,600,0,1000,1000,false,null,null
484,molten.rubber,熔融橡胶,400,0,1000,1000,false,null,null
485,molten.silicone,熔融硅橡胶,900,0,1000,1000,false,null,null
486,densesteam,致密蒸汽,-1,0,-100,200,false,null,null
487,densesuperheatedsteam,过热致密蒸汽,-1,0,-100,200,false,null,null
488,densesupercriticalsteam,超临界致密蒸汽,-1,0,-100,200,false,null,null
489,supercoolant,超级冷却液,1,0,1000,1000,false,null,null
490,molten.enrichedholmium,熔融富集钬,3000,12,1000,1000,false,null,null
491,molten.tengampurified,熔融纯镃,1000,1,1000,1000,false,null,null
492,molten.tengamattuned,熔融谐镃,1000,1,1000,1000,false,null,null
493,lightlyhydrocracked.gas,轻度加氢裂化炼油气,775,0,-100,200,false,null,null
494,moderatelyhydrocracked.gas,中度加氢裂化炼油气,775,0,-100,200,false,null,null
495,severelyhydrocracked.gas,重度加氢裂化炼油气,775,0,-100,200,false,null,null
496,lightlysteamcracked.gas,轻度蒸汽裂化炼油气,775,0,-100,200,false,null,null
497,moderatelysteamcracked.gas,中度蒸汽裂化炼油气,775,0,-100,200,false,null,null
498,severelysteamcracked.gas,重度蒸汽裂化炼油气,775,0,-100,200,false,null,null
499,lightlyhydrocracked.heavyfuel,轻度加氢裂化重燃油,775,0,-100,200,false,null,null
500,moderatelyhydrocracked.heavyfuel,中度加氢裂化重燃油,775,0,-100,200,false,null,null
501,severelyhydrocracked.heavyfuel,重度加氢裂化重燃油,775,0,-100,200,false,null,null
502,lightlysteamcracked.heavyfuel,轻度蒸汽裂化重燃油,775,0,-100,200,false,null,null
503,moderatelysteamcracked.heavyfuel,中度蒸汽裂化重燃油,775,0,-100,200,false,null,null
504,severelysteamcracked.heavyfuel,重度蒸汽裂化重燃油,775,0,-100,200,false,null,null
505,lightlyhydrocracked.lightfuel,轻度加氢裂化轻燃油,775,0,-100,200,false,null,null
506,moderatelyhydrocracked.lightfuel,中度加氢裂化轻燃油,775,0,-100,200,false,null,null
507,severelyhydrocracked.lightfuel,重度加氢裂化轻燃油,775,0,-100,200,false,null,null
508,lightlysteamcracked.lightfuel,轻度蒸汽裂化轻燃油,775,0,-100,200,false,null,null
509,moderatelysteamcracked.lightfuel,中度蒸汽裂化轻燃油,775,0,-100,200,false,null,null
510,severelysteamcracked.lightfuel,重度蒸汽裂化轻燃油,775,0,-100,200,false,null,null
511,lightlyhydrocracked.naphtha,轻度加氢裂化石脑油,775,0,-100,200,false,null,null
512,moderatelyhydrocracked.naphtha,中度加氢裂化石脑油,775,0,-100,200,false,null,null
513,severelyhydrocracked.naphtha,重度加氢裂化石脑油,775,0,-100,200,false,null,null
514,lightlysteamcracked.naphtha,轻度蒸汽裂化石脑油,775,0,-100,200,false,null,null
515,moderatelysteamcracked.naphtha,中度蒸汽裂化石脑油,775,0,-100,200,false,null,null
516,severelysteamcracked.naphtha,重度蒸汽裂化石脑油,775,0,-100,200,false,null,null
517,biomediumraw,生物培养基原液,295,0,1000,1000,false,null,null
518,biohmediumsterilized,灭菌生物培养基,295,0,1000,1000,false,null,null
519,molten.reinforcedglass,熔融防爆玻璃,2000,6,1000,1000,false,null,null
520,growthmediumraw,培养基原液,295,0,1000,1000,false,null,null
521,growthmediumsterilized,无菌培养基,295,0,1000,1000,false,null,null
522,biodiesel,生物柴油,295,0,1000,1000,false,null,null
523,butadiene,丁二烯,295,0,-100,200,false,null,null
524,lightlyhydrocracked.butadiene,轻度加氢裂化丁二烯,775,0,-100,200,false,null,null
525,moderatelyhydrocracked.butadiene,中度加氢裂化丁二烯,775,0,-100,200,false,null,null
526,severelyhydrocracked.butadiene,重度加氢裂化丁二烯,775,0,-100,200,false,null,null
527,lightlysteamcracked.butadiene,轻度蒸汽裂化丁二烯,775,0,-100,200,false,null,null
528,moderatelysteamcracked.butadiene,中度蒸汽裂化丁二烯,775,0,-100,200,false,null,null
529,severelysteamcracked.butadiene,重度蒸汽裂化丁二烯,775,0,-100,200,false,null,null
530,butane,丁烷,295,0,-100,200,false,null,null
531,lightlyhydrocracked.butane,轻度加氢裂化丁烷,775,0,-100,200,false,null,null
532,moderatelyhydrocracked.butane,中度加氢裂化丁烷,775,0,-100,200,false,null,null
533,severelyhydrocracked.butane,重度加氢裂化丁烷,775,0,-100,200,false,null,null
534,lightlysteamcracked.butane,轻度蒸汽裂化丁烷,775,0,-100,200,false,null,null
535,moderatelysteamcracked.butane,中度蒸汽裂化丁烷,775,0,-100,200,false,null,null
536,severelysteamcracked.butane,重度蒸汽裂化丁烷,775,0,-100,200,false,null,null
537,butene,丁烯,295,0,-100,200,false,null,null
538,lightlyhydrocracked.butene,轻度加氢裂化丁烯,775,0,-100,200,false,null,null
539,moderatelyhydrocracked.butene,中度加氢裂化丁烯,775,0,-100,200,false,null,null
540,severelyhydrocracked.butene,重度加氢裂化丁烯,775,0,-100,200,false,null,null
541,lightlysteamcracked.butene,轻度蒸汽裂化丁烯,775,0,-100,200,false,null,null
542,moderatelysteamcracked.butene,中度蒸汽裂化丁烯,775,0,-100,200,false,null,null
543,severelysteamcracked.butene,重度蒸汽裂化丁烯,775,0,-100,200,false,null,null
544,calciumacetatesolution,乙酸钙溶液,433,0,1000,1000,false,null,null
545,carbonmonoxide,一氧化碳,295,0,-100,200,false,null,null
546,chloramine,氯胺,207,0,1000,1000,false,null,null
547,chloroform,氯仿,210,0,1000,1000,false,null,null
548,chloromethane,氯甲烷,295,0,-100,200,false,null,null
549,isopropylbenzene,异丙苯,177,0,1000,1000,false,null,null
550,dichlorobenzene,对二氯苯,327,0,1000,1000,false,null,null
551,dimethylamine,二甲胺,295,0,-100,200,false,null,null
552,dimethyldichlorosilane,二甲基氯硅烷,197,0,1000,1000,false,null,null
553,"1,1dimethylhydrazine",偏二甲肼,216,0,1000,1000,false,null,null
554,dinitrogentetroxide,四氧化二氮,295,0,-100,200,false,null,null
555,ethane,乙烷,295,0,-100,200,false,null,null
556,lightlyhydrocracked.ethane,轻度加氢裂化乙烷,775,0,-100,200,false,null,null
557,moderatelyhydrocracked.ethane,中度加氢裂化乙烷,775,0,-100,200,false,null,null
558,severelyhydrocracked.ethane,重度加氢裂化乙烷,775,0,-100,200,false,null,null
559,lightlysteamcracked.ethane,轻度蒸汽裂化乙烷,775,0,-100,200,false,null,null
560,moderatelysteamcracked.ethane,中度蒸汽裂化乙烷,775,0,-100,200,false,null,null
561,severelysteamcracked.ethane,重度蒸汽裂化乙烷,775,0,-100,200,false,null,null
562,ethenone,乙烯酮,295,0,-100,200,false,null,null
563,ethylene,乙烯,295,0,-100,200,false,null,null
564,lightlyhydrocracked.ethylene,轻度加氢裂化乙烯,775,0,-100,200,false,null,null
565,moderatelyhydrocracked.ethylene,中度加氢裂化乙烯,775,0,-100,200,false,null,null
566,severelyhydrocracked.ethylene,重度加氢裂化乙烯,775,0,-100,200,false,null,null
567,lightlysteamcracked.ethylene,轻度蒸汽裂化乙烯,775,0,-100,200,false,null,null
568,moderatelysteamcracked.ethylene,中度蒸汽裂化乙烯,775,0,-100,200,false,null,null
569,severelysteamcracked.ethylene,重度蒸汽裂化乙烯,775,0,-100,200,false,null,null
570,glycerol,甘油,291,0,1000,1000,false,null,null
571,hydrochloricacid_gt5u,氢氯酸,247,0,1000,1000,false,null,null
572,hydrofluoricacid_gt5u,氢氟酸,190,0,1000,1000,false,null,null
573,hypochlorousacid,次氯酸,161,0,1000,1000,false,null,null
574,ironiiichloride,三氯化铁,273,0,1000,1000,false,null,null
575,isoprene,异戊二烯,129,0,1000,1000,false,null,null
576,methanol,甲醇,176,0,1000,1000,false,null,null
577,methylacetate,乙酸甲酯,190,0,1000,1000,false,null,null
578,nitricacid,硝酸,231,0,1000,1000,false,null,null
579,nitricoxide,一氧化氮,295,0,-100,200,false,null,null
580,phenol,苯酚,314,0,1000,1000,false,null,null
581,phosphoricacid_gt5u,磷酸,316,0,1000,1000,false,null,null
582,molten.polyphenylenesulfide,熔融聚苯硫醚（PPS）,554,0,1000,1000,false,null,null
583,molten.polystyrene,熔融聚苯乙烯（PS）,513,0,1000,1000,false,null,null
584,polyvinylacetate,聚乙酸乙烯酯,333,0,1000,1000,false,null,null
585,molten.polyvinylchloride,熔融聚氯乙烯（PVC）,433,0,1000,1000,false,null,null
586,propane,丙烷,295,0,-100,200,false,null,null
587,lightlyhydrocracked.propane,轻度加氢裂化丙烷,775,0,-100,200,false,null,null
588,moderatelyhydrocracked.propane,中度加氢裂化丙烷,775,0,-100,200,false,null,null
589,severelyhydrocracked.propane,重度加氢裂化丙烷,775,0,-100,200,false,null,null
590,lightlysteamcracked.propane,轻度蒸汽裂化丙烷,775,0,-100,200,false,null,null
591,moderatelysteamcracked.propane,中度蒸汽裂化丙烷,775,0,-100,200,false,null,null
592,severelysteamcracked.propane,重度蒸汽裂化丙烷,775,0,-100,200,false,null,null
593,propene,丙烯,295,0,-100,200,false,null,null
594,lightlyhydrocracked.propene,轻度加氢裂化丙烯,775,0,-100,200,false,null,null
595,moderatelyhydrocracked.propene,中度加氢裂化丙烯,775,0,-100,200,false,null,null
596,severelyhydrocracked.propene,重度加氢裂化丙烯,775,0,-100,200,false,null,null
597,lightlysteamcracked.propene,轻度蒸汽裂化丙烯,775,0,-100,200,false,null,null
598,moderatelysteamcracked.propene,中度蒸汽裂化丙烯,775,0,-100,200,false,null,null
599,severelysteamcracked.propene,重度蒸汽裂化丙烯,775,0,-100,200,false,null,null
600,saltwater,盐水,271,0,1000,1000,false,null,null
601,styrene,苯乙烯,243,0,1000,1000,false,null,null
602,molten.styrenebutadienerubber,熔融丁苯橡胶（SBR）,526,0,1000,1000,false,null,null
603,sulfurdioxide,二氧化硫,295,0,-100,200,false,null,null
604,sulfurtrioxide,三氧化硫,295,0,-100,200,false,null,null
605,tetrafluoroethylene,四氟乙烯,295,0,-100,200,false,null,null
606,tetranitromethane,四硝基甲烷,287,0,1000,1000,false,null,null
607,vinylacetate,乙酸乙烯酯,180,0,1000,1000,false,null,null
608,vinylchloride,氯乙烯,295,0,-100,200,false,null,null
609,dichlorosilane,二氯硅烷,295,0,-100,200,false,null,null
610,hexachlorodisilane,六氯乙硅烷,272,0,1000,1000,false,null,null
611,silane,硅烷,295,0,-100,200,false,null,null
612,molten.siliconsolargrade,熔融太阳能级硅（多晶硅）,2273,8,1000,1000,false,null,null
613,silicontetrachloride,四氯化硅,204,0,1000,1000,false,null,null
614,silicontetrafluoride,四氟化硅,295,0,-100,200,false,null,null
615,trichlorosilane,三氯硅烷,139,0,1000,1000,false,null,null
616,molten.galliumarsenide,熔融砷化镓,696,0,1000,1000,false,null,null
617,molten.indiumgalliumphosphide,熔融磷化铟镓,349,0,1000,1000,false,null,null
618,molten.solderingalloy,熔融焊锡,400,0,1000,1000,false,null,null
619,molten.stainlesssteel,熔融不锈钢,1810,5,1000,1000,false,null,null
620,molten.steel,熔融钢,1811,5,1000,1000,false,null,null
621,molten.tinalloy,熔融锡铁合金,1158,1,1000,1000,false,null,null
622,molten.ultimet,熔融哈氏合金,2700,10,1000,1000,false,null,null
623,molten.vanadiumgallium,熔融钒镓合金,4500,15,1000,1000,false,null,null
624,molten.castiron,熔融铸铁,1811,5,1000,1000,false,null,null
625,molten.yttriumbariumcuprate,熔融钇钡铜氧合金,4500,15,1000,1000,false,null,null
626,molten.alumite,熔融锌曜钢,929,0,1000,1000,false,null,null
627,molten.bismuthbronze,熔融铋青铜,1061,1,1000,1000,false,null,null
628,molten.blackbronze,熔融黑青铜,1328,2,1000,1000,false,null,null
629,molten.blacksteel,熔融黑钢,1697,4,1000,1000,false,null,null
630,molten.chrysotile,熔融白石棉,9400,15,1000,1000,false,null,null
631,molten.cobaltbrass,熔融钴黄铜,1178,1,1000,1000,false,null,null
632,molten.damascussteel,熔融大马士革钢,2000,6,1000,1000,false,null,null
633,dilutedsulfuricacid,稀硫酸,295,0,1000,1000,false,null,null
634,molten.electricalsteel,熔融磁钢,1811,5,1000,1000,false,null,null
635,molten.epoxidfiberreinforced,熔融纤维强化的环氧树脂,400,0,1000,1000,false,null,null
636,molten.knightmetal,熔融骑士金属,2874,11,1000,1000,false,null,null
637,molten.manyullyn,熔融玛玉灵,3600,15,1000,1000,false,null,null
638,molten.realgar,熔融雄黄,739,0,1000,1000,false,null,null
639,redmud,赤泥,295,0,1000,1000,false,null,null
640,plasma.redstone,红石等离子体,10000,15,55536,10,false,null,null
641,molten.rosegold,熔融玫瑰金,1341,2,1000,1000,false,null,null
642,molten.sterlingsilver,熔融标准纯银,1258,2,1000,1000,false,null,null
643,molten.sugar,熔融糖,462,0,1000,1000,false,null,null
644,molten.thaumium,熔融神秘,3405,14,1000,1000,false,null,null
645,molten.tpvalloy,熔融钛铂钒合金,3000,12,1000,1000,false,null,null
646,molten.tungstencarbide,熔融碳化钨,2460,9,1000,1000,false,null,null
647,molten.tungstensteel,熔融钨钢,4000,15,1000,1000,false,null,null
648,molten.vanadiumsteel,熔融钒钢,1453,3,1000,1000,false,null,null
649,molten.vinteum,熔融温特姆,1000,1,1000,1000,false,null,null
650,molten.bluesteel,熔融蓝钢,1617,4,1000,1000,false,null,null
651,molten.borosilicateglass,熔融硼玻璃,1606,4,1000,1000,false,null,null
652,molten.darksteel,熔融玄钢,817,0,1000,1000,false,null,null
653,molten.hssg,熔融高速钢-G,4500,15,1000,1000,false,null,null
654,molten.ironwood,熔融铁木,1977,6,1000,1000,false,null,null
655,molten.redalloy,熔融红色合金,500,0,1000,1000,false,null,null
656,molten.redsteel,熔融红钢,1591,4,1000,1000,false,null,null
657,molten.redstonealloy,熔融红石合金,671,0,1000,1000,false,null,null
658,molten.conductiveiron,熔融导电铁,1238,2,1000,1000,false,null,null
659,molten.endsteel,熔融末影钢,940,0,1000,1000,false,null,null
660,molten.hsse,熔融高速钢-E,5400,15,1000,1000,false,null,null
661,molten.hsss,熔融高速钢-S,5400,15,1000,1000,false,null,null
662,molten.pulsatingiron,熔融脉冲铁,1519,3,1000,1000,false,null,null
663,molten.crystallinealloy,熔融晶化合金,4500,15,1000,1000,false,null,null
664,molten.energeticalloy,熔融充能合金,1424,3,1000,1000,false,null,null
665,molten.energeticsilver,熔融充能银,1389,3,1000,1000,false,null,null
666,molten.melodicalloy,熔融旋律合金,5400,15,1000,1000,false,null,null
667,molten.crystallinepinkslime,熔融晶化粉红史莱姆,5000,15,1000,1000,false,null,null
668,molten.stellaralloy,熔融恒星合金,7200,15,1000,1000,false,null,null
669,molten.vibrantalloy,熔融脉冲合金,3300,13,1000,1000,false,null,null
670,molten.vividalloy,熔融生动合金,3300,13,1000,1000,false,null,null
671,"3,3diaminobenzidine","3,3'-二氨基联苯胺",448,0,1000,1000,false,null,null
672,"3,3dichlorobenzidine","3,3'-二氯联苯胺",405,0,1000,1000,false,null,null
673,dimethylbenzene,邻二甲苯,248,0,1000,1000,false,null,null
674,diphenylisophtalate,间苯二甲酸二苯酯,409,0,1000,1000,false,null,null
675,2nitrochlorobenzene,2-硝基氯苯,306,0,1000,1000,false,null,null
676,phtalicacid,邻苯二甲酸,207,0,1000,1000,false,null,null
677,molten.polybenzimidazole,熔融聚苯并咪唑（PBI）,1450,3,1000,1000,false,null,null
678,ethyltertbutylether,抗爆剂,179,0,1000,1000,false,null,null
679,highoctanegasoline,高辛烷值汽油,295,0,1000,1000,false,null,null
680,rawgasoline,粗汽油,295,0,1000,1000,false,null,null
681,gasoline,汽油,295,0,1000,1000,false,null,null
682,mtbereactionmixture(butene),MTBE反应混合物（丁烯）,295,0,-100,200,false,null,null
683,mtbereactionmixture(butane),MTBE反应混合物（丁烷）,295,0,-100,200,false,null,null
684,nitrousoxide,一氧化二氮,295,0,-100,200,false,null,null
685,octane,辛烷,216,0,1000,1000,false,null,null
686,molten.bloodinfusediron,熔融注血铁,2400,8,1000,1000,false,null,null
687,molten.electrotine,熔融蓝石,892,0,1000,1000,false,null,null
688,molten.galgadorian,熔融混合晶,3000,12,1000,1000,false,null,null
689,molten.enhancedgalgadorian,熔融强化混合晶,4500,15,1000,1000,false,null,null
690,molten.shadow,熔融暗影金属,1800,5,1000,1000,false,null,null
691,molten.blackplutonium,熔融黑钚,9000,15,1000,1000,false,null,null
692,molten.callistoice,熔融木卫四冰,1000,1,1000,1000,false,null,null
693,molten.duralumin,熔融硬铝,1600,4,1000,1000,false,null,null
694,molten.ledox,熔融深铅,1000,1,1000,1000,false,null,null
695,molten.mysteriouscrystal,熔融神秘水晶,7200,15,1000,1000,false,null,null
696,molten.mytryl,熔融深空秘银,3600,15,1000,1000,false,null,null
697,molten.quantium,熔融量子,9900,15,1000,1000,false,null,null
698,molten.astralsilver,熔融星辰银,1957,6,1000,1000,false,null,null
699,molten.bluealloy,熔融蓝色合金,960,0,1000,1000,false,null,null
700,molten.crudesteel,熔融复合黏土,167,0,1000,1000,false,null,null
701,molten.enderium,熔融末影（te）,4500,15,1000,1000,false,null,null
702,molten.mithril,熔融秘银,6600,15,1000,1000,false,null,null
703,molten.shadowiron,熔融暗影铁,8400,15,1000,1000,false,null,null
