ID,Name,Version,Custom Container,Disableable,Dependencies
gtnhtcwands,GTNH-TC-Wands,1.4.14,false,RESTART,"[Thaumcraft, gregtech, TwilightForest, ForbiddenMagic, TaintedMagic, BloodArsenal, thaumicbases, ThaumicExploration, ThaumicTinkerer, ChromatiCraft]"
gtnhcredits,GTNH Credits,1.3.1,false,RESTART,[]
gtnhextlib,GTNHExtLib,1.0.1,false,RESTART,[]
GTTweaker,GTTweaker,2.3.3,false,RESTART,[]
HelpFixer,HelpFixer,1.3.1,false,RESTART,[]
holoinventory,Holo Inventory,2.5.13-GTNH,false,RESTART,"[Baubles|Expanded, TConstruct, TwilightForest, gtnhlib@[0.9.50,)]"
hydroenergy,HydroEnergy,1.4.20,false,RESTART,"[gregtech, tectech]"
ifu,I Will Find You,1.11.8,false,RESTART,[]
LunatriusCore,LunatriusCore,1.2.1-GTNH,false,DEPENDENCIES,[]
InGameInfoXML,InGame Info XML,2.9.3,false,RESTART,"[LunatriusCore@[1.1.4,)]"
ironchestminecarts,Iron Chest Minecarts,1.2.1,false,RESTART,"[Forge@[10.10,), IronChest]"
irontank,Iron Tanks,1.4.6,false,DEPENDENCIES,"[BuildCraft|Factory@[7.0.0,)]"
irontankminecarts,Iron Tank Minecarts,1.0.12,false,RESTART,"[Forge@[10.10,), irontank]"
JABBA,JABBA,1.5.20,false,RESTART,"[Waila, NotEnoughItems, gtnhlib]"
jarjar,JarJar,0.3.3-beta,false,RESTART,[]
journeymap,JourneyMap,v5.2.17,false,YES,"[Forge@[10.13.4.1614,)]"
creativecore,CreativeCore,1.6.28,false,RESTART,[]
littletiles,LittleTiles,1.6.28,false,RESTART,"[angelica, modularui2]"
LogisticsPipes,Logistics Pipes,1.5.26-GTNH,false,RESTART,"[Forge@[10.12.1.1079,), BuildCraft|Core@[7.1.34,), BuildCraft|Transport, BuildCraft|Silicon, BuildCraft|Robotics, modularui2, gtnhmixins, NotEnoughItems, gtnhlib, gregtech, IC2, Forestry, Thaumcraft, CCTurtle, ComputerCraft, factorization, GregTech_Addon, AppliedEnergistics, ThermalExpansion, BetterStorage]"
lootgames,LootGames,2.2.12,false,RESTART,"[Forge@[10.13.4.1614,)]"
lwjgl3ify,lwjgl3ify,3.0.23,false,RESTART,[]
malisiscore,Malisis Core,1.19.8-GTNH,false,DEPENDENCIES,"[gtnhlib@[0.2.4,)]"
malisisdoors,Malisis' Doors,1.19.8-GTNH,false,RESTART,[malisiscore]
matter-manipulator,Matter Manipulator,0.1.37-GTNH,false,RESTART,[]
modernmarkings,ModernMarkings,0.3.13-1.7.10,false,RESTART,[chisel]
modtweaker2,Mod Tweaker 2,0.13.0,false,RESTART,"[MineTweaker3, Forestry@[4.1.0,)]"
MouseTweaks,Mouse Tweaks,2.5.2-GTNH,false,RESTART,"[gtnhlib@[0.9.27,)]"
naturescompass,Nature's Compass,1.5.2-GTNH,false,RESTART,[]
navigator,Navigator,1.1.3,false,RESTART,[gtnhlib]
NEIAddons,NEI Addons,1.18.1,false,RESTART,[NotEnoughItems]
NEIAddons|AppEng,NEI Addons: Applied Energistics 2,1.18.1,false,RESTART,"[NEIAddons, appliedenergistics2]"
NEIAddons|Botany,NEI Addons: Botany,1.18.1,false,RESTART,"[NEIAddons, Botany]"
NEIAddons|CraftingTables,NEI Addons: Crafting Tables,1.18.1,false,RESTART,[NEIAddons]
NEIAddons|Developer,NEI Addons: Developer Tools,1.18.1,false,RESTART,[NEIAddons]
NEIAddons|ExNihilo,NEI Addons: Ex Nihilo,1.18.1,false,RESTART,"[NEIAddons, exnihilo]"
NEIAddons|Forestry,NEI Addons: Forestry,1.18.1,false,RESTART,"[NEIAddons, Forestry]"
reavaritia,ReAvaritia,1.0.0,false,RESTART,[eternalsingularity]
sciencenotleisure,GTNotLeisure,0.2.7-pre1-dev-290.135+a9315e38bb,false,DEPENDENCIES,"[AWWayofTime, Avaritia, BloodArsenal, Botania, bartworks, eternalsingularity, etfuturum, GalacticraftCore, GalacticraftMars, GalacticraftPlanets, gtnhintergalactic, gregtech, galacticgreg, IC2, modularui, miscutils, dreamcraft, structurelib, Thaumcraft]"
neicustomdiagram,NEI Custom Diagram,1.8.29,false,RESTART,"[NotEnoughItems, dreamcraft, gregtech, bartworks, miscutils, detravscannermod, MineTweaker3, EnderStorage]"
neiintegration,NEIIntegration,1.5.3,false,RESTART,[NotEnoughItems]
netherportalfix,Nether Portal Fix,1.4.0,false,RESTART,[]
NodalMechanics,NodalMechanics,1.3.4-GTNH,false,RESTART,"[Thaumcraft, ForbiddenMagic, TaintedMagic, AWWayofTime, IC2]"
nohotbarneeded,NoHotbarNeeded,0.0.5,false,RESTART,"[NotEnoughItems@[2.8.93,)]"
neenergistics,NotEnoughEnergistics,1.7.30,false,RESTART,"[NotEnoughItems, appliedenergistics2@[rv3-beta-754-GTNH,), ae2wct@[1.12.10,), ae2fc@[1.5.30-gtnh,)]"
nutrition,Nutrition,0.1.9,false,RESTART,[]
oauth,OAuth,1.3.4-GTNH,false,RESTART,[gtnhlib]
openglasses,OC Glasses,1.6.7-GTNH,false,RESTART,"[OpenComputers@[1.4.0,), computronics]"
openprinter,OpenPrinter,0.3.1-GTNH,false,RESTART,"[OpenComputers@[1.4.0,)]"
opensecurity,OpenSecurity,1.2.2-GTNH,false,RESTART,[]
Opis,Opis,1.4.8-mapless,false,RESTART,[]
overloadedarmorbar,Overloaded Armor Bar,1.1.1,false,RESTART,[]
personalspace,PersonalSpace,1.0.39,false,RESTART,"[utilityworlds, appliedenergistics2-core, GalaxySpace, Thaumcraft]"
postea,Postea,1.2.5,false,RESTART,[]
ProjectBlue,Project Blue,1.2.10-GTNH,false,RESTART,[]
ProjRed|Exploration,ProjectRed Exploration,4.12.38-GTNH,false,RESTART,[ProjRed|Core]
ProjRed|Transportation,ProjectRed Transportation,4.12.38-GTNH,false,RESTART,[ProjRed|Core]
ProjRed|Compatibility,ProjectRed Compatibility,4.12.38-GTNH,false,RESTART,"[ProjRed|Core, ProjRed|Transmission, ProjRed|Exploration, ProjRed|Transportation, TConstruct, ComputerCraft]"
ProjRed|Expansion,ProjectRed Expansion,4.12.38-GTNH,false,RESTART,"[ProjRed|Core, ProjRed|Transmission]"
ProjRed|Integration,ProjectRed Integration,4.12.38-GTNH,false,DEPENDENCIES,[ProjRed|Core]
ProjRed|Fabrication,ProjectRed Fabrication,4.12.38-GTNH,false,RESTART,"[ProjRed|Core, ProjRed|Integration, ProjRed|Transmission]"
randomboubles,Random Boubles,1.1.6,false,RESTART,[Thaumcraft]
RIO,RemoteIO,2.7.9,false,RESTART,"[Forge@[10.13.2.1291,), Waila]"
Roguelike,Roguelike Dungeons,1.6.6-GTNH,false,RESTART,[]
RWG,Realistic World Gen Alpha,alpha-1.5.2,false,RESTART,[]
tc4tweak,TC4 Tweak,1.5.44,false,RESTART,[Thaumcraft]
salisarcana,Salis Arcana,1.1.64-GTNH,false,RESTART,"[Thaumcraft, tc4tweak@[1.5.32,), gtnhtcwands]"
Schematica,Schematica,1.12.6-GTNH,false,RESTART,"[LunatriusCore@[1.1.5,)]"
serverutilities,ServerUtilities,2.3.0,false,RESTART,"[gtnhlib, navigator]"
SGCraft,SG Craft,1.4.13-GTNH,false,RESTART,"[OpenComputers, gtnhlib@[0.2.4,)]"
sharewhereiam,Share Where I am,2.1.6,false,RESTART,[]
simpleskinbackport,SimpleSkinBackport,1.0.2-GTNH,false,RESTART,[]
sleepingbag,Sleeping Bag,0.3.1,false,RESTART,[]
SpecialMobs,Special Mobs,3.7.4,false,RESTART,[]
SpiceOfLife,The Spice of Life - Carrot Edition,2.2.9-carrot,false,RESTART,[AppleCore]
StevesFactoryManager,Steve's Factory Manager,1.3.12-GTNH,false,DEPENDENCIES,[]
StevesAddons,Steve's Addons,0.15.5,false,RESTART,"[StevesFactoryManager, CoFHCore]"
StorageDrawers,Storage Drawers,2.2.25-GTNH,false,DEPENDENCIES,"[waila, gtnhlib]"
StorageDrawersBop,Storage Drawers: Biomes O' Plenty Pack,2.2.25-GTNH,false,RESTART,[StorageDrawers]
StorageDrawersErebus,Storage Drawers: Erebus Pack Pack,2.2.25-GTNH,false,RESTART,[StorageDrawers]
StorageDrawersForestry,Storage Drawers: Forestry Pack,2.2.25-GTNH,false,RESTART,[StorageDrawers]
StorageDrawersMisc,Storage Drawers: Misc Pack,2.2.25-GTNH,false,RESTART,[StorageDrawers]
StorageDrawersNatura,Storage Drawers: Natura Pack,2.2.25-GTNH,false,RESTART,[StorageDrawers]
structurecompat,StructureCompat,0.7.4,false,RESTART,[]
SuperTic,SuperTic,1.5.4,false,RESTART,"[TConstruct, ExtraTic, TGregworks, Thaumcraft, AWWayofTime]"
ThaumcraftResearchTweaks,Thaumcraft Research Tweaks,1.3.2,false,RESTART,"[forgelin, spongemixins, Thaumcraft]"
TCAutoResearchByEmil,TCAutoResearch,1.1.0-weighted,false,RESTART,[ThaumcraftResearchTweaks]
tcnodetracker,TC Node Tracker,1.4.5,false,RESTART,"[gtnhlib@[0.9.57,), Thaumcraft, navigator]"
ThaumcraftMobAspects,Thaumcraft Mob Aspects,1.2.1-GTNH,false,RESTART,"[Forge@[10.12.2.1121,), Thaumcraft@[4.1.1,)]"
thaumicboots,Thaumic Boots,1.5.12,false,RESTART,[Thaumcraft]
ThaumicHorizons,ThaumicHorizons,1.8.20,false,RESTART,"[Forge@[10.13.2,), Thaumcraft@[4.2.3.4,)]"
thaumicinsurgence,Thaumic Insurgence,0.4.1,false,RESTART,[Thaumcraft]
ThaumicMachina,Thaumic Machina,0.2.1,false,RESTART,[Thaumcraft]
TiCTooltips,TiC Tooltips,1.4.1,false,RESTART,"[TConstruct@[1.7.10-1.8,), ExtraTiC, TSteelworks, Mariculture]"
tinkersdefense,Tinkers Defense,1.3.4,false,RESTART,[]
TMechworks,Tinkers Mechworks,0.4.2,false,RESTART,"[Forge@[10.13.0.1208,], TConstruct, Mantle]"
TML,TooMuchLoot,4.3.0-GTNH,false,RESTART,[]
Torcherino,Torcherino,1.0,false,RESTART,[]
torohealthmod,ToroHealth Damage Indicators,1.2.2,false,RESTART,[]
vendingmachine,Vending Machine,0.4.87,false,RESTART,[]
visualprospecting,VisualProspecting,1.5.28,false,RESTART,"[gregtech, NotEnoughItems, gtnhlib, navigator]"
WailaHarvestability,Waila Harvestability,1.3.6-GTNH,false,RESTART,"[TConstruct, ExtraTiC, TSteelworks, Mariculture]"
wailaplugins,WAILA Plugins,0.7.2,false,RESTART,"[endercore, Waila]"
WarpTheory,WarpTheory,1.5.7-GTNH,false,RESTART,"[Forge@[10.13.2,), Baubles, Thaumcraft@[4.2.3.5,)]"
wawla,What Are We Looking At,1.3.3-GTNH,false,RESTART,[Waila]
WitcheryExtras,Witchery++,1.4.15,false,RESTART,"[witchery, spongemixins]"
WitchingGadgets,Witching Gadgets,1.8.47-GTNH,false,RESTART,"[Thaumcraft, ForbiddenMagic, TwilightForest, TaintedMagic, gregtech_nh, miscutils, Mystcraft, TConstruct, ThaumicTinkerer, ThaumicExploration, ForgeMultipart]"
worldedit,WorldEdit,v0.0.10,false,RESTART,"[ForgeMultipart, ArchitectureCraft, CarpentersBlocks]"
WorldEditCuiFe,WorldEdit CUI Forge Edition,1.0.7,false,RESTART,"[Forge@[10.13.4.1558,), worldedit]"
WR-CBE|Core,WR-CBE Core,1.7.6,false,DEPENDENCIES,"[CodeChickenCore@[1.4.12,), ForgeMultipart, gtnhlib@[0.9.52,)]"
WR-CBE|Addons,WR-CBE Addons,1.7.6,false,RESTART,[WR-CBE|Core]
WR-CBE|Logic,WR-CBE Logic,1.7.6,false,RESTART,"[WR-CBE|Core, ForgeMultipart]"
advanced_memory_card,Advanced Memory Card,1.0.0,false,RESTART,[appliedenergistics2]
ae2patterngen,AE2PatternGen,1.5,false,RESTART,"[gregtech, appliedenergistics2, NotEnoughItems]"
appliedcooking,AppliedCooking,1.9-gtnh,false,RESTART,"[appliedenergistics2, cookingforblockheads]"
bqapi,BetterQuesting Runtime API,1.1.3,false,RESTART,[betterquesting]
conditional_mixin,Conditional Mixin Legacy,1.1.0,false,DEPENDENCIES,[unimixins]
eyeofharmonybuffer,EyeOfHarmonyBuffer,1.5.0-pre.3,false,RESTART,"[gtnhintergalactic, gregtech]"
EZMiner,EZMiner,4.3,false,RESTART,[]
laggoggles,LagGoggles,4.17.0,false,RESTART,"[falsepatternlib@[1.5.9,)]"
msbf,MouseSideButtonFix,v1.0,false,RESTART,[]
MyCTMLib,MyCTMLib,v1.2.5_28x,false,RESTART,[]
nech,NeverEnoughCharacters-Rework,v0.1.5,false,RESTART,[]
neirecipetree,NEI-RecipeTree,0.0.5,false,RESTART,[NotEnoughItems]
NHUtilities,NH Utilities,1.7.0,false,RESTART,"[gregtech, Avaritia, DraconicEvolution, Baubles]"
no_fog,NoFog,1.0.0,false,RESTART,[]
OmniOcularUnofficial,Omni Ocular Unofficial,1.6.0,false,RESTART,"[Waila, NotEnoughItems]"
123Technology,123Technology,2.1.5,false,RESTART,"[IC2, structurelib, Avaritia, eternalsingularity, modularui, GalacticraftCore, bartworks, miscutils, dreamcraft, gregtech, GalaxySpace]"
programmablehatches,ProgrammableHatches,0.2.0p8,false,RESTART,"[appliedenergistics2, gregtech]"
TwistSpaceTechnology,Twist Space Technology,0.8.0-beta1.1,false,RESTART,"[gregtech, bartworks, gtnhintergalactic]"
wildcardpattern,Wildcard Pattern,v1.1.0,false,RESTART,"[appliedenergistics2, gregtech, modularui]"
world-tooltips,World-Tooltips,1.2.3,false,YES,[]
HungerOverhaul,Hunger Overhaul,1.7.10-1.0.0.jenkins104,false,RESTART,"[Forge@[10.13,), AppleCore, TConstruct, harvestcraft, temperateplants, randomplants, weeeflowers, Natura, IC2, *]"
IguanaTweaksTConstruct,Iguana Tinker Tweaks,2.7.7,false,RESTART,"[TConstruct@[1.7.10-1.8.3,), ForgeMultipart@[1.1.1.321,), *]"
GTNHModify_CutCorners,GTNHModify,v1.3.17,false,RESTART,"[conditional_mixin, gregtech, Thaumcraft, tectech, miscutils, GoodGenerator, Twist-Space-Technology, *]"
