Name,ID,Has Block,Mod,Class,Display Name
TConstruct:fluid.molten.mithril,556,true,TConstruct,net.minecraft.item.ItemBlock,熔融蕴魔金属
TConstruct:fluid.molten.enderium,557,true,TConstruct,net.minecraft.item.ItemBlock,熔融末影
TConstruct:liquid.blood,558,true,TConstruct,net.minecraft.item.ItemBlock,血
TConstruct:liquid.glue,559,true,TConstruct,net.minecraft.item.ItemBlock,凝胶
TConstruct:fluid.molten.pigiron,560,true,TConstruct,net.minecraft.item.ItemBlock,熔融生铁
TConstruct:SearedSlab,561,true,TConstruct,tconstruct.smeltery.itemblocks.SearedSlabItem,焦黑砖块台阶
TConstruct:SpeedSlab,562,true,TConstruct,tconstruct.smeltery.itemblocks.SpeedSlabItem,粗质褐岩台阶
TConstruct:GlueBlock,563,true,TConstruct,net.minecraft.item.ItemBlock,凝胶方块
TConstruct:Smeltery,564,true,TConstruct,tconstruct.smeltery.itemblocks.SmelteryItemBlock,冶炼炉控制器
TConstruct:SmelteryNether,565,true,TConstruct,tconstruct.smeltery.itemblocks.SmelteryItemBlock,冶炼炉控制器
TConstruct:LavaTank,566,true,TConstruct,tconstruct.smeltery.itemblocks.LavaTankItemBlock,焦黑储罐
TConstruct:LavaTankNether,567,true,TConstruct,tconstruct.smeltery.itemblocks.LavaTankItemBlock,焦黑储罐
TConstruct:SearedBlock,568,true,TConstruct,tconstruct.smeltery.itemblocks.SearedTableItemBlock,浇铸台
TConstruct:SearedBlockNether,569,true,TConstruct,tconstruct.smeltery.itemblocks.SearedTableItemBlock,浇铸台
TConstruct:CastingChannel,570,true,TConstruct,tconstruct.smeltery.itemblocks.CastingChannelItem,浇注道
TConstruct:SpeedBlock,571,true,TConstruct,tconstruct.smeltery.itemblocks.SpeedBlockItem,粗质褐岩
TConstruct:GlassBlock,572,true,TConstruct,tconstruct.smeltery.itemblocks.GlassBlockItem,通透玻璃
TConstruct:GlassPane,573,true,TConstruct,tconstruct.smeltery.itemblocks.GlassPaneItem,通透玻璃板
TConstruct:GlassBlock.StainedClear,574,true,TConstruct,tconstruct.smeltery.itemblocks.StainedGlassClearItem,白色玻璃
TConstruct:GlassPaneClearStained,575,true,TConstruct,tconstruct.smeltery.itemblocks.StainedGlassClearPaneItem,白色玻璃板
TConstruct:Redstone.Landmine,576,true,TConstruct,tconstruct.mechworks.itemblocks.ItemBlockLandmine,地雷
TConstruct:Armor.DryingRack,577,true,TConstruct,net.minecraft.item.ItemBlock,晾干架
adventurebackpack:blockBackpack,578,true,adventurebackpack,net.minecraft.item.ItemBlock,探险背包
adventurebackpack:blockSleepingBag,579,true,adventurebackpack,net.minecraft.item.ItemBlock,睡袋
adventurebackpack:blockCampFire,580,true,adventurebackpack,net.minecraft.item.ItemBlock,篝火
appliedenergistics2:tile.OreQuartz,581,true,appliedenergistics2,appeng.block.AEBaseItemBlock,赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged,582,true,appliedenergistics2,appeng.block.AEBaseItemBlock,充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame,583,true,appliedenergistics2,appeng.block.AEBaseItemBlock,矩阵框架
appliedenergistics2:tile.BlockQuartz,584,true,appliedenergistics2,appeng.block.AEBaseItemBlock,赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar,585,true,appliedenergistics2,appeng.block.AEBaseItemBlock,赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled,586,true,appliedenergistics2,appeng.block.AEBaseItemBlock,錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass,587,true,appliedenergistics2,appeng.block.AEBaseItemBlock,石英玻璃
appliedenergistics2:tile.BlockQuartzLamp,588,true,appliedenergistics2,appeng.block.AEBaseItemBlock,聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch,589,true,appliedenergistics2,appeng.block.AEBaseItemBlock,充能石英火把
appliedenergistics2:tile.BlockFluix,590,true,appliedenergistics2,appeng.block.AEBaseItemBlock,福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone,591,true,appliedenergistics2,appeng.block.AEBaseItemBlock,陨石
appliedenergistics2:tile.BlockSkyChest,592,true,appliedenergistics2,appeng.block.AEBaseItemBlock,陨石箱子
appliedenergistics2:tile.BlockSkyCompass,593,true,appliedenergistics2,appeng.block.AEBaseItemBlock,陨石罗盘
appliedenergistics2:tile.BlockInscriber,594,true,appliedenergistics2,appeng.block.AEBaseItemBlock,压印器
appliedenergistics2:tile.BlockAdvancedInscriber,595,true,appliedenergistics2,appeng.block.AEBaseItemBlock,高级压印器
appliedenergistics2:tile.BlockWireless,596,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME无线访问点
appliedenergistics2:tile.BlockCharger,597,true,appliedenergistics2,appeng.block.AEBaseItemBlock,充能器
appliedenergistics2:tile.BlockTinyTNT,598,true,appliedenergistics2,appeng.block.AEBaseItemBlock,迷你TNT
appliedenergistics2:tile.BlockSecurity,599,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME安全终端
appliedenergistics2:tile.BlockStorageReshuffle,600,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME存储整理器
appliedenergistics2:tile.BlockQuantumRing,601,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber,602,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon,603,true,appliedenergistics2,appeng.block.AEBaseItemBlock,空间塔
appliedenergistics2:tile.BlockSpatialIOPort,604,true,appliedenergistics2,appeng.block.AEBaseItemBlock,空间IO端口
appliedenergistics2:tile.BlockSpatialLinkChamber,605,true,appliedenergistics2,appeng.block.AEBaseItemBlock,空间链接仓
appliedenergistics2:tile.BlockSpatialNetworkRelay,606,true,appliedenergistics2,appeng.block.AEBaseItemBlock,空间网络中继器
appliedenergistics2:tile.BlockCableBus,607,true,appliedenergistics2,appeng.block.AEBaseItemBlock,AE线缆/总线
appliedenergistics2:tile.BlockController,608,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME控制器
appliedenergistics2:tile.BlockCreativeEnergyController,609,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME中子注入控制器
appliedenergistics2:tile.BlockDrive,610,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME驱动器
appliedenergistics2:tile.BlockChest,611,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME箱子
appliedenergistics2:tile.BlockInterface,612,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME接口
appliedenergistics2:tile.BlockCellWorkbench,613,true,appliedenergistics2,appeng.block.AEBaseItemBlock,元件工作台
appliedenergistics2:tile.BlockIOPort,614,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME-IO端口
appliedenergistics2:tile.BlockCondenser,615,true,appliedenergistics2,appeng.block.AEBaseItemBlock,物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor,616,true,appliedenergistics2,appeng.block.AEBaseItemBlock,能源接收器
appliedenergistics2:tile.BlockVibrationChamber,617,true,appliedenergistics2,appeng.block.AEBaseItemBlock,谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,618,true,appliedenergistics2,appeng.block.AEBaseItemBlock,晶体催生器
appliedenergistics2:tile.BlockEnergyCell,619,true,appliedenergistics2,appeng.block.AEBaseItemBlockChargeable,能源元件
appliedenergistics2:tile.BlockDenseEnergyCell,620,true,appliedenergistics2,appeng.block.AEBaseItemBlockChargeable,致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell,621,true,appliedenergistics2,appeng.block.AEBaseItemBlock,中子能源元件
appliedenergistics2:tile.BlockCraftingUnit,622,true,appliedenergistics2,appeng.block.AEBaseItemBlock,合成单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit,623,true,appliedenergistics2,appeng.block.AEBaseItemBlock,64核并行处理单元
appliedenergistics2:tile.BlockCraftingStorage,624,true,appliedenergistics2,appeng.block.crafting.ItemCraftingStorage,1k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage,625,true,appliedenergistics2,appeng.block.crafting.ItemCraftingStorage,256k合成存储器
appliedenergistics2:tile.BlockSingularityCraftingStorage,626,true,appliedenergistics2,appeng.block.crafting.ItemCraftingStorage,奇点合成存储器
appliedenergistics2:tile.BlockCraftingMonitor,627,true,appliedenergistics2,appeng.block.AEBaseItemBlock,合成监控器
appliedenergistics2:tile.BlockMolecularAssembler,628,true,appliedenergistics2,appeng.block.AEBaseItemBlock,分子装配室
appliedenergistics2:tile.BlockLightDetector,629,true,appliedenergistics2,appeng.block.AEBaseItemBlock,光亮探测器
appliedenergistics2:tile.BlockPaint,630,true,appliedenergistics2,appeng.block.AEBaseItemBlock,染色
appliedenergistics2:tile.BlockPatternOptimizationMatrix,631,true,appliedenergistics2,appeng.block.AEBaseItemBlock,样板优化矩阵
appliedenergistics2:tile.SkyStoneStairBlock,632,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock,633,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock,634,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock,635,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock,636,true,appliedenergistics2,net.minecraft.item.ItemBlock,福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock,637,true,appliedenergistics2,net.minecraft.item.ItemBlock,赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock,638,true,appliedenergistics2,net.minecraft.item.ItemBlock,錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock,639,true,appliedenergistics2,net.minecraft.item.ItemBlock,竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock,640,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double,641,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock,642,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double,643,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石块台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock,644,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石石砖台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double,645,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石石砖台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock,646,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石砖块台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double,647,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石砖块台阶
appliedenergistics2:tile.FluixSlabBlock,648,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,福鲁伊克斯台阶
appliedenergistics2:tile.FluixSlabBlock.double,649,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,福鲁伊克斯台阶
appliedenergistics2:tile.QuartzSlabBlock,650,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,赛特斯石英台阶
appliedenergistics2:tile.QuartzSlabBlock.double,651,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock,652,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,錾制赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double,653,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,錾制赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock,654,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,竖纹赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock.double,655,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,竖纹赛特斯石英台阶
appliedenergistics2:tile.BlockSuperMEReplenisher,656,true,appliedenergistics2,appeng.block.AEBaseItemBlock,超级ME补充器
appliedenergistics2:tile.BlockWirelessConnector,657,true,appliedenergistics2,appeng.block.AEBaseItemBlock,无线接入器
appliedenergistics2:tile.BlockWirelessHub,658,true,appliedenergistics2,appeng.block.AEBaseItemBlock,无线集线器
appliedenergistics2:tile.BlockCrystalGrowthChamber,659,true,appliedenergistics2,appeng.block.AEBaseItemBlock,晶体催生仓
thaumicenergistics:thaumicenergistics.block.essentia.provider,660,true,thaumicenergistics,net.minecraft.item.ItemBlock,源质供应器
thaumicenergistics:thaumicenergistics.block.infusion.provider,661,true,thaumicenergistics,net.minecraft.item.ItemBlock,注魔供应器
thaumicenergistics:thaumicenergistics.block.advanced.infusion.provider,662,true,thaumicenergistics,net.minecraft.item.ItemBlock,高级注魔供应器
thaumicenergistics:thaumicenergistics.block.gear.box,663,true,thaumicenergistics,net.minecraft.item.ItemBlock,铁齿轮箱
thaumicenergistics:thaumicenergistics.block.golem.gear.box,664,true,thaumicenergistics,net.minecraft.item.ItemBlock,神秘齿轮箱
thaumicenergistics:thaumicenergistics.block.arcane.assembler,665,true,thaumicenergistics,thaumicenergistics.common.items.ItemBlockArcaneAssembler,奥术装配室
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber,666,true,thaumicenergistics,net.minecraft.item.ItemBlock,知识记录仪
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber,667,true,thaumicenergistics,thaumicenergistics.common.items.ItemBlockEssentiaVibrationChamber,源质谐振仓
thaumicenergistics:thaumicenergistics.block.distillation.encoder,668,true,thaumicenergistics,net.minecraft.item.ItemBlock,蒸馏编码台
ae2fc:certus_quartz_tank,669,true,ae2fc,com.glodblock.github.common.item.ItemCertusQuartzTank,赛特斯石英水槽
ae2fc:fluid_auto_filler,670,true,ae2fc,com.glodblock.github.common.item.FCBaseItemBlock,ME流体自动装填器
ae2fc:level_maintainer,671,true,ae2fc,com.glodblock.github.common.item.FCBaseItemBlock,ME请求器
ae2fc:fluid_pattern_encoder,672,true,ae2fc,appeng.block.AEBaseItemBlock,流体样板编码台
ae2fc:fluid_packet_decoder,673,true,ae2fc,com.glodblock.github.common.item.FCBaseItemBlock,ME流体封包解码器
ae2fc:fluid_interface,674,true,ae2fc,appeng.block.AEBaseItemBlock,ME二合一接口
ae2fc:ingredient_buffer,675,true,ae2fc,appeng.block.AEBaseItemBlock,原材料缓存仓
ae2fc:fluid_buffer,676,true,ae2fc,com.glodblock.github.common.item.FCBaseItemBlock,ME流体缓存器
ae2fc:large_ingredient_buffer,677,true,ae2fc,appeng.block.AEBaseItemBlock,大型原材料缓存仓
ae2fc:oc_pattern_editor,678,true,ae2fc,appeng.block.AEBaseItemBlock,OC样板编辑器
ae2fc:walrus,679,true,ae2fc,com.glodblock.github.common.item.BaseItemBlockContainer,海象
ae2fc:super_stock_replenisher,680,true,ae2fc,appeng.block.AEBaseItemBlock,超级库存补充器
AFSU:AFSU,681,true,AFSU,xbony2.afsu.blocks.ItemBlockAFSU,AFSU
alchgrate:alchgrate,682,true,alchgrate,net.minecraft.item.ItemBlock,炼金格栅
amazingtrophies:trophy,683,true,amazingtrophies,glowredman.amazingtrophies.trophy.ItemBlockTrophy,未知奖杯
BuildCraft|Energy:blockOil,684,true,BuildCraft|Energy,buildcraft.core.lib.items.ItemBlockBuildCraft,石油
BuildCraft|Energy:blockFuel,685,true,BuildCraft|Energy,buildcraft.core.lib.items.ItemBlockBuildCraft,燃油
BuildCraft|Energy:blockRedPlasma,686,true,BuildCraft|Energy,buildcraft.core.lib.items.ItemBlockBuildCraft,红色等离子体方块
GalacticraftCore:tile.landingPad,687,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockLandingPad,火箭发射平台
GalacticraftCore:tile.landingPadFull,688,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,火箭发射平台
GalacticraftCore:tile.unlitTorch,689,true,GalacticraftCore,net.minecraft.item.ItemBlock,火把
GalacticraftCore:tile.unlitTorchLit,690,true,GalacticraftCore,net.minecraft.item.ItemBlock,火把
GalacticraftCore:tile.breatheableAir,691,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,可呼吸空气
GalacticraftCore:tile.brightAir,692,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,清澈的空气
GalacticraftCore:tile.brightBreathableAir,693,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,清澈的可呼吸空气
GalacticraftCore:tile.oxygenCollector,694,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,氧气收集器
GalacticraftCore:tile.oxygenCompressor,695,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockOxygenCompressor,氧气压缩机
GalacticraftCore:tile.distributor,696,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,氧气分配器
GalacticraftCore:tile.sealer,697,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,氧气供给器
GalacticraftCore:tile.oxygenDetector,698,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,氧气探测器
GalacticraftCore:tile.oxygenPipe,699,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,氧气管道
GalacticraftCore:tile.refinery,700,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,精炼机
GalacticraftCore:tile.fuelLoader,701,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,燃料注入器
GalacticraftCore:tile.cargo,702,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockCargoLoader,货物加载器
GalacticraftCore:tile.rocketWorkbench,703,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,NASA工作台
GalacticraftCore:tile.gcBlockCore,704,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockBase,tile.gcBlockCore.null.name
GalacticraftCore:tile.airLockFrame,705,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockAirLock,气密框架
GalacticraftCore:tile.airLockSeal,706,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,气密闸
GalacticraftCore:tile.enclosed,707,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockEnclosed,tile.enclosed.null.name
GalacticraftCore:tile.spaceStationBase,708,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,空间站到达方块
GalacticraftCore:tile.dummyblock,709,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDummy,tile.dummyblock.null.name
GalacticraftCore:tile.parachest,710,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,伞降箱
GalacticraftCore:tile.solar,711,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockSolar,基础太阳能板
GalacticraftCore:tile.dish,712,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,通讯雷达
GalacticraftCore:tile.machine,713,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine,燃煤发电机
GalacticraftCore:tile.machine2,714,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine,电动压缩机
GalacticraftCore:tile.machineTiered,715,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine,能量存储模块
GalacticraftCore:tile.aluminumWire,716,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockAluminumWire,铝线
GalacticraftCore:tile.glowstoneTorch,717,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,荧石火把
GalacticraftCore:tile.fallenMeteor,718,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,陨石
GalacticraftCore:tile.moonBlock,719,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMoon,铜矿石
GalacticraftCore:tile.cheeseBlock,720,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockCheese,奶酪块
GalacticraftCore:tile.spinThruster,721,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockThruster,旋转推进器
GalacticraftCore:tile.viewScreen,722,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,显示屏
GalacticraftCore:tile.telemetry,723,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,遥感装置
GalacticraftCore:tile.arclamp,724,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockArclamp,弧光灯
GalacticraftCore:tile.treasureChest,725,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,珍品箱
GalacticraftCore:tile.tinStairs1,726,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,装饰锡制楼梯
GalacticraftCore:tile.tinStairs2,727,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,装饰锡制楼梯
GalacticraftCore:tile.moonStoneStairs,728,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,月球石头楼梯
GalacticraftCore:tile.moonBricksStairs,729,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,月球地牢砖块楼梯
GalacticraftCore:tile.wallGC,730,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockWallGC,装饰锡制墙
GalacticraftCore:slabGCHalf,731,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockSlabGC,装饰锡制台阶
GalacticraftCore:slabGCDouble,732,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockSlabGC,tile.slabGCDouble.tinSlab.name
GalacticraftCore:tile.unlitTorch_Stone,733,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,石柄火把
GalacticraftCore:tile.unlitTorchLit_Stone,734,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,石柄火把
GalacticraftMars:tile.treasureT2,735,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,2阶宝箱
GalacticraftMars:tile.treasureT3,736,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,3阶宝箱
GalacticraftMars:tile.asteroidsBlock,737,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockAsteroids,行星岩
GalacticraftMars:tile.walkway,738,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway,通道
GalacticraftMars:tile.walkwayWire,739,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway,通道
GalacticraftMars:tile.walkwayOxygenPipe,740,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway,通道
GalacticraftMars:tile.beamReflector,741,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,能量射束反射器
GalacticraftMars:tile.beamReceiver,742,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,能量射束接收器
GalacticraftMars:tile.telepadShort,743,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockShortRangeTelepad,短距离传送台
GalacticraftMars:tile.telepadFake,744,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,短距离传送台
GalacticraftMars:tile.denseIce,745,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,坚冰
GalacticraftMars:tile.minerBase,746,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,太空采矿机基地方块
GalacticraftMars:tile.minerBaseFull,747,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,太空采矿机基地
GalacticraftMars:tile.mars,748,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMars,铜矿石
GalacticraftMars:tile.cavernVines,749,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,岩穴藤蔓
GalacticraftMars:tile.slimelingEgg,750,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockEgg,红色黏滑怪蛋
GalacticraftMars:tile.creeperEgg,751,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,苦力怕蛋
GalacticraftMars:tile.marsMachine,752,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMachine,地形改造机
GalacticraftMars:tile.marsMachineT2,753,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMachine,气体液化器
GalacticraftMars:tile.marsCobblestoneStairs,754,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,火星圆石楼梯
GalacticraftMars:tile.marsDungeonBricksStairs,755,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC,火星地牢砖楼梯
GalacticraftMars:tile.hydrogenPipe,756,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc,氢气管道
Natura:soil.tainted,757,true,Natura,net.minecraft.item.ItemBlock,腐沙
Natura:heatsand,758,true,Natura,net.minecraft.item.ItemBlock,热沙
Natura:NetherFurnace,759,true,Natura,net.minecraft.item.ItemBlock,下界熔炉
Natura:Obelisk,760,true,Natura,net.minecraft.item.ItemBlock,方尖碑
Natura:NetherGlass,761,true,Natura,mods.natura.items.blocks.NetherGlassItem,灵魂玻璃
Natura:BrailPowered,762,true,Natura,net.minecraft.item.ItemBlock,充能烈焰轨道
Natura:BrailDetector,763,true,Natura,net.minecraft.item.ItemBlock,探测烈焰轨道
Natura:Blazerail,764,true,Natura,net.minecraft.item.ItemBlock,烈焰轨道
Natura:BrailActivator,765,true,Natura,net.minecraft.item.ItemBlock,触发烈焰轨道
Natura:NetherHopper,766,true,Natura,net.minecraft.item.ItemBlock,漏斗
Natura:NetherPressurePlate,767,true,Natura,net.minecraft.item.ItemBlock,压力板
Natura:NetherButton,768,true,Natura,net.minecraft.item.ItemBlock,按钮
Natura:NetherLever,769,true,Natura,net.minecraft.item.ItemBlock,拉杆
Natura:Thornvines,770,true,Natura,net.minecraft.item.ItemBlock,荊藤
Natura:Glowshroom,771,true,Natura,mods.natura.items.blocks.GlowshroomItem,绿色荧光菇
Natura:greenGlowshroom,772,true,Natura,net.minecraft.item.ItemBlock,绿色荧光菇
Natura:purpleGlowshroom,773,true,Natura,net.minecraft.item.ItemBlock,紫色荧光菇
Natura:blueGlowshroom,774,true,Natura,net.minecraft.item.ItemBlock,蓝色荧光菇
Natura:NetherBerryBush,775,true,Natura,mods.natura.items.blocks.NetherBerryBushItem,枯萎莓灌木
Natura:BerryBush,776,true,Natura,mods.natura.items.blocks.BerryBushItem,树莓灌木
Natura:N Crops,777,true,Natura,net.minecraft.item.ItemBlock,作物
Natura:Saguaro,778,true,Natura,mods.natura.items.blocks.SaguaroItem,巨型仙人掌
Natura:Bluebells,779,true,Natura,net.minecraft.item.ItemBlock,蓝铃草
Natura:GrassBlock,780,true,Natura,mods.natura.items.blocks.GrassBlockItem,修饰草地
Natura:GrassSlab,781,true,Natura,mods.natura.items.blocks.GrassSlabItem,修饰草地台阶
