Mod,ID,Name,Class Name
GalacticraftCore,35,GalacticraftCore.EvolvedEnderman,galaxyspace.core.entity.mob.EntityEvolvedEnderman
GalacticraftCore,36,GalacticraftCore.Tentacles,galaxyspace.core.entity.mob.EntityTentacles
GalacticraftCore,37,GalacticraftCore.EvolvedColdBlaze,galaxyspace.core.entity.mob.EntityEvolvedColdBlaze
GalacticraftCore,38,GalacticraftCore.Crawler,galaxyspace.core.entity.mob.EntityCrawler
GalacticraftCore,39,GalacticraftCore.EvolvedBlaze,galaxyspace.core.entity.mob.EntityEvolvedBlaze
GalacticraftCore,40,GalacticraftCore.SpaceshipT4,galaxyspace.core.entity.rocket.EntityTier4Rocket
GalacticraftCore,41,GalacticraftCore.SpaceshipT5,galaxyspace.core.entity.rocket.EntityTier5Rocket
GalacticraftCore,42,GalacticraftCore.SpaceshipT6,galaxyspace.core.entity.rocket.EntityTier6Rocket
GalacticraftCore,43,GalacticraftCore.SpaceshipT7,galaxyspace.core.entity.rocket.EntityTier7Rocket
GalacticraftCore,44,GalacticraftCore.SpaceshipT8,galaxyspace.core.entity.rocket.EntityTier8Rocket
GalacticraftMars,15,GalacticraftMars.SmallAsteroidGC,micdoodle8.mods.galacticraft.planets.asteroids.entities.EntitySmallAsteroid
GalacticraftMars,16,GalacticraftMars.GrappleHookGC,micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityGrapple
GalacticraftMars,17,GalacticraftMars.Tier3RocketGC,micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityTier3Rocket
GalacticraftMars,18,GalacticraftMars.EntryPodAsteroids,micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityEntryPod
GalacticraftMars,19,GalacticraftMars.AstroMiner,micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityAstroMiner
GalacticraftMars,20,GalacticraftMars.Sludgeling,micdoodle8.mods.galacticraft.planets.mars.entities.EntitySludgeling
GalacticraftMars,21,GalacticraftMars.Slimeling,micdoodle8.mods.galacticraft.planets.mars.entities.EntitySlimeling
GalacticraftMars,22,GalacticraftMars.CreeperBoss,micdoodle8.mods.galacticraft.planets.mars.entities.EntityCreeperBoss
GalacticraftMars,23,GalacticraftMars.SpaceshipT2,micdoodle8.mods.galacticraft.planets.mars.entities.EntityTier2Rocket
GalacticraftMars,24,GalacticraftMars.ProjectileTNT,micdoodle8.mods.galacticraft.planets.mars.entities.EntityProjectileTNT
GalacticraftMars,25,GalacticraftMars.LandingBalloons,micdoodle8.mods.galacticraft.planets.mars.entities.EntityLandingBalloons
GalacticraftMars,26,GalacticraftMars.CargoRocket,micdoodle8.mods.galacticraft.planets.mars.entities.EntityCargoRocket
GraviSuite,29,GraviSuite.PlasmaBall,com.gtnewhorizons.gravisuiteneo.common.EntityPlasmaBallMKII
HardcoreEnderExpansion,1,HardcoreEnderExpansion.AngryEnderman,chylex.hee.entity.mob.EntityMobAngryEnderman
HardcoreEnderExpansion,2,HardcoreEnderExpansion.ProjectileDragonFireball,chylex.hee.entity.projectile.EntityProjectileDragonFireball
HardcoreEnderExpansion,4,HardcoreEnderExpansion.LightningBoltSafe,chylex.hee.entity.weather.EntityWeatherLightningBoltSafe
HardcoreEnderExpansion,5,HardcoreEnderExpansion.ProjectileEnhancedEnderPearl,chylex.hee.entity.projectile.EntityProjectileEnhancedEnderPearl
HardcoreEnderExpansion,6,HardcoreEnderExpansion.ItemInstabilityOrb,chylex.hee.entity.item.EntityItemInstabilityOrb
HardcoreEnderExpansion,7,HardcoreEnderExpansion.TempleEgg,chylex.hee.entity.block.EntityBlockTempleDragonEgg
HardcoreEnderExpansion,8,HardcoreEnderExpansion.Dragon,chylex.hee.entity.boss.EntityBossDragon
HardcoreEnderExpansion,9,HardcoreEnderExpansion.ItemIgneousRock,chylex.hee.entity.item.EntityItemIgneousRock
HardcoreEnderExpansion,10,HardcoreEnderExpansion.VampireBat,chylex.hee.entity.mob.EntityMobVampiricBat
HardcoreEnderExpansion,11,HardcoreEnderExpansion.EnderEye,chylex.hee.entity.boss.EntityMiniBossEnderEye
HardcoreEnderExpansion,12,HardcoreEnderExpansion.InfestedBat,chylex.hee.entity.mob.EntityMobInfestedBat
HardcoreEnderExpansion,13,HardcoreEnderExpansion.ForestGhost,chylex.hee.entity.mob.EntityMobForestGhost
HardcoreEnderExpansion,14,HardcoreEnderExpansion.FireGolem,chylex.hee.entity.mob.EntityMobFireGolem
HardcoreEnderExpansion,15,HardcoreEnderExpansion.ScorchedLens,chylex.hee.entity.mob.EntityMobScorchingLens
HardcoreEnderExpansion,16,HardcoreEnderExpansion.BabyEnderman,chylex.hee.entity.mob.EntityMobBabyEnderman
HardcoreEnderExpansion,17,HardcoreEnderExpansion.ProjectileFlamingBall,chylex.hee.entity.projectile.EntityProjectileFlamingBall
HardcoreEnderExpansion,18,HardcoreEnderExpansion.ProjectileGolemFireball,chylex.hee.entity.projectile.EntityProjectileGolemFireball
HardcoreEnderExpansion,19,HardcoreEnderExpansion.ItemAltar,chylex.hee.entity.item.EntityItemAltar
HardcoreEnderExpansion,21,HardcoreEnderExpansion.EnderDemon,chylex.hee.entity.boss.EntityBossEnderDemon
HardcoreEnderExpansion,21,HardcoreEnderExpansion.LightningBoltDemon,chylex.hee.entity.weather.EntityWeatherLightningBoltDemon
HardcoreEnderExpansion,22,HardcoreEnderExpansion.EnderGuardian,chylex.hee.entity.mob.EntityMobEnderGuardian
HardcoreEnderExpansion,23,HardcoreEnderExpansion.FireFiend,chylex.hee.entity.boss.EntityMiniBossFireFiend
HardcoreEnderExpansion,24,HardcoreEnderExpansion.ParalyzedEnderman,chylex.hee.entity.mob.EntityMobParalyzedEnderman
HardcoreEnderExpansion,25,HardcoreEnderExpansion.FallingDragonEgg,chylex.hee.entity.block.EntityBlockFallingDragonEgg
HardcoreEnderExpansion,26,HardcoreEnderExpansion.FallingObsidian,chylex.hee.entity.block.EntityBlockFallingObsidian
HardcoreEnderExpansion,27,HardcoreEnderExpansion.ItemEndPowder,chylex.hee.entity.item.EntityItemEndPowder
HardcoreEnderExpansion,30,HardcoreEnderExpansion.ProjectilePotionOfInstability,chylex.hee.entity.projectile.EntityProjectilePotion
HardcoreEnderExpansion,31,HardcoreEnderExpansion.EnhancedTNT,chylex.hee.entity.block.EntityBlockEnhancedTNTPrimed
HardcoreEnderExpansion,32,HardcoreEnderExpansion.ProjectileSpatialDash,chylex.hee.entity.projectile.EntityProjectileSpatialDash
HardcoreEnderExpansion,34,HardcoreEnderExpansion.Louse,chylex.hee.entity.mob.EntityMobLouse
HardcoreEnderExpansion,35,HardcoreEnderExpansion.HauntedMiner,chylex.hee.entity.mob.EntityMobHauntedMiner
HardcoreEnderExpansion,36,HardcoreEnderExpansion.ProjectileMinerShot,chylex.hee.entity.projectile.EntityProjectileMinerShot
HardcoreEnderExpansion,37,HardcoreEnderExpansion.ItemDragonEgg,chylex.hee.entity.item.EntityItemDragonEgg
HardcoreEnderExpansion,38,HardcoreEnderExpansion.TechnicalBiomeInteraction,chylex.hee.entity.technical.EntityTechnicalBiomeInteraction
HardcoreEnderExpansion,39,HardcoreEnderExpansion.HomelandEnderman,chylex.hee.entity.mob.EntityMobHomelandEnderman
HardcoreEnderExpansion,40,HardcoreEnderExpansion.TechnicalVoidChest,chylex.hee.entity.technical.EntityTechnicalVoidChest
HardcoreEnderExpansion,41,HardcoreEnderExpansion.Endermage,chylex.hee.entity.mob.EntityMobEndermage
HardcoreEnderExpansion,42,HardcoreEnderExpansion.ProjectileCorruptedEnergy,chylex.hee.entity.projectile.EntityProjectileCorruptedEnergy
HardcoreEnderExpansion,43,HardcoreEnderExpansion.TechnicalPuzzleChain,chylex.hee.entity.technical.EntityTechnicalPuzzleChain
HardcoreEnderExpansion,44,HardcoreEnderExpansion.TechnicalPuzzleSolved,chylex.hee.entity.technical.EntityTechnicalPuzzleSolved
HardcoreEnderExpansion,45,HardcoreEnderExpansion.ProjectileFiendFireball,chylex.hee.entity.projectile.EntityProjectileFiendFireball
HardcoreEnderExpansion,46,HardcoreEnderExpansion.TechnicalCurseBlock,chylex.hee.entity.technical.EntityTechnicalCurseBlock
HardcoreEnderExpansion,47,HardcoreEnderExpansion.TechnicalCurseEntity,chylex.hee.entity.technical.EntityTechnicalCurseEntity
HardcoreEnderExpansion,48,HardcoreEnderExpansion.ProjectileCurse,chylex.hee.entity.projectile.EntityProjectileCurse
HardcoreEnderExpansion,49,HardcoreEnderExpansion.ProjectileExpBottleConsistent,chylex.hee.entity.projectile.EntityProjectileExpBottleConsistent
HardcoreEnderExpansion,50,HardcoreEnderExpansion.BlockHomelandCache,chylex.hee.entity.block.EntityBlockHomelandCache
HardcoreEnderExpansion,51,HardcoreEnderExpansion.Enderman,chylex.hee.entity.mob.EntityMobEnderman
HardcoreEnderExpansion,52,HardcoreEnderExpansion.ProjectileSacredWand,chylex.hee.entity.projectile.EntityProjectileSacredWand
IC2,0,IC2.MiningLaser,ic2.core.item.tool.EntityMiningLaser
IC2,1,IC2.Dynamite,ic2.core.block.EntityDynamite
IC2,2,IC2.StickyDynamite,ic2.core.block.EntityStickyDynamite
IC2,3,IC2.Itnt,ic2.core.block.EntityItnt
IC2,4,IC2.Nuke,ic2.core.block.EntityNuke
IC2,5,IC2.BoatCarbon,ic2.core.item.EntityBoatCarbon
IC2,6,IC2.BoatRubber,ic2.core.item.EntityBoatRubber
IC2,7,IC2.BoatElectric,ic2.core.item.EntityBoatElectric
IC2,8,IC2.Particle,ic2.core.item.tool.EntityParticle
NHUtilities,0,NHUtilities.Accelerator,com.xir.NHUtilities.common.entity.EntityTimeAccelerator
Natura,0,Natura.Imp,mods.natura.entity.ImpEntity
Natura,1,Natura.FlameSpider,mods.natura.entity.HeatscarSpider
Natura,2,Natura.NitroCreeper,mods.natura.entity.NitroCreeper
Natura,3,Natura.FusewoodArrow,mods.natura.entity.FusewoodArrow
Natura,4,Natura.FlameSpiderBaby,mods.natura.entity.BabyHeatscarSpider
OpenBlocks,701,OpenBlocks.Hang Glider,openblocks.common.entity.EntityHangGlider
OpenBlocks,702,OpenBlocks.Luggage,openblocks.common.entity.EntityLuggage
OpenBlocks,703,OpenBlocks.Magnet,openblocks.common.entity.EntityMagnet
OpenBlocks,704,OpenBlocks.MountedBlock,openblocks.common.entity.EntityMountedBlock
OpenBlocks,705,OpenBlocks.Cartographer,openblocks.common.entity.EntityCartographer
OpenBlocks,706,OpenBlocks.EntityItemProjectile,openblocks.common.entity.EntityItemProjectile
OpenBlocks,707,OpenBlocks.GoldenEye,openblocks.common.entity.EntityGoldenEye
OpenBlocks,708,OpenBlocks.Player-Magnet,openblocks.common.entity.EntityMagnet$PlayerBound
OpenBlocks,709,OpenBlocks.XPOrbNoFly,openblocks.common.entity.EntityXPOrbNoFly
OpenBlocks,710,OpenBlocks.MiniMe,openblocks.common.entity.EntityMiniMe
OpenComputers,0,OpenComputers.Drone,li.cil.oc.common.entity.Drone
OpenMods,804,OpenMods.Block,openmods.entity.EntityBlock
Railcraft,1,Railcraft.cart.basic,mods.railcraft.common.carts.EntityCartBasic
Railcraft,2,Railcraft.cart.chest,mods.railcraft.common.carts.EntityCartChest
Railcraft,3,Railcraft.cart.furnace,mods.railcraft.common.carts.EntityCartFurnace
Railcraft,4,Railcraft.cart.tnt.wood,mods.railcraft.common.carts.EntityCartTNTWood
Railcraft,5,Railcraft.cart.tank,mods.railcraft.common.carts.EntityCartTank
Railcraft,6,Railcraft.cart.cargo,mods.railcraft.common.carts.EntityCartCargo
Railcraft,7,Railcraft.cart.anchor,mods.railcraft.common.carts.EntityCartAnchor
Railcraft,8,Railcraft.cart.work,mods.railcraft.common.carts.EntityCartWork
Railcraft,9,Railcraft.cart.track.relayer,mods.railcraft.common.carts.EntityCartTrackRelayer
Railcraft,10,Railcraft.cart.undercutter,mods.railcraft.common.carts.EntityCartUndercutter
Railcraft,11,Railcraft.cart.pumpkin,mods.railcraft.common.carts.EntityCartPumpkin
Railcraft,12,Railcraft.cart.gift,mods.railcraft.common.carts.EntityCartGift
Railcraft,13,Railcraft.cart.anchor.personal,mods.railcraft.common.carts.EntityCartAnchorPersonal
Railcraft,14,Railcraft.cart.anchor.admin,mods.railcraft.common.carts.EntityCartAnchorAdmin
Railcraft,15,Railcraft.cart.tnt,mods.railcraft.common.carts.EntityCartTNT
Railcraft,16,Railcraft.cart.hopper,net.minecraft.entity.item.EntityMinecartHopper
Railcraft,17,Railcraft.cart.track.layer,mods.railcraft.common.carts.EntityCartTrackLayer
Railcraft,18,Railcraft.cart.track.remover,mods.railcraft.common.carts.EntityCartTrackRemover
Railcraft,19,Railcraft.cart.redstone.flux,mods.railcraft.common.carts.EntityCartRF
Railcraft,30,Railcraft.cart.loco.steam.solid,mods.railcraft.common.carts.EntityLocomotiveSteamSolid
Railcraft,32,Railcraft.cart.loco.electric,mods.railcraft.common.carts.EntityLocomotiveElectric
Railcraft,33,Railcraft.cart.loco.creative,mods.railcraft.common.carts.EntityLocomotiveCreative
Railcraft,40,Railcraft.cart.command.block,mods.railcraft.common.carts.EntityCartCommand
Railcraft,50,Railcraft.cart.bore,mods.railcraft.common.carts.EntityTunnelBore
Railcraft,75,Railcraft.ItemFirestone,mods.railcraft.common.items.firestone.EntityItemFirestone
Railcraft,76,Railcraft.ItemFireproof,mods.railcraft.common.items.EntityItemFireproof
Railcraft,87,Railcraft.cart.energy.batbox,mods.railcraft.common.carts.EntityCartEnergyBatBox
Railcraft,88,Railcraft.cart.energy.cesu,mods.railcraft.common.carts.EntityCartEnergyCESU
Railcraft,89,Railcraft.cart.energy.mfe,mods.railcraft.common.carts.EntityCartEnergyMFE
RandomThings,1,RandomThings.HealingOrb,lumien.randomthings.Entity.EntityHealingOrb
RandomThings,2,RandomThings.playerSoul,lumien.randomthings.Entity.EntitySoul
RandomThings,3,RandomThings.spirit,lumien.randomthings.Entity.EntitySpirit
RandomThings,4,RandomThings.reviveCircle,lumien.randomthings.Entity.EntityReviveCircle
RandomThings,5,RandomThings.bloodmoonCircle,lumien.randomthings.Entity.EntityBloodmoonCircle
SGCraft,0,SGCraft.Stargate Iris,gcewing.sg.entities.IrisEntity
SpecialMobs,0,SpecialMobs.SpecialBlaze,toast.specialMobs.entity.blaze.Entity_SpecialBlaze
SpecialMobs,1,SpecialMobs.CinderBlaze,toast.specialMobs.entity.blaze.EntityCinderBlaze
SpecialMobs,2,SpecialMobs.ConflagrationBlaze,toast.specialMobs.entity.blaze.EntityConflagrationBlaze
SpecialMobs,3,SpecialMobs.EmberBlaze,toast.specialMobs.entity.blaze.EntityEmberBlaze
SpecialMobs,4,SpecialMobs.HellfireBlaze,toast.specialMobs.entity.blaze.EntityHellfireBlaze
SpecialMobs,5,SpecialMobs.InfernoBlaze,toast.specialMobs.entity.blaze.EntityInfernoBlaze
SpecialMobs,6,SpecialMobs.JoltBlaze,toast.specialMobs.entity.blaze.EntityJoltBlaze
SpecialMobs,7,SpecialMobs.SmolderBlaze,toast.specialMobs.entity.blaze.EntitySmolderBlaze
SpecialMobs,8,SpecialMobs.WildfireBlaze,toast.specialMobs.entity.blaze.EntityWildfireBlaze
SpecialMobs,9,SpecialMobs.SpecialCaveSpider,toast.specialMobs.entity.cavespider.Entity_SpecialCaveSpider
SpecialMobs,10,SpecialMobs.BabyCaveSpider,toast.specialMobs.entity.cavespider.EntityBabyCaveSpider
SpecialMobs,11,SpecialMobs.FlyingCaveSpider,toast.specialMobs.entity.cavespider.EntityFlyingCaveSpider
SpecialMobs,12,SpecialMobs.MotherCaveSpider,toast.specialMobs.entity.cavespider.EntityMotherCaveSpider
SpecialMobs,13,SpecialMobs.ToughCaveSpider,toast.specialMobs.entity.cavespider.EntityToughCaveSpider
SpecialMobs,14,SpecialMobs.WebCaveSpider,toast.specialMobs.entity.cavespider.EntityWebCaveSpider
SpecialMobs,15,SpecialMobs.WitchCaveSpider,toast.specialMobs.entity.cavespider.EntityWitchCaveSpider
SpecialMobs,16,SpecialMobs.SpecialCreeper,toast.specialMobs.entity.creeper.Entity_SpecialCreeper
SpecialMobs,17,SpecialMobs.ArmorCreeper,toast.specialMobs.entity.creeper.EntityArmorCreeper
SpecialMobs,18,SpecialMobs.DarkCreeper,toast.specialMobs.entity.creeper.EntityDarkCreeper
SpecialMobs,19,SpecialMobs.DeathCreeper,toast.specialMobs.entity.creeper.EntityDeathCreeper
SpecialMobs,20,SpecialMobs.DirtCreeper,toast.specialMobs.entity.creeper.EntityDirtCreeper
SpecialMobs,21,SpecialMobs.DoomCreeper,toast.specialMobs.entity.creeper.EntityDoomCreeper
SpecialMobs,22,SpecialMobs.DrowningCreeper,toast.specialMobs.entity.creeper.EntityDrowningCreeper
SpecialMobs,23,SpecialMobs.EnderCreeper,toast.specialMobs.entity.creeper.EntityEnderCreeper
SpecialMobs,24,SpecialMobs.FireCreeper,toast.specialMobs.entity.creeper.EntityFireCreeper
SpecialMobs,25,SpecialMobs.GravelCreeper,toast.specialMobs.entity.creeper.EntityGravelCreeper
SpecialMobs,26,SpecialMobs.GravityCreeper,toast.specialMobs.entity.creeper.EntityGravityCreeper
SpecialMobs,27,SpecialMobs.JumpingCreeper,toast.specialMobs.entity.creeper.EntityJumpingCreeper
SpecialMobs,28,SpecialMobs.LightningCreeper,toast.specialMobs.entity.creeper.EntityLightningCreeper
SpecialMobs,29,SpecialMobs.MiniCreeper,toast.specialMobs.entity.creeper.EntityMiniCreeper
SpecialMobs,30,SpecialMobs.SplittingCreeper,toast.specialMobs.entity.creeper.EntitySplittingCreeper
SpecialMobs,31,SpecialMobs.SpecialEnderman,toast.specialMobs.entity.enderman.Entity_SpecialEnderman
SpecialMobs,32,SpecialMobs.BlindingEnderman,toast.specialMobs.entity.enderman.EntityBlindingEnderman
SpecialMobs,33,SpecialMobs.CursedEnderman,toast.specialMobs.entity.enderman.EntityCursedEnderman
SpecialMobs,34,SpecialMobs.IcyEnderman,toast.specialMobs.entity.enderman.EntityIcyEnderman
SpecialMobs,35,SpecialMobs.LightningEnderman,toast.specialMobs.entity.enderman.EntityLightningEnderman
SpecialMobs,36,SpecialMobs.MiniEnderman,toast.specialMobs.entity.enderman.EntityMiniEnderman
SpecialMobs,37,SpecialMobs.MirageEnderman,toast.specialMobs.entity.enderman.EntityMirageEnderman
SpecialMobs,38,SpecialMobs.ThiefEnderman,toast.specialMobs.entity.enderman.EntityThiefEnderman
SpecialMobs,39,SpecialMobs.SpecialGhast,toast.specialMobs.entity.ghast.Entity_SpecialGhast
SpecialMobs,40,SpecialMobs.BabyGhast,toast.specialMobs.entity.ghast.EntityBabyGhast
SpecialMobs,41,SpecialMobs.FaintGhast,toast.specialMobs.entity.ghast.EntityFaintGhast
SpecialMobs,42,SpecialMobs.FighterGhast,toast.specialMobs.entity.ghast.EntityFighterGhast
SpecialMobs,43,SpecialMobs.KingGhast,toast.specialMobs.entity.ghast.EntityKingGhast
SpecialMobs,44,SpecialMobs.MiniGhast,toast.specialMobs.entity.ghast.EntityMiniGhast
SpecialMobs,45,SpecialMobs.QueenGhast,toast.specialMobs.entity.ghast.EntityQueenGhast
SpecialMobs,46,SpecialMobs.UnholyGhast,toast.specialMobs.entity.ghast.EntityUnholyGhast
SpecialMobs,47,SpecialMobs.SpecialPigZombie,toast.specialMobs.entity.pigzombie.Entity_SpecialPigZombie
SpecialMobs,48,SpecialMobs.BrutishPigZombie,toast.specialMobs.entity.pigzombie.EntityBrutishPigZombie
SpecialMobs,49,SpecialMobs.FishingPigZombie,toast.specialMobs.entity.pigzombie.EntityFishingPigZombie
SpecialMobs,50,SpecialMobs.GiantPigZombie,toast.specialMobs.entity.pigzombie.EntityGiantPigZombie
SpecialMobs,51,SpecialMobs.HungryPigZombie,toast.specialMobs.entity.pigzombie.EntityHungryPigZombie
SpecialMobs,52,SpecialMobs.PlaguePigZombie,toast.specialMobs.entity.pigzombie.EntityPlaguePigZombie
SpecialMobs,53,SpecialMobs.VampirePigZombie,toast.specialMobs.entity.pigzombie.EntityVampirePigZombie
SpecialMobs,54,SpecialMobs.SpecialSilverfish,toast.specialMobs.entity.silverfish.Entity_SpecialSilverfish
SpecialMobs,55,SpecialMobs.BlindingSilverfish,toast.specialMobs.entity.silverfish.EntityBlindingSilverfish
SpecialMobs,56,SpecialMobs.FishingSilverfish,toast.specialMobs.entity.silverfish.EntityFishingSilverfish
SpecialMobs,57,SpecialMobs.FlyingSilverfish,toast.specialMobs.entity.silverfish.EntityFlyingSilverfish
SpecialMobs,58,SpecialMobs.PoisonSilverfish,toast.specialMobs.entity.silverfish.EntityPoisonSilverfish
SpecialMobs,59,SpecialMobs.ToughSilverfish,toast.specialMobs.entity.silverfish.EntityToughSilverfish
SpecialMobs,60,SpecialMobs.SpecialSkeleton,toast.specialMobs.entity.skeleton.Entity_SpecialSkeleton
SpecialMobs,61,SpecialMobs.BrutishSkeleton,toast.specialMobs.entity.skeleton.EntityBrutishSkeleton
SpecialMobs,62,SpecialMobs.FireSkeleton,toast.specialMobs.entity.skeleton.EntityFireSkeleton
SpecialMobs,63,SpecialMobs.GatlingSkeleton,toast.specialMobs.entity.skeleton.EntityGatlingSkeleton
SpecialMobs,64,SpecialMobs.GiantSkeleton,toast.specialMobs.entity.skeleton.EntityGiantSkeleton
SpecialMobs,65,SpecialMobs.NinjaSkeleton,toast.specialMobs.entity.skeleton.EntityNinjaSkeleton
SpecialMobs,66,SpecialMobs.PoisonSkeleton,toast.specialMobs.entity.skeleton.EntityPoisonSkeleton
SpecialMobs,67,SpecialMobs.SniperSkeleton,toast.specialMobs.entity.skeleton.EntitySniperSkeleton
SpecialMobs,68,SpecialMobs.SpitfireSkeleton,toast.specialMobs.entity.skeleton.EntitySpitfireSkeleton
SpecialMobs,69,SpecialMobs.ThiefSkeleton,toast.specialMobs.entity.skeleton.EntityThiefSkeleton
SpecialMobs,70,SpecialMobs.SpecialSlime,toast.specialMobs.entity.slime.Entity_SpecialSlime
SpecialMobs,71,SpecialMobs.BlackberrySlime,toast.specialMobs.entity.slime.EntityBlackberrySlime
SpecialMobs,72,SpecialMobs.BlueberrySlime,toast.specialMobs.entity.slime.EntityBlueberrySlime
SpecialMobs,73,SpecialMobs.CaramelSlime,toast.specialMobs.entity.slime.EntityCaramelSlime
SpecialMobs,74,SpecialMobs.GrapeSlime,toast.specialMobs.entity.slime.EntityGrapeSlime
SpecialMobs,75,SpecialMobs.LemonSlime,toast.specialMobs.entity.slime.EntityLemonSlime
SpecialMobs,76,SpecialMobs.StrawberrySlime,toast.specialMobs.entity.slime.EntityStrawberrySlime
SpecialMobs,77,SpecialMobs.WatermelonSlime,toast.specialMobs.entity.slime.EntityWatermelonSlime
SpecialMobs,78,SpecialMobs.SpecialSpider,toast.specialMobs.entity.spider.Entity_SpecialSpider
SpecialMobs,79,SpecialMobs.BabySpider,toast.specialMobs.entity.spider.EntityBabySpider
SpecialMobs,80,SpecialMobs.DesertSpider,toast.specialMobs.entity.spider.EntityDesertSpider
SpecialMobs,81,SpecialMobs.FlyingSpider,toast.specialMobs.entity.spider.EntityFlyingSpider
SpecialMobs,82,SpecialMobs.GhostSpider,toast.specialMobs.entity.spider.EntityGhostSpider
SpecialMobs,83,SpecialMobs.GiantSpider,toast.specialMobs.entity.spider.EntityGiantSpider
SpecialMobs,84,SpecialMobs.HungrySpider,toast.specialMobs.entity.spider.EntityHungrySpider
SpecialMobs,85,SpecialMobs.MotherSpider,toast.specialMobs.entity.spider.EntityMotherSpider
SpecialMobs,86,SpecialMobs.PaleSpider,toast.specialMobs.entity.spider.EntityPaleSpider
SpecialMobs,87,SpecialMobs.PoisonSpider,toast.specialMobs.entity.spider.EntityPoisonSpider
SpecialMobs,88,SpecialMobs.SmallSpider,toast.specialMobs.entity.spider.EntitySmallSpider
SpecialMobs,89,SpecialMobs.ToughSpider,toast.specialMobs.entity.spider.EntityToughSpider
SpecialMobs,90,SpecialMobs.WebSpider,toast.specialMobs.entity.spider.EntityWebSpider
SpecialMobs,91,SpecialMobs.WitchSpider,toast.specialMobs.entity.spider.EntityWitchSpider
SpecialMobs,92,SpecialMobs.SpecialWitch,toast.specialMobs.entity.witch.Entity_SpecialWitch
SpecialMobs,93,SpecialMobs.DominationWitch,toast.specialMobs.entity.witch.EntityDominationWitch
SpecialMobs,94,SpecialMobs.RageWitch,toast.specialMobs.entity.witch.EntityRageWitch
SpecialMobs,95,SpecialMobs.ShadowsWitch,toast.specialMobs.entity.witch.EntityShadowsWitch
SpecialMobs,96,SpecialMobs.UndeadWitch,toast.specialMobs.entity.witch.EntityUndeadWitch
SpecialMobs,97,SpecialMobs.WildsWitch,toast.specialMobs.entity.witch.EntityWildsWitch
SpecialMobs,98,SpecialMobs.WindWitch,toast.specialMobs.entity.witch.EntityWindWitch
SpecialMobs,99,SpecialMobs.SpecialZombie,toast.specialMobs.entity.zombie.Entity_SpecialZombie
SpecialMobs,100,SpecialMobs.BrutishZombie,toast.specialMobs.entity.zombie.EntityBrutishZombie
SpecialMobs,101,SpecialMobs.FireZombie,toast.specialMobs.entity.zombie.EntityFireZombie
SpecialMobs,102,SpecialMobs.FishingZombie,toast.specialMobs.entity.zombie.EntityFishingZombie
SpecialMobs,103,SpecialMobs.GiantZombie,toast.specialMobs.entity.zombie.EntityGiantZombie
SpecialMobs,104,SpecialMobs.HungryZombie,toast.specialMobs.entity.zombie.EntityHungryZombie
SpecialMobs,105,SpecialMobs.PlagueZombie,toast.specialMobs.entity.zombie.EntityPlagueZombie
SpecialMobs,106,SpecialMobs.SMFishHook,toast.specialMobs.entity.EntitySpecialFishHook
SpecialMobs,107,SpecialMobs.SMSpitball,toast.specialMobs.entity.EntitySpecialSpitball
SpecialMobs,108,SpecialMobs.LavaMonster,toast.specialMobs.entity.EntityLavaMonster
StevesCarts,0,StevesCarts.Minecart.Vswe.0,vswe.stevescarts.Carts.MinecartModular
StevesCarts,2,StevesCarts.Egg.Vswe,vswe.stevescarts.Helpers.EntityEasterEgg
StevesCarts,3,StevesCarts.Cake.Vswe,vswe.stevescarts.Helpers.EntityCake
TConstruct,0,TConstruct.Fancy Item,tconstruct.tools.entity.FancyEntityItem
TConstruct,1,TConstruct.Dagger,tconstruct.tools.entity.DaggerEntity
TConstruct,2,TConstruct.Crystal,tconstruct.world.entity.Crystal
TConstruct,3,TConstruct.Launched Potion,tconstruct.tools.entity.LaunchedPotion
TConstruct,4,TConstruct.Arrow,tconstruct.tools.entity.ArrowEntity
TConstruct,5,TConstruct.LandmineFirework,tconstruct.mechworks.entity.item.EntityLandmineFirework
TConstruct,6,TConstruct.SlimeExplosive,tconstruct.mechworks.entity.item.ExplosivePrimed
TConstruct,12,TConstruct.EdibleSlime,tconstruct.world.entity.BlueSlime
TConstruct,14,TConstruct.KingSlime,tconstruct.world.entity.KingBlueSlime
TConstruct,20,TConstruct.Shuriken,tconstruct.weaponry.entity.ShurikenEntity
TConstruct,21,TConstruct.ThrowingKnife,tconstruct.weaponry.entity.ThrowingKnifeEntity
TConstruct,22,TConstruct.Javelin,tconstruct.weaponry.entity.JavelinEntity
TConstruct,23,TConstruct.Arrow,tconstruct.weaponry.entity.ArrowEntity
TConstruct,24,TConstruct.Bolt,tconstruct.weaponry.entity.BoltEntity
TaintedMagic,0,TaintedMagic.EntityTaintBubble,taintedmagic.common.entities.EntityTaintBubble
TaintedMagic,1,TaintedMagic.EntityEldritchOrbAttack,taintedmagic.common.entities.EntityEldritchOrbAttack
TaintedMagic,2,TaintedMagic.EntityHomingShard,taintedmagic.common.entities.EntityHomingShard
Thaumcraft,0,Thaumcraft.SpecialItem,thaumcraft.common.entities.EntitySpecialItem
Thaumcraft,1,Thaumcraft.PermanentItem,thaumcraft.common.entities.EntityPermanentItem
