UID,Name,Allele0,Allele1,isSecret,baseChance,conditions
gregtech.bee.speciesElectrotine,蓝石,gregtech.bee.speciesRedstone,gregtech.bee.speciesGold,false,5.0,该突变需要蓝石块作为蜂箱的基石才可发生。
gregtech.bee.speciesSulfur,硫,gregtech.bee.speciesAsh,gregtech.bee.speciesPeat,false,15.0,
gregtech.bee.speciesIndium,铟,gregtech.bee.speciesLead,gregtech.bee.speciesOsmium,false,1.0,该突变需要铟块作为蜂箱的基石才可发生。|需要维度 Venus
gregtech.bee.speciesIndium,铟,gregtech.bee.speciesSilver,gregtech.bee.speciesOsmium,false,1.0,该突变需要奥金块作为蜂箱的基石才可发生。|需要维度 Bedrock
gregtech.bee.speciesNetherite,下界合金,forestry.speciesDemonic,gregtech.bee.speciesDiamond,false,3.0,该突变仅在温度为地狱时发生。|该突变需要地狱金属块作为蜂箱的基石才可发生。
gregtech.bee.speciesCoolant,冷却液,forestry.speciesIcy,forestry.speciesGlacial,false,10.0,该突变需要冷却液作为蜂箱的基石才可发生。|该突变仅在温度为严寒时发生。
gregtech.bee.speciesEnergy,能量,forestry.speciesDemonic,extrabees.species.volcanic,false,10.0,该突变需要热冷却液作为蜂箱的基石才可发生。|需要生物群系 Boneyard Biome
gregtech.bee.speciesLapotron,兰波顿,gregtech.bee.speciesLapis,gregtech.bee.speciesEnergy,false,6.0,该突变需要青金石块作为蜂箱的基石才可发生。|该突变仅在温度为严寒时发生。|需要维度 Moon
gregtech.bee.speciesPyrotheum,烈焰之炽焱,gregtech.bee.speciesRedstone,gregtech.bee.speciesEnergy,false,4.0,该突变仅在温度为地狱时发生。
gregtech.bee.speciesCryotheum,极寒之凛冰,gregtech.bee.speciesRedstone,gregtech.bee.speciesCoolant,false,4.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesExplosive,炸药,gregtech.bee.speciesFirestone,gregtech.bee.speciesCoal,false,4.0,该突变需要工业TNT作为蜂箱的基石才可发生。
gregtech.bee.speciesRedalloy,红色合金,gregtech.bee.speciesCopper,gregtech.bee.speciesRedstone,false,10.0,该突变需要红色合金块作为蜂箱的基石才可发生。
gregtech.bee.speciesRedstonealloy,红石合金,gregtech.bee.speciesRedstone,gregtech.bee.speciesRedalloy,false,8.0,该突变需要红石合金块作为蜂箱的基石才可发生。
gregtech.bee.speciesConductiveiron,导电铁,gregtech.bee.speciesRedstonealloy,gregtech.bee.speciesIron,false,8.0,该突变需要导电铁块作为蜂箱的基石才可发生。
gregtech.bee.speciesEnergeticalloy,充能合金,gregtech.bee.speciesRedstonealloy,forestry.speciesDemonic,false,9.0,该突变需要充能合金块作为蜂箱的基石才可发生。
gregtech.bee.speciesVibrantalloy,脉冲合金,gregtech.bee.speciesEnergeticalloy,forestry.speciesPhantasmal,false,6.0,该突变需要脉冲合金块作为蜂箱的基石才可发生。|该突变会在温度处于炙热和地狱之间时发生。
gregtech.bee.speciesElectricalsteel,磁钢,gregtech.bee.speciesSteel,forestry.speciesDemonic,false,9.0,该突变需要磁钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesDarksteel,玄钢,gregtech.bee.speciesElectricalsteel,forestry.speciesDemonic,false,7.0,该突变需要玄钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesPulsatingiron,脉冲铁,gregtech.bee.speciesRedalloy,forestry.speciesEnded,false,9.0,该突变需要脉冲铁块作为蜂箱的基石才可发生。
gregtech.bee.speciesStainlesssteel,不锈钢,gregtech.bee.speciesChrome,gregtech.bee.speciesSteel,false,9.0,该突变需要不锈钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesEnderium,末影（te）,gregtech.bee.speciesPlatinum,forestry.speciesPhantasmal,false,3.0,该突变需要末影（te）块作为蜂箱的基石才可发生。
gregtech.bee.speciesBedrockium,基岩,gregtech.bee.speciesExplosive,gregtech.bee.speciesDiamond,false,2.0,该突变需要基岩块作为蜂箱的基石才可发生。
gregtech.bee.speciesThaumiumdust,神秘尘,magicbees.speciesTCFire,forestry.speciesEdenic,false,10.0,该突变需要神秘块作为蜂箱的基石才可发生。|需要生物群系 Magical Forest
gregtech.bee.speciesThaumiumshard,神秘碎片,gregtech.bee.speciesThaumiumdust,magicbees.speciesTCWater,false,10.0,需要生物群系 Magical Forest
gregtech.bee.speciesAmber,琥珀,gregtech.bee.speciesThaumiumdust,gregtech.bee.speciesStickyresin,false,10.0,该突变需要琥珀块作为蜂箱的基石才可发生。
gregtech.bee.speciesQuicksilver,水银,gregtech.bee.speciesThaumiumdust,gregtech.bee.speciesSilver,false,10.0,
gregtech.bee.speciesSalismundus,世界盐,gregtech.bee.speciesThaumiumdust,gregtech.bee.speciesThaumiumshard,false,8.0,需要生物群系 Magical Forest
gregtech.bee.speciesTainted,腐化,gregtech.bee.speciesThaumiumdust,gregtech.bee.speciesThaumiumshard,false,7.0,需要生物群系 Tainted Land
gregtech.bee.speciesMithril,秘银,gregtech.bee.speciesIo,gregtech.bee.speciesPlatinum,false,7.0,该突变需要秘银块作为蜂箱的基石才可发生。|需要维度 IO
gregtech.bee.speciesAstralsilver,星辰银,gregtech.bee.speciesSilver,gregtech.bee.speciesIron,false,3.0,该突变需要星辰银块作为蜂箱的基石才可发生。
gregtech.bee.speciesThauminite,秘晶,magicbees.speciesTCOrder,gregtech.bee.speciesThaumiumdust,false,8.0,该突变需要秘晶块作为蜂箱的基石才可发生。
gregtech.bee.speciesShadowmetal,暗影金属,magicbees.speciesTCChaos,magicbees.speciesTCVoid,false,6.0,该突变需要暗影金属块作为蜂箱的基石才可发生。
gregtech.bee.speciesDivided,不稳定金属,gregtech.bee.speciesDiamond,gregtech.bee.speciesIron,false,3.0,该突变需要不稳定金属方块作为蜂箱的基石才可发生。
gregtech.bee.speciesCaelestis,纯色,gregtech.bee.speciesDiamond,gregtech.bee.speciesDivided,false,10.0,
gregtech.bee.speciesSparkeling,凋灵,magicbees.speciesWithering,magicbees.speciesDraconic,false,1.0,该突变需要下界之星块作为蜂箱的基石才可发生。|需要生物群系 END Biome
gregtech.bee.speciesEssentia,还魂,gregtech.bee.speciesShadowmetal,gregtech.bee.speciesSparkeling,false,5.0,该突变需要复相魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesDrake,龙,gregtech.bee.speciesEssentia,gregtech.bee.speciesThauminite,false,5.0,该突变需要觉醒龙线圈方块作为蜂箱的基石才可发生。
gregtech.bee.speciesUranium,铀,forestry.speciesAvenging,gregtech.bee.speciesPlatinum,false,3.0,该突变需要铀-238块作为蜂箱的基石才可发生。
gregtech.bee.speciesPlutonium,钚,gregtech.bee.speciesUranium,gregtech.bee.speciesEmerald,false,3.0,该突变需要钚-239块作为蜂箱的基石才可发生。
gregtech.bee.speciesNaquadah,硅岩,gregtech.bee.speciesPlutonium,gregtech.bee.speciesIridium,false,3.0,该突变需要硅岩块作为蜂箱的基石才可发生。
gregtech.bee.speciesNaquadria,超能硅岩,gregtech.bee.speciesPlutonium,gregtech.bee.speciesIridium,false,0.8,该突变需要超能硅岩块作为蜂箱的基石才可发生。
gregtech.bee.speciesDob,魔晶,gregtech.bee.speciesNaquadah,gregtech.bee.speciesThaumiumshard,false,2.0,该突变需要进阶太阳能板 II作为蜂箱的基石才可发生。|需要生物群系 END Biome
gregtech.bee.speciesThorium,钍,gregtech.bee.speciesCoal,gregtech.bee.speciesUranium,true,3.0,该突变需要钍块作为蜂箱的基石才可发生。
gregtech.bee.speciesLutetium,镥,gregtech.bee.speciesThorium,extrabees.species.rotten,true,1.0,该突变需要镥块作为蜂箱的基石才可发生。
gregtech.bee.speciesAmericium,镅,gregtech.bee.speciesLutetium,gregtech.bee.speciesChrome,true,1.3,该突变需要镅块作为蜂箱的基石才可发生。
gregtech.bee.speciesNeutronium,中子,gregtech.bee.speciesNaquadria,gregtech.bee.speciesAmericium,true,1.0,该突变需要中子块作为蜂箱的基石才可发生。
gregtech.bee.speciesNaga,娜迦,magicbees.speciesEldritch,forestry.speciesImperial,false,8.0,该突变仅在湿度为潮湿时发生。
gregtech.bee.speciesLich,巫妖,magicbees.speciesSupernatural,gregtech.bee.speciesNaga,false,7.0,该突变仅在湿度为干旱时发生。
gregtech.bee.speciesHydra,九头蛇,gregtech.bee.speciesLich,magicbees.speciesTCFire,false,6.0,需要生物群系 Undergarden
gregtech.bee.speciesUrghast,暮色恶魂,gregtech.bee.speciesHydra,gregtech.bee.speciesThaumiumdust,false,5.0,该突变需要神秘块作为蜂箱的基石才可发生。|该突变仅在温度为地狱时发生。
gregtech.bee.speciesSnowqueen,冰雪女王,gregtech.bee.speciesUrghast,gregtech.bee.speciesSalismundus,false,4.0,该突变需要世界盐块作为蜂箱的基石才可发生。|该突变仅在温度为严寒时发生。
gregtech.bee.speciesEnddust,末影粉末,forestry.speciesEnded,gregtech.bee.speciesStainlesssteel,false,8.0,该突变仅在湿度为干旱时发生。|该突变需要末影粉末矿石作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesEndium,终末,forestry.speciesEnded,gregtech.bee.speciesThaumiumdust,false,8.0,该突变仅在湿度为干旱时发生。|该突变需要终末块作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesStardust,星尘,forestry.speciesEnded,gregtech.bee.speciesZinc,false,8.0,该突变仅在湿度为干旱时发生。|该突变需要星尘矿石作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesEctoplasma,外质,forestry.speciesEnded,gregtech.bee.speciesEnddust,false,5.0,该突变仅在湿度为干旱时发生。|该突变需要幽灵树原木作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesArcaneshards,奥术碎片,gregtech.bee.speciesThaumiumshard,gregtech.bee.speciesEnddust,false,5.0,该突变仅在湿度为干旱时发生。|该突变需要实验台阶作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesDragonessence,龙之精华,gregtech.bee.speciesEctoplasma,gregtech.bee.speciesArcaneshards,false,4.0,该突变仅在湿度为干旱时发生。|该突变需要基础精华祭坛作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesFireessence,火焰精华,gregtech.bee.speciesFirestone,gregtech.bee.speciesArcaneshards,false,4.0,该突变仅在湿度为干旱时发生。|该突变需要炎之精华祭坛作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesEndermanhead,末影人头,gregtech.bee.speciesEnderium,gregtech.bee.speciesStardust,false,4.0,该突变仅在湿度为干旱时发生。|该突变需要末影黏浆作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesSilverfish,蠹虫,gregtech.bee.speciesEctoplasma,gregtech.bee.speciesStardust,false,5.0,该突变仅在湿度为干旱时发生。|该突变需要末影黏浆作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesRune,符文,gregtech.bee.speciesDragonessence,gregtech.bee.speciesStardust,true,2.0,该突变仅在湿度为干旱时发生。|该突变需要高级末影箱子作为蜂箱的基石才可发生。|需要维度 End
gregtech.bee.speciesWalrus,海象,magicbees.speciesWatery,magicbees.speciesCatty,false,22.5,
gregtech.bee.speciesMachinist,机械师,forestry.speciesIndustrious,forestry.speciesImperial,false,1.0,Needs a running GT Machine below to breed
gregtech.bee.speciesSpace,宇宙,forestry.speciesIndustrious,forestry.speciesHeroic,false,10.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesMeteoriciron,陨铁,gregtech.bee.speciesSpace,gregtech.bee.speciesIron,false,9.0,该突变需要陨铁块作为蜂箱的基石才可发生。|需要维度 Moon
gregtech.bee.speciesDesh,戴斯,gregtech.bee.speciesMars,gregtech.bee.speciesTitanium,false,9.0,该突变需要戴斯块作为蜂箱的基石才可发生。|需要维度 Mars
gregtech.bee.speciesLedox,深铅,gregtech.bee.speciesCallisto,gregtech.bee.speciesLead,false,7.0,该突变需要深铅块作为蜂箱的基石才可发生。|需要维度 Europa
gregtech.bee.speciesCallistoice,木卫四冰,gregtech.bee.speciesCallisto,extrabees.species.freezing,false,7.0,该突变需要木卫四玄冰块作为蜂箱的基石才可发生。|需要维度 Callisto
gregtech.bee.speciesMytryl,深空秘银,gregtech.bee.speciesIo,gregtech.bee.speciesMithril,false,6.0,该突变需要深空秘银块作为蜂箱的基石才可发生。|需要维度 IO
gregtech.bee.speciesQuantium,量子,gregtech.bee.speciesVenus,gregtech.bee.speciesOsmium,false,6.0,该突变需要量子块作为蜂箱的基石才可发生。|需要维度 Venus
gregtech.bee.speciesOriharukon,奥利哈钢,gregtech.bee.speciesLead,gregtech.bee.speciesOberon,false,5.0,该突变需要装饰奥利哈钢块作为蜂箱的基石才可发生。|需要维度 Oberon
gregtech.bee.speciesInfusedgold,注魔金,gregtech.bee.speciesGold,gregtech.bee.speciesHaumea,false,5.0,该突变需要注魔金块作为蜂箱的基石才可发生。|需要维度 Haumea
gregtech.bee.speciesMysteriouscrystal,神秘水晶,gregtech.bee.speciesEnceladus,gregtech.bee.speciesEmerald,false,3.0,该突变需要神秘水晶块作为蜂箱的基石才可发生。|需要维度 Enceladus
gregtech.bee.speciesBlackplutonium,黑钚,gregtech.bee.speciesPluto,gregtech.bee.speciesPlutonium,false,2.0,该突变需要黑钚块作为蜂箱的基石才可发生。|需要维度 Pluto
gregtech.bee.speciesTrinium,三元金属,gregtech.bee.speciesEnceladus,gregtech.bee.speciesIridium,false,4.0,该突变需要三元金属块作为蜂箱的基石才可发生。|需要维度 Enceladus
gregtech.bee.speciesMoon,月球,gregtech.bee.speciesSpace,gregtech.bee.speciesClay,false,25.0,该突变需要月球石头作为蜂箱的基石才可发生。|需要维度 Moon
gregtech.bee.speciesMars,火星,gregtech.bee.speciesMoon,gregtech.bee.speciesIron,false,20.0,该突变需要火星地表岩石作为蜂箱的基石才可发生。|需要维度 Mars
gregtech.bee.speciesPhobos,火卫一,gregtech.bee.speciesMars,gregtech.bee.speciesMoon,false,20.0,该突变需要火卫一石头作为蜂箱的基石才可发生。|需要维度 Phobos
gregtech.bee.speciesDeimos,火卫二,gregtech.bee.speciesMars,gregtech.bee.speciesSpace,false,20.0,该突变需要火卫二地底岩石作为蜂箱的基石才可发生。|需要维度 Deimos
gregtech.bee.speciesCeres,谷神星,gregtech.bee.speciesMars,gregtech.bee.speciesMeteoriciron,false,20.0,该突变需要谷神星地底岩石作为蜂箱的基石才可发生。|需要维度 Ceres
gregtech.bee.speciesJupiter,木星,gregtech.bee.speciesMars,gregtech.bee.speciesDesh,false,15.0,该突变需要深铅块作为蜂箱的基石才可发生。|需要维度 Asteroids
gregtech.bee.speciesIo,木卫一,gregtech.bee.speciesJupiter,extrabees.species.volcanic,false,15.0,该突变仅在温度为地狱时发生。|该突变需要木卫一地表岩石作为蜂箱的基石才可发生。|需要维度 IO
gregtech.bee.speciesEuropa,木卫二,gregtech.bee.speciesJupiter,gregtech.bee.speciesIron,false,15.0,该突变仅在温度为严寒时发生。|该突变需要木卫二地表岩石作为蜂箱的基石才可发生。|需要维度 Europa
gregtech.bee.speciesGanymede,木卫三,gregtech.bee.speciesJupiter,gregtech.bee.speciesTitanium,false,15.0,该突变需要木卫三地表岩石作为蜂箱的基石才可发生。|需要维度 Ganymede
gregtech.bee.speciesCallisto,木卫四,gregtech.bee.speciesJupiter,extrabees.species.artic,false,15.0,该突变需要木卫四地表岩石作为蜂箱的基石才可发生。|需要维度 Callisto
gregtech.bee.speciesSaturn,土星,gregtech.bee.speciesJupiter,gregtech.bee.speciesLedox,false,12.5,该突变需要量子块作为蜂箱的基石才可发生。|需要维度 Asteriods
gregtech.bee.speciesEnceladus,土卫二,gregtech.bee.speciesSaturn,gregtech.bee.speciesChrome,false,12.5,该突变需要土卫二雪作为蜂箱的基石才可发生。|需要维度 Enceladus
gregtech.bee.speciesTitan,土卫六,gregtech.bee.speciesSaturn,gregtech.bee.speciesNickel,false,12.5,该突变需要土卫六地表岩石作为蜂箱的基石才可发生。|需要维度 Titan
gregtech.bee.speciesUranus,天王星,gregtech.bee.speciesSaturn,gregtech.bee.speciesTrinium,false,10.0,该突变需要装饰奥利哈钢块作为蜂箱的基石才可发生。|需要维度 Asteroids
gregtech.bee.speciesMiranda,天卫五,gregtech.bee.speciesUranus,gregtech.bee.speciesTin,false,10.0,该突变需要天卫五地表岩石作为蜂箱的基石才可发生。|需要维度 Miranda
gregtech.bee.speciesOberon,天卫四,gregtech.bee.speciesUranus,gregtech.bee.speciesIridium,false,10.0,该突变需要天卫四地表岩石作为蜂箱的基石才可发生。|需要维度 Oberon
gregtech.bee.speciesNeptune,海王星,gregtech.bee.speciesUranus,gregtech.bee.speciesOriharukon,false,7.0,该突变需要神秘水晶块作为蜂箱的基石才可发生。|需要维度 Asteroids
gregtech.bee.speciesProteus,海卫八,gregtech.bee.speciesNeptune,gregtech.bee.speciesCopper,false,7.0,该突变需要海卫八地表岩石作为蜂箱的基石才可发生。|需要维度 Proteus
gregtech.bee.speciesTriton,海卫一,gregtech.bee.speciesNeptune,gregtech.bee.speciesGold,false,7.0,该突变需要海卫一地表岩石作为蜂箱的基石才可发生。|需要维度 Triton
gregtech.bee.speciesPluto,冥王星,gregtech.bee.speciesNeptune,gregtech.bee.speciesPlutonium,false,5.0,该突变需要冥王星地表冰作为蜂箱的基石才可发生。|需要维度 Pluto
gregtech.bee.speciesHaumea,妊神星,gregtech.bee.speciesPluto,gregtech.bee.speciesNaquadah,false,3.5,该突变需要妊神星地表岩石作为蜂箱的基石才可发生。|需要维度 Haumea
gregtech.bee.speciesMakemake,鸟神星,gregtech.bee.speciesPluto,gregtech.bee.speciesNaquadria,false,3.5,该突变需要鸟神星地表岩石作为蜂箱的基石才可发生。|需要维度 MakeMake
gregtech.bee.speciesCentauri,半人马,gregtech.bee.speciesMakemake,gregtech.bee.speciesDesh,false,3.0,该突变需要半人马座α星Bb地表岩石作为蜂箱的基石才可发生。|需要维度 Kuiper Belt
gregtech.bee.speciesAcentauri,半人马α,gregtech.bee.speciesCentauri,gregtech.bee.speciesInfinitycatalyst,false,3.0,该突变需要半人马座α星Bb地表岩石作为蜂箱的基石才可发生。|需要维度 aCentauri
gregtech.bee.speciesTceti,鲸鱼座T星,gregtech.bee.speciesMakemake,gregtech.bee.speciesHaumea,false,2.5,该突变需要鲸鱼座T星E地表岩石作为蜂箱的基石才可发生。|需要维度 Kuiper Belt
gregtech.bee.speciesTcetie,鲸鱼座T星E,gregtech.bee.speciesTceti,magicbees.speciesTCWater,false,2.5,该突变需要鲸鱼座T星E地表岩石作为蜂箱的基石才可发生。|需要维度 tCeti E
gregtech.bee.speciesSeaweed,海藻,gregtech.bee.speciesTceti,gregtech.bee.speciesTcetie,false,2.5,该突变需要鲸鱼座T星E地表岩石作为蜂箱的基石才可发生。|需要维度 tCeti E
gregtech.bee.speciesBarnarda,巴纳德,gregtech.bee.speciesMakemake,gregtech.bee.speciesThorium,false,1.5,该突变需要巴纳德E地表岩石作为蜂箱的基石才可发生。|需要维度 Kuiper Belt
gregtech.bee.speciesBarnardac,巴纳德C,gregtech.bee.speciesBarnarda,gregtech.bee.speciesAmericium,false,1.5,该突变需要巴纳德E地表岩石作为蜂箱的基石才可发生。|需要维度 Barnarda C
gregtech.bee.speciesBarnardae,巴纳德E,gregtech.bee.speciesBarnarda,gregtech.bee.speciesDivided,false,1.5,该突变需要巴纳德E地表岩石作为蜂箱的基石才可发生。|需要维度 Barnard E
gregtech.bee.speciesBarnardaf,巴纳德F,gregtech.bee.speciesBarnarda,gregtech.bee.speciesNeutronium,false,1.5,该突变需要巴纳德F地表岩石作为蜂箱的基石才可发生。|需要维度 Barnard F
gregtech.bee.speciesVega,织女一,gregtech.bee.speciesMakemake,gregtech.bee.speciesNaquadah,false,2.0,该突变需要织女一B地表岩石作为蜂箱的基石才可发生。|需要维度 Kuiper Belt
gregtech.bee.speciesVegab,织女一B,gregtech.bee.speciesVega,gregtech.bee.speciesNaquadria,false,2.0,该突变需要织女一B地表岩石作为蜂箱的基石才可发生。|需要维度 VegaB
gregtech.bee.speciesMercury,水星,gregtech.bee.speciesJupiter,gregtech.bee.speciesTungsten,false,12.5,该突变需要水星地表岩石作为蜂箱的基石才可发生。|需要维度 Mercury
gregtech.bee.speciesVenus,金星,gregtech.bee.speciesJupiter,gregtech.bee.speciesMithril,false,12.5,该突变需要金星地表岩石作为蜂箱的基石才可发生。|需要维度 Venus
gregtech.bee.speciesCosmicneutronium,宇宙中子态素,gregtech.bee.speciesNeutronium,gregtech.bee.speciesBarnardaf,false,0.7,该突变需要宇宙中子态素块作为蜂箱的基石才可发生。
gregtech.bee.speciesInfinitycatalyst,无尽催化剂,gregtech.bee.speciesDob,gregtech.bee.speciesCosmicneutronium,true,0.3,该突变需要无尽之块作为蜂箱的基石才可发生。
gregtech.bee.speciesInfinity,无尽,gregtech.bee.speciesInfinitycatalyst,gregtech.bee.speciesCosmicneutronium,false,0.1,该突变需要无尽箱子作为蜂箱的基石才可发生。
gregtech.bee.speciesKevlar,凯芙拉,gregtech.bee.speciesOil,gregtech.bee.speciesInfinitycatalyst,false,4.0,该突变需要史诗元素聚合者作为蜂箱的基石才可发生。
gregtech.bee.speciesHelium,氦,magicbees.speciesWatery,gregtech.bee.speciesEnddust,false,10.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesArgon,氩,gregtech.bee.speciesHelium,gregtech.bee.speciesLich,false,8.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesNeon,氖,gregtech.bee.speciesArgon,gregtech.bee.speciesHydra,false,6.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesKrypton,氪,gregtech.bee.speciesNeon,gregtech.bee.speciesUrghast,false,4.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesXenon,氙,gregtech.bee.speciesKrypton,gregtech.bee.speciesSnowqueen,false,2.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesOxygen,氧,gregtech.bee.speciesHelium,gregtech.bee.speciesDragonessence,false,15.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesHydrogen,氢,gregtech.bee.speciesOxygen,magicbees.speciesWatery,false,15.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesNitrogen,氮,gregtech.bee.speciesOxygen,gregtech.bee.speciesHydrogen,false,15.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesFluorine,氟,gregtech.bee.speciesNitrogen,gregtech.bee.speciesHydrogen,false,15.0,该突变仅在温度为严寒时发生。
gregtech.bee.speciesRareearth,稀土,gregtech.bee.speciesFluorine,gregtech.bee.speciesRedstone,false,10.0,
gregtech.bee.speciesNeodymium,钕,gregtech.bee.speciesRareearth,gregtech.bee.speciesIron,false,10.0,该突变需要钕块作为蜂箱的基石才可发生。
gregtech.bee.speciesEuropium,铕,gregtech.bee.speciesNeodymium,gregtech.bee.speciesHydrogen,false,1.3,该突变需要铕块作为蜂箱的基石才可发生。
gregtech.bee.speciesAir,风之碎片,magicbees.speciesSupernatural,magicbees.speciesWindy,false,15.0,该突变仅在温度为炙热时发生。|该突变需要风之魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesFire,火之碎片,magicbees.speciesSupernatural,gregtech.bee.speciesAir,false,15.0,该突变仅在温度为地狱时发生。|该突变需要火之魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesWater,水之碎片,gregtech.bee.speciesFire,gregtech.bee.speciesAir,false,15.0,该突变仅在温度为严寒时发生。|该突变需要水之魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesEarth,地之碎片,gregtech.bee.speciesWater,gregtech.bee.speciesFire,false,15.0,该突变仅在温度为温暖时发生。|该突变需要地之魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesOrder,秩序,gregtech.bee.speciesEarth,gregtech.bee.speciesFire,false,15.0,该突变仅在温度为严寒时发生。|该突变需要秩序魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesChaos,混沌,gregtech.bee.speciesOrder,gregtech.bee.speciesFire,false,15.0,该突变仅在温度为严寒时发生。|该突变需要混沌魔晶作为蜂箱的基石才可发生。
gregtech.bee.speciesNethershard,下界碎片,gregtech.bee.speciesChaos,gregtech.bee.speciesFire,false,15.0,该突变需要下界之星块作为蜂箱的基石才可发生。
gregtech.bee.speciesEndshard,末影碎片,gregtech.bee.speciesNethershard,gregtech.bee.speciesEnddust,false,15.0,该突变仅在温度为严寒时发生。|该突变需要末影之眼块作为蜂箱的基石才可发生。
gregtech.bee.speciesUnknownwater,不明液体,gregtech.bee.speciesInfinitycatalyst,gregtech.bee.speciesMysteriouscrystal,false,5.0,
gregtech.bee.speciesManasteel,魔力钢,magicbees.speciesBotAlfheim,gregtech.bee.speciesSteel,false,15.0,该突变需要魔力钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesMmm,M-M-M,gregtech.bee.speciesManasteel,gregtech.bee.speciesMachinist,false,1.0,该突变需要魔力钻石块作为蜂箱的基石才可发生。
gregtech.bee.speciesElven,源质,gregtech.bee.speciesManasteel,magicbees.speciesTCVoid,false,5.0,该突变需要源质钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesTerrasteel,泰拉钢,gregtech.bee.speciesElven,gregtech.bee.speciesShadowmetal,false,5.0,该突变需要泰拉钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesGaiaspirit,盖亚之魂,gregtech.bee.speciesNaquadah,gregtech.bee.speciesTerrasteel,false,0.3,该突变需要盖亚之魂框架作为蜂箱的基石才可发生。
gregtech.bee.speciesJaegermeister,野格,gregtech.bee.speciesInfinitycatalyst,gregtech.bee.speciesNaquadria,false,5.0,该突变需要gt.oreprefix.时空框架作为蜂箱的基石才可发生。|需要维度 Deep Dark
forestry.speciesCommon,寻常,magicbees.speciesMystical,forestry.speciesForest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,forestry.speciesModest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesMystical,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,田野,magicbees.speciesMystical,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,怪异,magicbees.speciesMystical,forestry.speciesCultivated,false,12.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,forestry.speciesForest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,forestry.speciesModest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesSorcerous,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,田野,magicbees.speciesSorcerous,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,怪异,magicbees.speciesSorcerous,forestry.speciesCultivated,false,12.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,forestry.speciesForest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,forestry.speciesMeadows,false,15.0,
