ItemStack Display Name,Item Unlocalized Name,Item Numerical ID,Meta,Aspect List
长镆杆,gt.bwMetaGeneratedstickLong.25084,11719,25084,<empty>
长铝电气石杆,gt.bwMetaGeneratedstickLong.9,11719,9,1xTenebrae;1xVolatus;1xAer;1xLux;5xVitreus;2xMetallum;1xAqua
长钒镁电气石杆,gt.bwMetaGeneratedstickLong.8,11719,8,1xTenebrae;1xRadio;1xAer;1xLux;5xVitreus;1xAqua;2xMetallum
长铬铝电气石杆,gt.bwMetaGeneratedstickLong.7,11719,7,1xTenebrae;1xMachina;1xAer;1xLux;5xVitreus;2xMetallum;1xAqua
长锌钍合金杆,gt.bwMetaGeneratedstickLong.10053,11719,10053,1xRadio;1xSano;2xMetallum
长氟铁电气石杆,gt.bwMetaGeneratedstickLong.5,11719,5,1xTenebrae;1xVolatus;1xAer;1xLux;2xPerditio;5xVitreus;5xMetallum
长立方氧化锆杆,gt.bwMetaGeneratedstickLong.4,11719,4,1xAer
长锆杆,gt.bwMetaGeneratedstickLong.3,11719,3,<empty>
长泡铋杆,gt.bwMetaGeneratedstickLong.1,11719,1,1xInstrumentum;1xAer;2xMetallum
遗忘蜜蜡,item.wax,6798,2,1xOrdo;2xCognitio
灵魂蜜蜡,item.wax,6798,1,1xOrdo;2xSpiritus
魔力蜜蜡,item.wax,6798,0,1xOrdo;2xPraecantatio
梨,item.pearItem,7031,0,2xMessis;1xFames
法杖核心:火焰,item.FocusFire,4335,32767,3xPraecantatio;10xIgnis;6xVitreus;3xPotentia;3xPerditio
娜迦鳞片,item.nagaScale,6421,32767,2xMotus;3xTutamen
娜迦鳞片,item.nagaScale,6421,0,3xPannus;2xTutamen;2xBestia
云杉木船,item.etfuturum.spruce_boat,6693,0,4xAqua;4xIter;3xArbor
虚无砖块,tile.WG_StoneDevice.etherealWall,11101,0,1xMachina;2xTerra
水之魔晶粉,item.itemDustInfusedWater,9892,0,1xPerditio;1xPraecantatio;2xAqua
彩虹橡树树叶,tile.TFLeaves.3,1950,32767,2xHerba
龙血锭,item.itemIngotDragonblood,8495,0,3xMetallum;1xTerminus
洋葱,item.onionItem,6972,0,1xMessis;1xFames;1xTerra
红石矿石,tile.oreRedstone,73,0,1xTerra;1xMachina;2xPotentia
深层青金石矿石,tile.etfuturum.deepslate_lapis_ore,2542,0,1xTerra;1xSensus
青色床,tile.etfuturum.cyan_bed,2776,0,6xPannus;4xDesidia;3xFabrico
音乐唱片,item.record,2262,0,4xSensus;4xAer;4xFabrico;4xLucrum
生态 Beach,item.witchery:biomenote,6586,0,2xCognitio;1xPraecantatio
芽甘蓝作物,tile.pambrusselsproutCrop,2955,0,3xMessis
破碎的氟石,gt.bwMetaGeneratedgemChipped.91,11692,91,1xPerditio
破碎的BArTiMaEuSNeK,gt.bwMetaGeneratedgemChipped.43,11692,43,1xPerditio
破碎的泰伯利亚,gt.bwMetaGeneratedgemChipped.89,11692,89,1xPerditio
破碎的磁共振石,gt.bwMetaGeneratedgemChipped.36,11692,36,1xPerditio
破碎的堇云石,gt.bwMetaGeneratedgemChipped.35,11692,35,1xPerditio
破碎的六硼化镧,gt.bwMetaGeneratedgemChipped.11358,11692,11358,1xPerditio
破碎的钙铁辉石,gt.bwMetaGeneratedgemChipped.25,11692,25,1xPerditio
破碎的镁橄榄石,gt.bwMetaGeneratedgemChipped.24,11692,24,1xPerditio
破碎的铁橄榄石,gt.bwMetaGeneratedgemChipped.23,11692,23,1xPerditio
破碎的岩盐,gt.bwMetaGeneratedgemChipped.22,11692,22,1xPerditio
破碎的锂辉石,gt.bwMetaGeneratedgemChipped.21,11692,21,1xPerditio
破碎的盐,gt.bwMetaGeneratedgemChipped.20,11692,20,1xPerditio
破碎的红锆石,gt.bwMetaGeneratedgemChipped.19,11692,19,1xPerditio
破碎的合成玉,gt.bwMetaGeneratedgemChipped.10023,11692,10023,1xPerditio
破碎的铝电气石,gt.bwMetaGeneratedgemChipped.9,11692,9,1xPerditio
破碎的钒镁电气石,gt.bwMetaGeneratedgemChipped.8,11692,8,1xPerditio
破碎的铬铝电气石,gt.bwMetaGeneratedgemChipped.7,11692,7,1xPerditio
破碎的掺铈镥铝石榴石（Ce:LuAG）,gt.bwMetaGeneratedgemChipped.11499,11692,11499,1xPerditio
破碎的氟铁电气石,gt.bwMetaGeneratedgemChipped.5,11692,5,1xPerditio
破碎的立方氧化锆,gt.bwMetaGeneratedgemChipped.4,11692,4,1xPerditio
破碎的泡铋,gt.bwMetaGeneratedgemChipped.1,11692,1,1xPerditio
钻石剑,item.swordDiamond,276,32767,6xVitreus;6xLucrum
tile.TFPlank.32767.name,tile.TFPlank.32767,1906,32767,1xArbor
致密碘板,item.itemPlateDenseIodine,8258,0,2xMetallum;1xFabrico;1xSano
巴纳德E金矿石,tile.BarnardaEOreGold,3733,0,1xTerra;2xMetallum;2xLucrum
传送宝石,item.transferenceGem,4912,32767,4xVitreus;1xTenebrae;2xAlienis;6xIter
酸橙,tile.pamLime,2897,0,3xMessis
致密铅板,ic2.itemDensePlateLead,4105,6,1xFabrico;2xMetallum;1xOrdo
致密精炼铁板,ic2.itemDensePlateAdvIron,4105,5,1xFabrico;2xMetallum;1xOrdo
致密铁板,ic2.itemDensePlateIron,4105,4,1xFabrico;3xMetallum
致密金板,ic2.itemDensePlateGold,4105,3,1xFabrico;2xMetallum;2xLucrum
致密青铜板,ic2.itemDensePlateBronze,4105,2,1xFabrico;2xMetallum;1xInstrumentum
致密锡板,ic2.itemDensePlateTin,4105,1,1xFabrico;2xMetallum;1xVitreus
致密铜板,ic2.itemDensePlateCopper,4105,0,1xFabrico;2xMetallum;1xPermutatio
血木楼梯,tile.stair.bloodwood,803,0,1xArbor
白桦木按钮,tile.etfuturum.birch_button,2671,0,1xMachina
抗燃落叶树木板,tile.for.planksFireproof.32767,1064,32767,1xArbor
香草豆,tile.pamVanillabean,2914,0,3xMessis
星体钛环,item.itemRingAstralTitanium,8402,0,3xInstrumentum;3xFabrico;3xOrdo;1xMetallum
金块,tile.blockGold,41,32767,20xMetallum;13xLucrum
小撮碘粉,item.itemDustTinyIodine,8247,0,1xPerditio
杉木原木,tile.logs1.firWood,911,32767,4xArbor
黑暗原木,tile.logs1.darkWood,911,2,4xArbor;2xTenebrae
神圣橡木原木,tile.logs1.sacredoakWood,911,0,4xArbor;2xLux
血红靴子,item.sanguineBoots,11919,0,5xTutamen;5xPraecantatio
炽热的泪,item.fieryTears,6506,32767,8xIgnis;8xVictus;4xPraecantatio
炽热的泪,item.fieryTears,6506,0,1xVacuos;4xIra;4xExanimis;4xSpiritus;2xPraecantatio;1xAqua
药箭,item.etfuturum.tipped_arrow,6656,32767,1xTelum;2xPraecantatio
陶瓦,tile.clayHardened,172,32767,4xTerra;1xIgnis
喷溅型 水肺药水,item.potion,373,32701,1xAqua;1xVitreus
水瓶,item.potion,373,0,1xAqua;1xVitreus
伤害药水,item.potion,373,16348,1xAqua;1xVitreus
喷溅型 迟缓药水,item.potion,373,32698,1xAqua;1xVitreus
喷溅型 力量药水,item.potion,373,32697,1xAqua;1xVitreus
力量药水,item.potion,373,16345,1xAqua;1xVitreus
喷溅型 反胃药水,item.potion,373,32695,1xAqua;1xVitreus
喷溅型 夜视药水,item.potion,373,32694,1xAqua;1xVitreus
治疗药水,item.potion,373,16341,1xAqua;1xVitreus
剧毒药水,item.potion,373,16340,1xAqua;1xVitreus
喷溅型 迅捷药水,item.potion,373,32690,1xAqua;1xVitreus
迅捷药水,item.potion,373,16338,1xAqua;1xVitreus
再生药水,item.potion,373,16337,1xAqua;1xVitreus
隐身药水,item.potion,373,16318,1xAqua;1xVitreus
水肺药水,item.potion,373,16317,1xAqua;1xVitreus
跳跃药水,item.potion,373,16315,1xAqua;1xVitreus
喷溅型 力量药水,item.potion,373,32665,1xAqua;1xVitreus
力量药水,item.potion,373,16313,1xAqua;1xVitreus
虚弱药水,item.potion,373,16312,1xAqua;1xVitreus
反胃药水,item.potion,373,16311,1xAqua;1xVitreus
夜视药水,item.potion,373,16310,1xAqua;1xVitreus
喷溅型 剧毒药水,item.potion,373,32660,1xAqua;1xVitreus
剧毒药水,item.potion,373,16308,1xAqua;1xVitreus
喷溅型 迅捷药水,item.potion,373,32658,1xAqua;1xVitreus
喷溅型 再生药水,item.potion,373,32657,1xAqua;1xVitreus
再生药水,item.potion,373,16305,1xAqua;1xVitreus
喷溅型 再生药水,item.potion,373,32689,1xAqua;1xVitreus
喷溅型 抗火药水,item.potion,373,32691,1xAqua;1xVitreus
喷溅型 剧毒药水,item.potion,373,32692,1xAqua;1xVitreus
力量药水,item.potion,373,16281,1xAqua;1xVitreus
喷溅型 虚弱药水,item.potion,373,32696,1xAqua;1xVitreus
剧毒药水,item.potion,373,16276,1xAqua;1xVitreus
喷溅型 跳跃药水,item.potion,373,32699,1xAqua;1xVitreus
迅捷药水,item.potion,373,16274,1xAqua;1xVitreus
再生药水,item.potion,373,16273,1xAqua;1xVitreus
迅捷药水,item.potion,373,16306,1xAqua;1xVitreus
抗火药水,item.potion,373,16307,1xAqua;1xVitreus
迟缓药水,item.potion,373,16314,1xAqua;1xVitreus
喷溅型 力量药水,item.potion,373,32729,1xAqua;1xVitreus
喷溅型 伤害药水,item.potion,373,32732,1xAqua;1xVitreus
喷溅型 隐身药水,item.potion,373,32766,1xAqua;1xVitreus
喷溅型 水肺药水,item.potion,373,32765,1xAqua;1xVitreus
喷溅型 伤害药水,item.potion,373,32764,1xAqua;1xVitreus
喷溅型 跳跃药水,item.potion,373,32763,1xAqua;1xVitreus
喷溅型 迟缓药水,item.potion,373,32762,1xAqua;1xVitreus
喷溅型 力量药水,item.potion,373,32761,1xAqua;1xVitreus
喷溅型 虚弱药水,item.potion,373,32760,1xAqua;1xVitreus
喷溅型 反胃药水,item.potion,373,32759,1xAqua;1xVitreus
喷溅型 夜视药水,item.potion,373,32758,1xAqua;1xVitreus
喷溅型 治疗药水,item.potion,373,32757,1xAqua;1xVitreus
喷溅型 剧毒药水,item.potion,373,32756,1xAqua;1xVitreus
喷溅型 抗火药水,item.potion,373,32755,1xAqua;1xVitreus
喷溅型 迅捷药水,item.potion,373,32754,1xAqua;1xVitreus
喷溅型 再生药水,item.potion,373,32753,1xAqua;1xVitreus
迅捷药水,item.potion,373,16370,1xAqua;1xVitreus
抗火药水,item.potion,373,16371,1xAqua;1xVitreus
治疗药水,item.potion,373,16373,1xAqua;1xVitreus
夜视药水,item.potion,373,16374,1xAqua;1xVitreus
隐身药水,item.potion,373,16382,1xAqua;1xVitreus
水肺药水,item.potion,373,16381,1xAqua;1xVitreus
伤害药水,item.potion,373,16380,1xAqua;1xVitreus
跳跃药水,item.potion,373,16379,1xAqua;1xVitreus
迟缓药水,item.potion,373,16378,1xAqua;1xVitreus
力量药水,item.potion,373,16377,1xAqua;1xVitreus
虚弱药水,item.potion,373,16376,1xAqua;1xVitreus
反胃药水,item.potion,373,16375,1xAqua;1xVitreus
喷溅型 治疗药水,item.potion,373,32725,1xAqua;1xVitreus
喷溅型 剧毒药水,item.potion,373,32724,1xAqua;1xVitreus
剧毒药水,item.potion,373,16372,1xAqua;1xVitreus
喷溅型 迅捷药水,item.potion,373,32722,1xAqua;1xVitreus
喷溅型 再生药水,item.potion,373,32721,1xAqua;1xVitreus
再生药水,item.potion,373,16369,1xAqua;1xVitreus
喷溅型 隐身药水,item.potion,373,32702,1xAqua;1xVitreus
研磨富集硅岩矿,item.milledNaquadahEnriched,11952,0,3xMetallum;2xRadio;2xNebrisum
锌矿沙砾,tile.ZincGravelOre,1208,0,1xTerra;2xMetallum;1xSano
深层铜矿石,tile.etfuturum.deepslate_copper_ore,2500,0,1xTerra;2xMetallum;1xPermutatio
海带种子,item.seaweedseedItem,6931,0,1xHerba
去皮棕榈木原木,tile.etfuturum.bop_stripped_palm_log,2484,3,4xArbor
去皮红树原木,tile.etfuturum.bop_stripped_mangrove_log,2484,2,4xArbor
去皮魔法原木,tile.etfuturum.bop_stripped_magic_log,2484,1,4xArbor
去皮天域原木,tile.etfuturum.bop_stripped_ethereal_log,2484,0,4xArbor
法杖核心:合成,item.focusCrafting,5943,0,5xFabrico;4xPraecantatio;2xPermutatio;1xVacuos;2xVitreus;1xInstrumentum
瓶装假冒野格牌利口酒,item.cropsnh:njagi.bottled,10113,9,1xMessis;1xHerba;1xFames;1xGula
瓶装正牌野格牌利口酒!,item.cropsnh:jagi.bottled,10113,8,1xMessis;1xHerba;1xFames;1xGula
瓶装无商标高酒精度饮料（假酒）,item.cropsnh:GHP.bottled,10113,7,1xMessis;1xHerba;1xFames;1xGula
瓶装淡酒,item.cropsnh:Wash.bottled,10113,6,1xMessis;1xHerba;1xFames;1xGula
瓶装麦芽浆,item.cropsnh:Mash.bottled,10113,5,1xMessis;1xHerba;1xFames;1xGula
瓶装糖浆,item.cropsnh:SWhine.bottled,10113,4,1xMessis;1xHerba;1xFames;1xGula
瓶装发酵甘蔗水,item.cropsnh:FReed.bottled,10113,3,1xMessis;1xHerba;1xFames;1xGula
瓶装的二次蒸馏科恩酒,item.cropsnh:DKorn.bottled,10113,2,1xMessis;1xHerba;1xFames;1xGula
瓶装科恩酒,item.cropsnh:Korn.bottled,10113,1,1xMessis;1xHerba;1xFames;1xGula
瓶装发酵小麦酒,item.cropsnh:FWheat.bottled,10113,0,1xMessis;1xHerba;1xFames;1xGula
粉碎的虚恩矿石,item.crushedRunite,8489,0,1xPerfodio
金蛋,item.goldEgg,11010,0,2xLimus;1xLucrum
丛林木活板门,tile.trapdoor_jungle,3942,0,2xArbor;1xMotus
赛特斯石英扳手,item.appliedenergistics2.ToolCertusQuartzWrench,4582,32767,<empty>
玛玉灵锯刃,item.SawBladeManyullyn,5729,0,2xInstrumentum;2xStrontio
虞美人,tile.flower2.poppy,38,32767,1xHerba;1xVictus;1xSensus
生鲤鱼,item.carprawItem,7062,0,3xCorpus;1xVictus;1xAqua
锗转子,item.itemRotorGermanium,8301,0,2xMetallum;2xAequalitas
恶魂之泪,item.ghastTear,370,32767,1xAqua;4xExanimis;4xSpiritus;4xIra
玫瑰,tile.etfuturum.rose,2783,0,1xHerba;1xVictus;1xSensus
香蕉,tile.pamBanana,2885,0,3xMessis
弧光灯,tile.arclamp,724,0,5xPotentia;2xMachina;5xLux;2xTenebrae
浅蓝色刷子,ic2.itemToolPainterCloud,4253,0,10xPannus;4xFabrico;4xOrdo;2xInstrumentum
强化导轨,item.railcraft.part.rail.reinforced,5204,4,1xMetallum;1xOrdo
高速导轨,item.railcraft.part.rail.speed,5204,3,1xMetallum;1xIter
木质导轨,item.railcraft.part.rail.wood,5204,2,1xArbor
高级导轨,item.railcraft.part.rail.advanced,5204,1,1xMetallum;1xMachina
标准导轨,item.railcraft.part.rail.standard,5204,0,1xMetallum
生蛤蜊,item.clamrawItem,7044,0,3xCorpus;1xVictus;1xAqua
Unknown,item.for.sapling,5026,32767,1xArbor;2xHerba
铊块,block.Thallium.standard,3382,0,10xMetallum;7xStrontio
圣餐杯,tile.witchery:chalice,2368,0,6xMetallum;4xVitreus;6xLucrum;4xPotentia;2xPraecantatio;2xVacuos
香草豆荚,item.vanillabeanItem,6995,0,2xMessis;1xFames
离心的虚恩矿石,item.crushedCentrifugedRunite,8490,0,1xPerfodio
甜菜作物,tile.pambeetCrop,2933,0,2xMessis;1xTerra
ME箱子,tile.appliedenergistics2.BlockChest,611,0,4xVacuos
钌粒,gt.bwMetaGeneratednugget.64,11690,64,1xPerditio
星门粒,gt.bwMetaGeneratednugget.25201,11690,25201,1xPerditio
錭錤錶粒,gt.bwMetaGeneratednugget.25200,11690,25200,1xPerditio
极不稳定硅岩粒,gt.bwMetaGeneratednugget.10024,11690,10024,1xPerditio
原子分离催化剂粒,gt.bwMetaGeneratednugget.10022,11690,10022,1xPerditio
铪粒,gt.bwMetaGeneratednugget.11000,11690,11000,1xPerditio
𫟼粒,gt.bwMetaGeneratednugget.25081,11690,25081,1xPerditio
信素粒,gt.bwMetaGeneratednugget.10099,11690,10099,1xPerditio
流明粒,gt.bwMetaGeneratednugget.10101,11690,10101,1xPerditio
阿瑟锡粒,gt.bwMetaGeneratednugget.10102,11690,10102,1xPerditio
钛钼合金β-C粒,gt.bwMetaGeneratednugget.10103,11690,10103,1xPerditio
大力合金粒,gt.bwMetaGeneratednugget.10104,11690,10104,1xPerditio
对立合金粒,gt.bwMetaGeneratednugget.10106,11690,10106,1xPerditio
苦土粒,gt.bwMetaGeneratednugget.32237,11690,32237,1xPerditio
富集硅岩合金粒,gt.bwMetaGeneratednugget.10110,11690,10110,1xPerditio
亚稳态鿫粒,gt.bwMetaGeneratednugget.10111,11690,10111,1xPerditio
μ合金粒,gt.bwMetaGeneratednugget.11351,11690,11351,1xPerditio
坡莫合金粒,gt.bwMetaGeneratednugget.11350,11690,11350,1xPerditio
IrOsSm粒,gt.bwMetaGeneratednugget.12320,11690,12320,1xPerditio
钌铱合金粒,gt.bwMetaGeneratednugget.90,11690,90,1xPerditio
氟金云母粒,gt.bwMetaGeneratednugget.104,11690,104,1xPerditio
高耐久性复合钢粒,gt.bwMetaGeneratednugget.92,11690,92,1xPerditio
阿岱姆钢粒,gt.bwMetaGeneratednugget.96,11690,96,1xPerditio
调律源金粒,gt.bwMetaGeneratednugget.10112,11690,10112,1xPerditio
青铁粒,gt.bwMetaGeneratednugget.25111,11690,25111,1xPerditio
青钢粒,gt.bwMetaGeneratednugget.25110,11690,25110,1xPerditio
压缩蒸汽粒,gt.bwMetaGeneratednugget.25109,11690,25109,1xPerditio
镀铑钯粒,gt.bwMetaGeneratednugget.88,11690,88,1xPerditio
氮化硅粒,gt.bwMetaGeneratednugget.11353,11690,11353,1xPerditio
铑粒,gt.bwMetaGeneratednugget.78,11690,78,1xPerditio
碳化钽铪粒,gt.bwMetaGeneratednugget.11503,11690,11503,1xPerditio
鿭粒,gt.bwMetaGeneratednugget.25094,11690,25094,1xPerditio
铹粒,gt.bwMetaGeneratednugget.25093,11690,25093,1xPerditio
锘粒,gt.bwMetaGeneratednugget.25092,11690,25092,1xPerditio
钔粒,gt.bwMetaGeneratednugget.25091,11690,25091,1xPerditio
锿粒,gt.bwMetaGeneratednugget.25090,11690,25090,1xPerditio
锫粒,gt.bwMetaGeneratednugget.25089,11690,25089,1xPerditio
钫粒,gt.bwMetaGeneratednugget.25088,11690,25088,1xPerditio
鿬粒,gt.bwMetaGeneratednugget.25087,11690,25087,1xPerditio
砹粒,gt.bwMetaGeneratednugget.25086,11690,25086,1xPerditio
𫟷粒,gt.bwMetaGeneratednugget.25085,11690,25085,1xPerditio
镆粒,gt.bwMetaGeneratednugget.25084,11690,25084,1xPerditio
鿔粒,gt.bwMetaGeneratednugget.25083,11690,25083,1xPerditio
𬬭粒,gt.bwMetaGeneratednugget.25082,11690,25082,1xPerditio
稀有金属合金粒,gt.bwMetaGeneratednugget.10109,11690,10109,1xPerditio
鿏粒,gt.bwMetaGeneratednugget.25080,11690,25080,1xPerditio
𬭶粒,gt.bwMetaGeneratednugget.25079,11690,25079,1xPerditio
𬭛粒,gt.bwMetaGeneratednugget.25078,11690,25078,1xPerditio
光素粒,gt.bwMetaGeneratednugget.10105,11690,10105,1xPerditio
𬭳粒,gt.bwMetaGeneratednugget.25076,11690,25076,1xPerditio
𬭊粒,gt.bwMetaGeneratednugget.25075,11690,25075,1xPerditio
𬬻粒,gt.bwMetaGeneratednugget.25074,11690,25074,1xPerditio
锕粒,gt.bwMetaGeneratednugget.25073,11690,25073,1xPerditio
HSLA钢粒,gt.bwMetaGeneratednugget.25072,11690,25072,1xPerditio
二硅化钼粒,gt.bwMetaGeneratednugget.25071,11690,25071,1xPerditio
氯化锂粒,gt.bwMetaGeneratednugget.10098,11690,10098,1xPerditio
MAR-Ce-M200特种钢粒,gt.bwMetaGeneratednugget.10097,11690,10097,1xPerditio
MAR-M200特种钢粒,gt.bwMetaGeneratednugget.10096,11690,10096,1xPerditio
BArTiMaEuSNeK粒,gt.bwMetaGeneratednugget.43,11690,43,1xPerditio
钙粒,gt.bwMetaGeneratednugget.40,11690,40,1xPerditio
锎粒,gt.bwMetaGeneratednugget.39,11690,39,1xPerditio
精金合金粒,gt.bwMetaGeneratednugget.10085,11690,10085,1xPerditio
耐热铬铁合金-903粒,gt.bwMetaGeneratednugget.10084,11690,10084,1xPerditio
锆锡合金-2粒,gt.bwMetaGeneratednugget.10083,11690,10083,1xPerditio
锆锡合金-4粒,gt.bwMetaGeneratednugget.10082,11690,10082,1xPerditio
钍-232粒,gt.bwMetaGeneratednugget.30,11690,30,1xPerditio
聚醚醚酮粒,gt.bwMetaGeneratednugget.25047,11690,25047,1xPerditio
锗-钨氮化物粒,gt.bwMetaGeneratednugget.25046,11690,25046,1xPerditio
聚酰亚胺粒,gt.bwMetaGeneratednugget.25041,11690,25041,1xPerditio
锌钍合金粒,gt.bwMetaGeneratednugget.10053,11690,10053,1xPerditio
ABS塑料粒,gt.bwMetaGeneratednugget.25024,11690,25024,1xPerditio
锆粒,gt.bwMetaGeneratednugget.3,11690,3,1xPerditio
绿色床,tile.etfuturum.green_bed,2780,0,6xPannus;4xDesidia;3xFabrico
硅岩合金锭,item.gcewing_sg:naquadahIngot,10833,0,5xMetallum;1xNebrisum
灵气花瓣,tile.aureliaPetal,3830,32767,1xHerba;6xAuram;1xSensus
豌豆种子,item.peasseedItem,6922,0,1xHerba
朝鲜蓟,item.artichokeItem,6947,0,2xMessis;1xFames
生青鱼,item.herringrawItem,7067,0,3xCorpus;1xVictus;1xAqua
錾制赛特斯石英块,tile.appliedenergistics2.BlockQuartzChiseled,586,32767,<empty>
开心果树苗,tile.pampistachioSapling,2874,0,1xArbor;2xHerba
粗虚恩矿石,item.oreRawRunite,8494,0,2xPerditio;1xPrimordium
毁灭砖块,tile.ravagedBrick,1015,5,1xTerra;1xAlienis
毁灭砖块,tile.ravagedBrick,1015,4,1xTerra;1xAlienis
毁灭砖块,tile.ravagedBrick,1015,3,1xTerra;1xAlienis
毁灭砖块,tile.ravagedBrick,1015,2,1xTerra;1xAlienis
毁灭砖块,tile.ravagedBrick,1015,1,1xTerra;1xAlienis
毁灭砖块,tile.ravagedBrick,1015,0,1xTerra;1xAlienis
防爆玻璃,gt.blockglass1.10,3032,10,2xMetallum;2xGelum
白桦木楼梯,tile.stairsWoodBirch,135,0,1xArbor
打火石,item.flintAndSteel,259,32767,4xIgnis;3xMetallum
陷阱箱,tile.chestTrap,146,32767,3xVacuos;4xArbor
细天体钨导线,item.itemFineWireCelestialTungsten,8194,0,1xElectrum
苔石,tile.stoneMoss,48,32767,1xTerra;1xHerba;1xPraecantatio
樱花木压力板,tile.etfuturum.cherry_pressure_plate,2699,0,1xMachina;1xSensus;1xArbor
去皮丛林原木,tile.etfuturum.stripped_jungle_log,2477,32767,4xArbor
去皮丛林原木,tile.etfuturum.stripped_jungle_log,2477,3,4xArbor
去皮白桦原木,tile.etfuturum.stripped_birch_log,2477,2,4xArbor
去皮云杉原木,tile.etfuturum.stripped_spruce_log,2477,1,4xArbor
去皮橡木原木,tile.etfuturum.stripped_oak_log,2477,0,4xArbor
小堆天体钨粉,item.itemDustSmallCelestialTungsten,8410,0,1xPerditio
菠菜种子,item.spinachseedItem,6934,0,1xHerba
腐化木板,tile.TaintPlank,1882,32767,1xArbor
推进轨道,tile.goldenRail,27,32767,1xMachina;1xPotentia
item.focusIllumination.32767.name,item.null,10995,32767,5xLux;5xPotentia
五重调律源金板,gt.bwMetaGeneratedplateQuintuple.10112,11739,10112,<empty>
block.wood..slab.name,block.wood..slab,815,32767,1xArbor
装饰铂块,tile.DecoPlatinum,3678,7,5xMetallum;1xPerditio;1xLucrum
装饰秘银块,tile.DecoMithril,3678,4,5xMetallum;1xPerditio;1xMotus;1xPraecantatio
装饰钴块,tile.DecoCobaltum,3678,2,6xMetallum;1xPerditio;1xMotus;1xIgnis
炙炎果,item.fether.ignis_fruit,10238,0,1xMessis;1xIgnis
传送门,tile.portal,90,32767,4xIgnis;4xIter;4xInfernus
传送带,tile.extrautils:conveyor,468,32767,3xMetallum;5xIter
牛奶,tile.blockFluidMilk,1340,32767,2xAqua;2xFames;2xSano
锁链护腿,item.leggingsChain,304,32767,11xMetallum
一杯咖啡,item.coffeeItem,7556,0,1xMessis;2xFames
白桦木船,item.etfuturum.birch_boat,6695,0,4xAqua;4xIter;3xArbor
红木树叶,tile.colorizedLeaves1.redwood,954,32767,1xHerba
神圣橡树树叶,tile.colorizedLeaves1.sacredoak,954,0,1xHerba;1xLux
通透玻璃,block.glass.pure,572,32767,<empty>
知识笔记,item.knowledgeNote,4897,0,3xCognitio
水,tile.water,9,32767,4xAqua
煤炭,item.coal,263,32767,2xPotentia;2xIgnis
小撮镎粉,item.itemDustTinyNeptunium,8342,0,1xPerditio
ME接口,tile.appliedenergistics2.BlockInterface,612,32767,<empty>
ME接口,tile.appliedenergistics2.BlockInterface,612,0,6xPermutatio
铂块,gt.blockmetal5.12,3048,12,5xMetallum;1xPerditio;1xLucrum
生铁块,gt.blockmetal5.11,3048,11,5xMetallum;1xPerditio;1xCorpus
陨石箱子,tile.appliedenergistics2.BlockSkyChest,592,0,4xVacuos
生碧古鱼,item.walleyerawItem,7075,0,3xCorpus;1xVictus;1xAqua
ME驱动器,tile.appliedenergistics2.BlockDrive,610,0,4xVacuos
画笔,item.extrautils:paintbrush,4453,0,1xArbor
桃子,tile.pamPeach,2905,0,3xMessis
钌齿轮,gt.bwMetaGeneratedgearGt.64,11724,64,<empty>
星门齿轮,gt.bwMetaGeneratedgearGt.25201,11724,25201,<empty>
錭錤錶齿轮,gt.bwMetaGeneratedgearGt.25200,11724,25200,<empty>
极不稳定硅岩齿轮,gt.bwMetaGeneratedgearGt.10024,11724,10024,<empty>
原子分离催化剂齿轮,gt.bwMetaGeneratedgearGt.10022,11724,10022,12xRadio;4xNebrisum;20xMetallum
𫟼齿轮,gt.bwMetaGeneratedgearGt.25081,11724,25081,<empty>
流明齿轮,gt.bwMetaGeneratedgearGt.10101,11724,10101,4xInstrumentum;8xMetallum
阿瑟锡齿轮,gt.bwMetaGeneratedgearGt.10102,11724,10102,4xRadio;4xNebrisum;12xVenenum;4xVitreus;20xMetallum
大力合金齿轮,gt.bwMetaGeneratedgearGt.10104,11724,10104,4xTutamen;4xMachina;4xRadio;4xVolatus;4xInstrumentum;20xMetallum
光素齿轮,gt.bwMetaGeneratedgearGt.10105,11724,10105,4xLucrum;4xInstrumentum;8xMetallum
对立合金齿轮,gt.bwMetaGeneratedgearGt.10106,11724,10106,4xTutamen;16xRadio;36xMetallum;12xNebrisum;4xVitreus;4xIgnis
富集硅岩合金齿轮,gt.bwMetaGeneratedgearGt.10110,11724,10110,8xRadio;8xNebrisum;8xOrdo;20xMetallum
亚稳态鿫齿轮,gt.bwMetaGeneratedgearGt.10111,11724,10111,<empty>
μ合金齿轮,gt.bwMetaGeneratedgearGt.11351,11724,11351,4xMachina;4xPermutatio;4xInstrumentum;20xMetallum;4xIgnis
IrOsSm齿轮,gt.bwMetaGeneratedgearGt.12320,11724,12320,<empty>
钌铱合金齿轮,gt.bwMetaGeneratedgearGt.90,11724,90,4xMachina;8xMetallum
高耐久性复合钢齿轮,gt.bwMetaGeneratedgearGt.92,11724,92,4xTenebrae;4xMachina;4xMagneto;12xRadio;4xOrdo;24xMetallum;4xAer;4xInstrumentum
阿岱姆钢齿轮,gt.bwMetaGeneratedgearGt.96,11724,96,4xOrdo;4xVitreus;4xIgnis;8xMetallum
调律源金齿轮,gt.bwMetaGeneratedgearGt.10112,11724,10112,<empty>
青铁齿轮,gt.bwMetaGeneratedgearGt.25111,11724,25111,<empty>
青钢齿轮,gt.bwMetaGeneratedgearGt.25110,11724,25110,<empty>
