Name,ID,Has Item,Mod,Class,Display Name
BiomesOPlenty:flowers,882,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFlower,苜蓿
BiomesOPlenty:flowers2,883,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFlower2,粉木槿
BiomesOPlenty:stoneFormations,884,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockStoneFormations,石笋
BiomesOPlenty:mushrooms,885,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPMushroom,毒菌
BiomesOPlenty:willow,886,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockWillow,柳树藤
BiomesOPlenty:ivy,887,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockIvy,常春藤
BiomesOPlenty:treeMoss,888,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockTreeMoss,树藓
BiomesOPlenty:flowerVine,889,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockFlowerVine,开花藤蔓
BiomesOPlenty:wisteria,890,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockWisteria,紫藤
BiomesOPlenty:lilyBop,891,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLilypad,大型睡莲
BiomesOPlenty:foliage,892,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFoliage,浮萍
BiomesOPlenty:fruitBop,893,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFruit,苹果
BiomesOPlenty:turnip,894,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockTurnip,芜青
BiomesOPlenty:coral1,895,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPCoral,巨藻
BiomesOPlenty:coral2,896,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPCoral,海藻
BiomesOPlenty:ashStone,897,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,火山灰岩
BiomesOPlenty:hardIce,898,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,硬化冰块
BiomesOPlenty:appleLeaves,899,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPAppleLeaves,苹果树叶
BiomesOPlenty:persimmonLeaves,900,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPersimmonLeaves,柿子树叶
BiomesOPlenty:moss,901,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockMoss,苔藓
BiomesOPlenty:bamboo,902,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBamboo,竹子
BiomesOPlenty:mudBricks,903,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,泥砖块
BiomesOPlenty:originGrass,904,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockOriginGrass,起源草方块
BiomesOPlenty:longGrass,905,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockLongGrass,深草方块
BiomesOPlenty:overgrownNetherrack,906,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockOvergrownNetherrack,地狱苔石
BiomesOPlenty:bopGrass,907,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGrass,幽灵苔藓
BiomesOPlenty:newBopGrass,908,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPNewGrass,肥沃草方块
BiomesOPlenty:newBopDirt,909,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPNewDirt,肥沃土
BiomesOPlenty:newBopFarmland,910,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPNewFarmland,肥沃耕地
BiomesOPlenty:logs1,911,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,神圣橡木原木
BiomesOPlenty:logs2,912,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,空灵原木
BiomesOPlenty:logs3,913,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,红木原木
BiomesOPlenty:logs4,914,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,松树原木
BiomesOPlenty:leaves1,915,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,黄色秋天树叶
BiomesOPlenty:leaves2,916,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,垂死树叶
BiomesOPlenty:leaves3,917,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,起源树叶
BiomesOPlenty:leaves4,918,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,地狱皮树叶
BiomesOPlenty:petals,919,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPetals,巨大红色花
BiomesOPlenty:saplings,920,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSapling,苹果树苗
BiomesOPlenty:colorizedSaplings,921,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPColorizedSapling,神圣橡树树苗
BiomesOPlenty:hardSand,922,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,硬化沙子
BiomesOPlenty:hardDirt,923,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,硬化泥土
BiomesOPlenty:biomeBlock,924,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,生态群系源质矿石
BiomesOPlenty:crystal,925,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,仙域水晶
BiomesOPlenty:gemOre,926,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGems,末影紫水晶矿石
BiomesOPlenty:cragRock,927,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,崖壁岩石
BiomesOPlenty:hive,928,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockHive,蜂窝块
BiomesOPlenty:honeyBlock,929,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockHoney,蜂蜜块
BiomesOPlenty:bones,930,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBones,一小截骨头
BiomesOPlenty:grave,931,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockGrave,墓碑
BiomesOPlenty:planks,932,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPlank,神圣橡木木板
BiomesOPlenty:woodenSingleSlab1,933,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,神圣橡木台阶
BiomesOPlenty:woodenDoubleSlab1,934,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,神圣橡木台阶
BiomesOPlenty:woodenSingleSlab2,935,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,红杉木台阶
BiomesOPlenty:woodenDoubleSlab2,936,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,红杉木台阶
BiomesOPlenty:stoneSingleSlab,937,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,泥砖台阶
BiomesOPlenty:stoneDoubleSlab,938,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,泥砖台阶
BiomesOPlenty:sacredoakStairs,939,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,神圣橡木楼梯
BiomesOPlenty:cherryStairs,940,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,樱花木楼梯
BiomesOPlenty:darkStairs,941,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,黑暗木楼梯
BiomesOPlenty:firStairs,942,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,杉木楼梯
BiomesOPlenty:etherealStairs,943,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,空灵木楼梯
BiomesOPlenty:magicStairs,944,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,魔法木楼梯
BiomesOPlenty:mangroveStairs,945,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,红树木楼梯
BiomesOPlenty:palmStairs,946,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,棕榈木楼梯
BiomesOPlenty:redwoodStairs,947,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,红杉木楼梯
BiomesOPlenty:willowStairs,948,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,柳木楼梯
BiomesOPlenty:pineStairs,949,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,松木楼梯
BiomesOPlenty:hellBarkStairs,950,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,地狱皮木楼梯
BiomesOPlenty:jacarandaStairs,951,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,蓝花楹木楼梯
BiomesOPlenty:mahoganyStairs,952,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,桃花心木楼梯
BiomesOPlenty:mudBricksStairs,953,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,泥砖楼梯
BiomesOPlenty:colorizedLeaves1,954,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPColorizedLeaves,神圣橡树树叶
BiomesOPlenty:colorizedLeaves2,955,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPColorizedLeaves,柳树树叶
BiomesOPlenty:poison,956,true,BiomesOPlenty,biomesoplenty.common.fluids.blocks.BlockPoisonFluid,毒液
BiomesOPlenty:hell_blood,957,true,BiomesOPlenty,biomesoplenty.common.fluids.blocks.BlockBloodFluid,血水
BiomesOPlenty:honey,958,true,BiomesOPlenty,biomesoplenty.common.fluids.blocks.BlockHoneyFluid,蜂蜜
BiomesOPlenty:sacredoakFence,959,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,神圣橡木栅栏
BiomesOPlenty:sacredoakFenceGate,960,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,神圣橡木栅栏门
BiomesOPlenty:cherryFence,961,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,樱花木栅栏
BiomesOPlenty:cherryFenceGate,962,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,樱花木栅栏门
BiomesOPlenty:darkFence,963,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,黑暗木栅栏
BiomesOPlenty:darkFenceGate,964,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,黑暗木栅栏门
BiomesOPlenty:firFence,965,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,冷杉木栅栏
BiomesOPlenty:firFenceGate,966,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,冷杉木栅栏门
BiomesOPlenty:etherealFence,967,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,空灵木栅栏
BiomesOPlenty:etherealFenceGate,968,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,空灵木栅栏门
BiomesOPlenty:magicFence,969,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,魔法木栅栏
BiomesOPlenty:magicFenceGate,970,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,魔法木栅栏门
BiomesOPlenty:mangroveFence,971,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,红树木栅栏
BiomesOPlenty:mangroveFenceGate,972,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,红树木栅栏门
BiomesOPlenty:palmFence,973,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,棕榈木栅栏
BiomesOPlenty:palmFenceGate,974,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,棕榈木栅栏门
BiomesOPlenty:redwoodFence,975,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,红木栅栏
BiomesOPlenty:redwoodFenceGate,976,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,红木栅栏门
BiomesOPlenty:willowFence,977,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,柳木栅栏
BiomesOPlenty:willowFenceGate,978,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,柳木栅栏门
BiomesOPlenty:bamboothatchingFence,979,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,竹板栅栏
BiomesOPlenty:bamboothatchingFenceGate,980,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,竹板栅栏门
BiomesOPlenty:pineFence,981,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,松木栅栏
BiomesOPlenty:pineFenceGate,982,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,松木栅栏门
BiomesOPlenty:hell_barkFence,983,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,地狱皮木栅栏
BiomesOPlenty:hell_barkFenceGate,984,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,地狱皮木栅栏门
BiomesOPlenty:jacarandaFence,985,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,蓝花楹木栅栏
BiomesOPlenty:jacarandaFenceGate,986,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,蓝花楹木栅栏门
BiomesOPlenty:mahoganyFence,987,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFence,桃花心木栅栏
BiomesOPlenty:mahoganyFenceGate,988,true,BiomesOPlenty,com.dreammaster.biomesoplenty.BlockBOPFenceGate,桃花心木栅栏门
HardcoreEnderExpansion:enhanced_tnt,989,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnhancedTNT,TNT
HardcoreEnderExpansion:end_powder_ore,990,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndPowderOre,末影粉末矿石
HardcoreEnderExpansion:void_chest,991,true,HardcoreEnderExpansion,chylex.hee.block.BlockVoidChest,虚空保存箱
HardcoreEnderExpansion:end_stone_terrain,992,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndstoneTerrain,腐化末地石
HardcoreEnderExpansion:laboratory_stairs,993,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicStairs,实验楼梯
HardcoreEnderExpansion:death_flower_pot,994,true,HardcoreEnderExpansion,chylex.hee.block.BlockDeathFlowerPot,花盆
HardcoreEnderExpansion:obsidian_stairs,995,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicStairs,黑曜石楼梯
HardcoreEnderExpansion:stardust_ore,996,true,HardcoreEnderExpansion,chylex.hee.block.BlockStardustOre,星尘矿石
HardcoreEnderExpansion:death_flower,997,true,HardcoreEnderExpansion,chylex.hee.block.BlockDeathFlower,死亡之花
HardcoreEnderExpansion:decomposition_table,998,true,HardcoreEnderExpansion,chylex.hee.block.BlockDecompositionTable,解构台
HardcoreEnderExpansion:laboratory_obsidian,999,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,实验黑曜石
HardcoreEnderExpansion:corrupted_energy_high,1000,true,HardcoreEnderExpansion,chylex.hee.block.BlockCorruptedEnergy,"未命名方块,请报告给作者."
HardcoreEnderExpansion:ravaged_brick_glow,1001,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,发光毁灭砖块
HardcoreEnderExpansion:dungeon_puzzle,1002,true,HardcoreEnderExpansion,chylex.hee.block.BlockDungeonPuzzle,地牢谜题(无光)(可触发)
HardcoreEnderExpansion:laboratory_floor,1003,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,实验台阶
HardcoreEnderExpansion:custom_spawner,1004,true,HardcoreEnderExpansion,chylex.hee.block.BlockCustomSpawner,刷怪笼
HardcoreEnderExpansion:cinder,1005,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,炉渣
HardcoreEnderExpansion:spooky_leaves,1006,true,HardcoreEnderExpansion,chylex.hee.block.BlockSpookyLeaves,幽灵树树叶
HardcoreEnderExpansion:igneous_rock_ore,1007,true,HardcoreEnderExpansion,chylex.hee.block.BlockIgneousRockOre,火成岩矿石
HardcoreEnderExpansion:enderman_head_block,1008,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndermanHead,末影人的头
HardcoreEnderExpansion:obsidian_end,1009,true,HardcoreEnderExpansion,chylex.hee.block.BlockObsidianEnd,黑曜石
HardcoreEnderExpansion:endium_ore,1010,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndiumOre,终末矿石
HardcoreEnderExpansion:crossed_decoration,1011,true,HardcoreEnderExpansion,chylex.hee.block.BlockCrossedDecoration,.name
HardcoreEnderExpansion:obsidian_special,1012,true,HardcoreEnderExpansion,chylex.hee.block.BlockObsidianSpecial,平滑黑曜石
HardcoreEnderExpansion:block_special_effects,1013,true,HardcoreEnderExpansion,chylex.hee.block.BlockSpecialEffects,specialEffects.0.name
HardcoreEnderExpansion:experience_table,1014,true,HardcoreEnderExpansion,chylex.hee.block.BlockExperienceTable,经验台
HardcoreEnderExpansion:ravaged_brick,1015,true,HardcoreEnderExpansion,chylex.hee.block.BlockRavagedBrick,毁灭砖块
HardcoreEnderExpansion:sphalerite,1016,true,HardcoreEnderExpansion,chylex.hee.block.BlockSphalerite,闪锌矿
HardcoreEnderExpansion:ravaged_brick_fence,1017,true,HardcoreEnderExpansion,net.minecraft.block.BlockFence,毁灭砖围栏
HardcoreEnderExpansion:biome_core,1018,true,HardcoreEnderExpansion,chylex.hee.block.BlockBiomeIslandCore,生态岛屿核心
HardcoreEnderExpansion:essence_altar,1019,true,HardcoreEnderExpansion,chylex.hee.block.BlockEssenceAltar,基础精华祭坛
HardcoreEnderExpansion:obsidian_special_glow,1020,true,HardcoreEnderExpansion,chylex.hee.block.BlockObsidianSpecial,平滑发光黑曜石
HardcoreEnderExpansion:ravaged_brick_slab,1021,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicSlab,毁灭半砖
HardcoreEnderExpansion:persegrit,1022,true,HardcoreEnderExpansion,chylex.hee.block.BlockPersegrit,紫沙砾
HardcoreEnderExpansion:endium_block,1023,true,HardcoreEnderExpansion,net.minecraft.block.BlockCompressed,终末块
HardcoreEnderExpansion:corrupted_energy_low,1024,true,HardcoreEnderExpansion,chylex.hee.block.BlockCorruptedEnergy,"未命名方块,请报告给作者."
HardcoreEnderExpansion:transport_beacon,1025,true,HardcoreEnderExpansion,chylex.hee.block.BlockTransportBeacon,传送信标
HardcoreEnderExpansion:energy_extraction_table,1026,true,HardcoreEnderExpansion,chylex.hee.block.BlockExtractionTable,释能台
HardcoreEnderExpansion:laboratory_glass,1027,true,HardcoreEnderExpansion,chylex.hee.block.BlockLaboratoryGlass,实验玻璃
HardcoreEnderExpansion:spooky_log,1028,true,HardcoreEnderExpansion,chylex.hee.block.BlockSpookyLog,幽灵树原木
HardcoreEnderExpansion:energy_cluster,1029,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnergyCluster,能量星团
HardcoreEnderExpansion:enhanced_brewing_stand_block,1030,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnhancedBrewingStand,强化酿造台
HardcoreEnderExpansion:ender_goo,1031,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnderGoo,末影黏浆
HardcoreEnderExpansion:temple_end_portal,1032,true,HardcoreEnderExpansion,chylex.hee.block.BlockTempleEndPortal,末地传送门
HardcoreEnderExpansion:ravaged_brick_smooth,1033,true,HardcoreEnderExpansion,chylex.hee.block.BlockRavagedBrickSmooth,平滑毁灭砖块
HardcoreEnderExpansion:ravaged_brick_stairs,1034,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicStairs,毁灭砖楼梯
HardcoreEnderExpansion:accumulation_table,1035,true,HardcoreEnderExpansion,chylex.hee.block.BlockAccumulationTable,聚能台
HardcoreEnderExpansion:laser_beam,1036,true,HardcoreEnderExpansion,chylex.hee.block.BlockLaserBeam,激光束
HardcoreEnderExpansion:instability_orb_ore,1037,true,HardcoreEnderExpansion,chylex.hee.block.BlockInstabilityOrbOre,震荡球矿石
Forestry:core,1038,true,Forestry,forestry.core.blocks.BlockCore,分析仪
Forestry:soil,1039,true,Forestry,forestry.core.blocks.BlockSoil,腐殖土
Forestry:resources,1040,true,Forestry,forestry.core.blocks.BlockResourceOre,磷灰石矿石
Forestry:resourceStorage,1041,true,Forestry,forestry.core.blocks.BlockResourceStorage,磷灰石块
Forestry:fluid.bioethanol,1042,true,Forestry,forestry.core.fluids.BlockForestryFluid,乙醇
Forestry:fluid.biomass,1043,true,Forestry,forestry.core.fluids.BlockForestryFluid,生物质
Forestry:fluid.glass,1044,true,Forestry,forestry.core.fluids.BlockForestryFluid,液态玻璃
Forestry:fluid.honey,1045,true,Forestry,forestry.core.fluids.BlockForestryFluid,蜂蜜
Forestry:fluid.ice,1046,true,Forestry,forestry.core.fluids.BlockForestryFluid,碎冰
Forestry:fluid.juice,1047,true,Forestry,forestry.core.fluids.BlockForestryFluid,果汁
Forestry:fluid.seedoil,1048,true,Forestry,forestry.core.fluids.BlockForestryFluid,种子油
Forestry:fluid.short.mead,1049,true,Forestry,forestry.core.fluids.BlockForestryFluid,蜂蜜酒
Forestry:fluid.mead,1050,true,Forestry,forestry.core.fluids.BlockForestryFluid,蜂蜜陈酿
Forestry:apiculture,1051,true,Forestry,forestry.apiculture.blocks.BlockApiculture,蜂箱
Forestry:apicultureChest,1052,true,Forestry,forestry.core.blocks.BlockBase,养蜂员箱子
Forestry:beehives,1053,true,Forestry,forestry.apiculture.blocks.BlockBeehives,tile.for.beehives.0.name
Forestry:candle,1054,true,Forestry,forestry.apiculture.blocks.BlockCandle,蜡烛(熄灭)
Forestry:stump,1055,true,Forestry,forestry.apiculture.blocks.BlockStump,蜡烛残根
Forestry:alveary,1056,true,Forestry,forestry.apiculture.blocks.BlockAlveary,蜂箱组
Forestry:logs,1057,true,Forestry,forestry.arboriculture.blocks.BlockLog,落叶树原木
Forestry:planks,1058,true,Forestry,forestry.arboriculture.blocks.BlockPlanks,落叶树木板
Forestry:slabs,1059,true,Forestry,forestry.arboriculture.blocks.BlockSlab,落叶树台阶
Forestry:slabsDouble,1060,true,Forestry,forestry.arboriculture.blocks.BlockSlab,落叶树台阶
Forestry:fences,1061,true,Forestry,forestry.arboriculture.blocks.BlockArbFence,落叶树栅栏
Forestry:stairs,1062,true,Forestry,forestry.arboriculture.blocks.BlockArbStairs,落叶树楼梯
Forestry:logsFireproof,1063,true,Forestry,forestry.arboriculture.blocks.BlockLog,抗燃落叶树原木
Forestry:planksFireproof,1064,true,Forestry,forestry.arboriculture.blocks.BlockPlanks,抗燃落叶树木板
Forestry:slabsFireproof,1065,true,Forestry,forestry.arboriculture.blocks.BlockSlab,抗燃落叶树台阶
Forestry:slabsDoubleFireproof,1066,true,Forestry,forestry.arboriculture.blocks.BlockSlab,抗燃落叶树台阶
Forestry:fencesFireproof,1067,true,Forestry,forestry.arboriculture.blocks.BlockArbFence,抗燃落叶树栅栏
Forestry:stairsFireproof,1068,true,Forestry,forestry.arboriculture.blocks.BlockArbStairs,抗燃落叶树楼梯
Forestry:saplingGE,1069,true,Forestry,forestry.arboriculture.blocks.BlockSapling,树苗
Forestry:leaves,1070,true,Forestry,forestry.arboriculture.blocks.BlockForestryLeaves,树叶
Forestry:pods,1071,true,Forestry,forestry.arboriculture.blocks.BlockFruitPod,豆荚
Forestry:arboriculture,1072,true,Forestry,forestry.arboriculture.blocks.BlockArboriculture,林业员箱子
Forestry:engine,1073,true,Forestry,forestry.energy.blocks.BlockEngine,电动引擎
Forestry:factory,1074,true,Forestry,forestry.factory.blocks.BlockFactoryTESR,装瓶机
Forestry:factory2,1075,true,Forestry,forestry.factory.blocks.BlockFactoryPlain,热电子加工台
Forestry:mushroom,1076,true,Forestry,forestry.farming.blocks.BlockMushroom,蘑菇
Forestry:ffarm,1077,true,Forestry,forestry.farming.blocks.BlockFarm,农场方块
Forestry:lepidopterology,1078,true,Forestry,forestry.lepidopterology.blocks.BlockLepidopterology,鳞翅目昆虫学家箱子
Forestry:mail,1079,true,Forestry,forestry.mail.blocks.BlockMail,信箱
BuildCraft|Builders:machineBlock,1080,true,BuildCraft|Builders,buildcraft.builders.BlockQuarryCompat,采石场
BuildCraft|Builders:fillerBlock,1081,true,BuildCraft|Builders,buildcraft.builders.BlockFiller,填充机
BuildCraft|Builders:frameBlock,1082,true,BuildCraft|Builders,buildcraft.builders.BlockFrame,框架
BuildCraft|Builders:builderBlock,1083,true,BuildCraft|Builders,buildcraft.builders.BlockBuilder,建筑机
BuildCraft|Builders:architectBlock,1084,true,BuildCraft|Builders,buildcraft.builders.BlockArchitect,建筑工作台
BuildCraft|Builders:libraryBlock,1085,true,BuildCraft|Builders,buildcraft.builders.BlockBlueprintLibrary,电子档案馆
BuildCraft|Builders:constructionMarkerBlock,1086,true,BuildCraft|Builders,buildcraft.builders.BlockConstructionMarker,建设标
BuildCraft|Factory:miningWellBlock,1087,true,BuildCraft|Factory,buildcraft.factory.BlockMiningWellCompat,矿井
BuildCraft|Factory:plainPipeBlock,1088,true,BuildCraft|Factory,buildcraft.factory.BlockPlainPipe,采矿管道
BuildCraft|Factory:autoWorkbenchBlock,1089,true,BuildCraft|Factory,buildcraft.factory.BlockAutoWorkbench,自动合成台
BuildCraft|Factory:tankBlock,1090,true,BuildCraft|Factory,buildcraft.factory.BlockTank,储罐
BuildCraft|Factory:pumpBlock,1091,true,BuildCraft|Factory,buildcraft.factory.BlockPump,液泵
BuildCraft|Factory:floodGateBlock,1092,true,BuildCraft|Factory,buildcraft.factory.BlockFloodGate,液闸
BuildCraft|Factory:refineryBlock,1093,true,BuildCraft|Factory,buildcraft.factory.BlockRefinery,精炼厂
BuildCraft|Factory:blockHopper,1094,true,BuildCraft|Factory,buildcraft.factory.BlockHopper,料斗
Railcraft:fluid.creosote,1095,true,Railcraft,mods.railcraft.common.fluids.BlockRailcraftFluid,杂酚油
Railcraft:fluid.steam,1096,true,Railcraft,mods.railcraft.common.fluids.BlockRailcraftFluidFinite,蒸汽
Railcraft:cube,1097,true,Railcraft,mods.railcraft.common.blocks.aesthetics.cube.BlockCube,焦煤块
Railcraft:anvil,1098,true,Railcraft,mods.railcraft.common.blocks.anvil.BlockRCAnvil,钢砧
Railcraft:machine.alpha,1099,true,Railcraft,mods.railcraft.common.blocks.machine.BlockMachine,世界锚
Railcraft:machine.beta,1100,true,Railcraft,mods.railcraft.common.blocks.machine.BlockMachine,铁质蓄水器壁板
Railcraft:track,1101,true,Railcraft,mods.railcraft.common.blocks.tracks.BlockTrack,轨道
Railcraft:track.elevator,1102,true,Railcraft,mods.railcraft.common.blocks.tracks.BlockTrackElevator,升降轨道
Railcraft:signal,1103,true,Railcraft,mods.railcraft.common.blocks.signals.BlockSignalRailcraft,信号互锁盒
Railcraft:stair,1104,true,Railcraft,mods.railcraft.common.blocks.aesthetics.stairs.BlockRailcraftStairs,沙岩砖楼梯
Railcraft:slab,1105,true,Railcraft,mods.railcraft.common.blocks.aesthetics.slab.BlockRailcraftSlab,沙岩砖台阶
Railcraft:lantern.stone,1106,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.BlockLantern,深渊灯笼
Railcraft:lantern.metal,1107,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.BlockLantern,铁灯笼
Railcraft:brick.abyssal,1108,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,深渊砖
Railcraft:brick.bleachedbone,1109,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,白骨砖
Railcraft:brick.bloodstained,1110,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,污血砖
