Ore Name,ItemStack,Item ID,Display Name,Wildcard
crushedCentrifugedLepersonnite,1xitem.crushedCentrifugedLepersonnite@0,miscutils:crushedCentrifugedLepersonnite,离心莱普生石矿石,false
crushedCentrifugedLepidolite,1xgt.metaitem.01@7907,gregtech:gt.metaitem.01,离心锂云母矿,false
crushedCentrifugedLignite,1xgt.metaitem.01@7538,gregtech:gt.metaitem.01,离心褐煤矿,false
crushedCentrifugedLithium,1xgt.metaitem.01@7006,gregtech:gt.metaitem.01,离心锂矿,false
crushedCentrifugedLoellingite,1xgt.bwMetaGeneratedcrushedCentrifuged@12,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心斜方砷铁矿,false
crushedCentrifugedLutetium,1xgt.metaitem.01@7078,gregtech:gt.metaitem.01,离心镥矿,false
crushedCentrifugedMagnesite,1xgt.metaitem.01@7908,gregtech:gt.metaitem.01,离心菱镁矿矿,false
crushedCentrifugedMagnesium,1xgt.metaitem.01@7018,gregtech:gt.metaitem.01,离心镁矿,false
crushedCentrifugedMagnetite,1xgt.metaitem.01@7870,gregtech:gt.metaitem.01,离心磁铁矿矿,false
crushedCentrifugedMalachite,1xgt.metaitem.01@7871,gregtech:gt.metaitem.01,离心孔雀石矿,false
crushedCentrifugedManganese,1xgt.metaitem.01@7031,gregtech:gt.metaitem.01,离心锰矿,false
crushedCentrifugedManyullyn,1xgt.metaitem.01@7386,gregtech:gt.metaitem.01,离心玛玉灵矿,false
crushedCentrifugedMeteoricIron,1xgt.metaitem.01@7340,gregtech:gt.metaitem.01,离心陨铁矿,false
crushedCentrifugedMica,1xgt.metaitem.01@7901,gregtech:gt.metaitem.01,离心云母矿,false
crushedCentrifugedMiessiite,1xitem.crushedCentrifugedMiessiite@0,miscutils:crushedCentrifugedMiessiite,离心硅灰石矿石,false
crushedCentrifugedMirabilite,1xgt.metaitem.01@7900,gregtech:gt.metaitem.01,离心芒硝矿,false
crushedCentrifugedMithril,1xgt.metaitem.01@7331,gregtech:gt.metaitem.01,离心秘银矿,false
crushedCentrifugedMolybdenite,1xgt.metaitem.01@7942,gregtech:gt.metaitem.01,离心辉钼矿矿,false
crushedCentrifugedMolybdenum,1xgt.metaitem.01@7048,gregtech:gt.metaitem.01,离心钼矿,false
crushedCentrifugedMonazite,1xgt.metaitem.01@7520,gregtech:gt.metaitem.01,离心独居石矿,false
crushedCentrifugedMysteriousCrystal,1xgt.metaitem.01@7398,gregtech:gt.metaitem.01,离心神秘水晶矿,false
crushedCentrifugedMytryl,1xgt.metaitem.01@7387,gregtech:gt.metaitem.01,离心深空秘银矿,false
crushedCentrifugedNaquadah,1xgt.metaitem.01@7324,gregtech:gt.metaitem.01,离心硅岩矿,false
crushedCentrifugedNaquadahEnriched,1xgt.metaitem.01@7326,gregtech:gt.metaitem.01,离心富集硅岩矿,false
crushedCentrifugedNaquadahOxideMixture,1xgt.bwMetaGeneratedcrushedCentrifuged@10054,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心氧化硅岩混合物矿,false
crushedCentrifugedNaquadria,1xgt.metaitem.01@7327,gregtech:gt.metaitem.01,离心超能硅岩矿,false
crushedCentrifugedNaquadriaOxideMixture,1xgt.bwMetaGeneratedcrushedCentrifuged@10072,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心氧化超能硅岩混合物矿,false
crushedCentrifugedNeodymium,1xgt.metaitem.01@7067,gregtech:gt.metaitem.01,离心钕矿,false
crushedCentrifugedNetherQuartz,1xgt.metaitem.01@7522,gregtech:gt.metaitem.01,离心下界石英矿,false
crushedCentrifugedNetherStar,1xgt.metaitem.01@7506,gregtech:gt.metaitem.01,离心下界之星矿,false
crushedCentrifugedNeutronium,1xgt.metaitem.01@7129,gregtech:gt.metaitem.01,离心中子矿,false
crushedCentrifugedNichromite,1xitem.crushedCentrifugedNichromite@0,miscutils:crushedCentrifugedNichromite,离心镍铬矿矿石,false
crushedCentrifugedNickel,1xgt.metaitem.01@7034,gregtech:gt.metaitem.01,离心镍矿,false
crushedCentrifugedNiobium,1xgt.metaitem.01@7047,gregtech:gt.metaitem.01,离心铌矿,false
crushedCentrifugedNiter,1xgt.metaitem.01@7531,gregtech:gt.metaitem.01,离心钾硝石矿,false
crushedCentrifugedOilsands,1xgt.metaitem.01@7878,gregtech:gt.metaitem.01,离心油砂矿,false
crushedCentrifugedOlenite,1xgt.bwMetaGeneratedcrushedCentrifuged@9,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心铝电气石矿,false
crushedCentrifugedOlivine,1xgt.metaitem.01@7505,gregtech:gt.metaitem.01,离心橄榄石矿,false
crushedCentrifugedOpal,1xgt.metaitem.01@7510,gregtech:gt.metaitem.01,离心蛋白石矿,false
crushedCentrifugedOrangeDescloizite,1xgt.bwMetaGeneratedcrushedCentrifuged@27,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心橙钒铅铜矿,false
crushedCentrifugedOrichalcum,1xgt.metaitem.01@7966,gregtech:gt.metaitem.01,离心山铜矿,false
crushedCentrifugedOriharukon,1xgt.metaitem.01@7393,gregtech:gt.metaitem.01,离心奥利哈钢矿,false
crushedCentrifugedOrundum,1xgt.bwMetaGeneratedcrushedCentrifuged@10023,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心合成玉矿,false
crushedCentrifugedOsmium,1xgt.metaitem.01@7083,gregtech:gt.metaitem.01,离心锇矿,false
crushedCentrifugedPalladium,1xgt.metaitem.01@7052,gregtech:gt.metaitem.01,离心钯矿,false
crushedCentrifugedPalladiumMetallicPowder,1xgt.bwMetaGeneratedcrushedCentrifuged@53,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心钯金属矿,false
crushedCentrifugedPentlandite,1xgt.metaitem.01@7909,gregtech:gt.metaitem.01,离心镍黄铁矿矿,false
crushedCentrifugedPerlite,1xgt.metaitem.01@7925,gregtech:gt.metaitem.01,离心珍珠岩矿,false
crushedCentrifugedPerroudite,1xitem.crushedCentrifugedPerroudite@0,miscutils:crushedCentrifugedPerroudite,离心溴硫银汞矿石,false
crushedCentrifugedPhosphate,1xgt.metaitem.01@7833,gregtech:gt.metaitem.01,离心磷酸盐矿,false
crushedCentrifugedPigIron,1xgt.metaitem.01@7307,gregtech:gt.metaitem.01,离心生铁矿,false
crushedCentrifugedPitchblende,1xgt.metaitem.01@7873,gregtech:gt.metaitem.01,离心沥青铀矿,false
crushedCentrifugedPlatinum,1xgt.metaitem.01@7085,gregtech:gt.metaitem.01,离心铂矿,false
crushedCentrifugedPlatinumMetallicPowder,1xgt.bwMetaGeneratedcrushedCentrifuged@47,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心铂金属矿,false
crushedCentrifugedPlutonium,1xgt.metaitem.01@7100,gregtech:gt.metaitem.01,离心钚-239矿,false
crushedCentrifugedPlutonium241,1xgt.metaitem.01@7101,gregtech:gt.metaitem.01,离心钚-241矿,false
crushedCentrifugedPollucite,1xgt.metaitem.01@7919,gregtech:gt.metaitem.01,离心铯榴石矿,false
crushedCentrifugedPolycrase,1xitem.crushedCentrifugedPolycrase@0,miscutils:crushedCentrifugedPolycrase,离心锗铀钇矿矿石,false
crushedCentrifugedPowellite,1xgt.metaitem.01@7883,gregtech:gt.metaitem.01,离心钼钙矿矿,false
crushedCentrifugedPraseodymium,1xgt.metaitem.01@7066,gregtech:gt.metaitem.01,离心镨矿,false
crushedCentrifugedPrasiolite,1xgt.bwMetaGeneratedcrushedCentrifuged@35,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心堇云石矿,false
crushedCentrifugedPromethium,1xgt.metaitem.01@7068,gregtech:gt.metaitem.01,离心钷矿,false
crushedCentrifugedPumice,1xgt.metaitem.01@7926,gregtech:gt.metaitem.01,离心浮岩矿,false
crushedCentrifugedPyrite,1xgt.metaitem.01@7834,gregtech:gt.metaitem.01,离心黄铁矿矿,false
crushedCentrifugedPyrochlore,1xgt.metaitem.01@7607,gregtech:gt.metaitem.01,离心烧绿石矿,false
crushedCentrifugedPyrolusite,1xgt.metaitem.01@7943,gregtech:gt.metaitem.01,离心软锰矿矿,false
crushedCentrifugedPyrope,1xgt.metaitem.01@7835,gregtech:gt.metaitem.01,离心镁铝榴石矿,false
crushedCentrifugedQuantium,1xgt.metaitem.01@7391,gregtech:gt.metaitem.01,离心量子矿,false
crushedCentrifugedQuartzSand,1xgt.metaitem.01@7939,gregtech:gt.metaitem.01,离心石英矿砂,false
crushedCentrifugedQuartzite,1xgt.metaitem.01@7523,gregtech:gt.metaitem.01,离心石英岩矿,false
crushedCentrifugedRadioactiveMineralMix,1xitem.crushedCentrifugedRadioactiveMineralMix@0,miscutils:crushedCentrifugedRadioactiveMineralMix,离心奇异矿石,false
crushedCentrifugedRareEarthI,1xitem.crushedCentrifugedRareEarthI@0,miscutils:crushedCentrifugedRareEarthI,离心稀土(I)矿石,false
crushedCentrifugedRareEarthII,1xitem.crushedCentrifugedRareEarthII@0,miscutils:crushedCentrifugedRareEarthII,离心稀土(II)矿石,false
crushedCentrifugedRareEarthIII,1xitem.crushedCentrifugedRareEarthIII@0,miscutils:crushedCentrifugedRareEarthIII,离心稀土(III)矿石,false
crushedCentrifugedRarestMetalResidue,1xgt.bwMetaGeneratedcrushedCentrifuged@69,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心稀有金属渣矿,false
crushedCentrifugedRealgar,1xgt.metaitem.01@7913,gregtech:gt.metaitem.01,离心雄黄矿,false
crushedCentrifugedRedDescloizite,1xgt.bwMetaGeneratedcrushedCentrifuged@26,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心红钒铅锌矿,false
crushedCentrifugedRedFuchsite,1xgt.bwMetaGeneratedcrushedCentrifuged@29,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心红铬云母矿,false
crushedCentrifugedRedZircon,1xgt.bwMetaGeneratedcrushedCentrifuged@19,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心红锆石矿,false
crushedCentrifugedRedstone,1xgt.metaitem.01@7810,gregtech:gt.metaitem.01,离心红石矿,false
crushedCentrifugedRoastedIron,1xgt.metaitem.01@7548,gregtech:gt.metaitem.01,离心焙烧铁矿,false
crushedCentrifugedRoastedNickel,1xgt.metaitem.01@7549,gregtech:gt.metaitem.01,离心焙烧镍矿,false
crushedCentrifugedRockSalt,1xgt.metaitem.01@7944,gregtech:gt.metaitem.01,离心岩盐矿,false
crushedCentrifugedRoquesite,1xgt.bwMetaGeneratedcrushedCentrifuged@13,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心硫铟铜矿,false
crushedCentrifugedRubidium,1xgt.metaitem.01@7043,gregtech:gt.metaitem.01,离心铷矿,false
crushedCentrifugedRubracium,1xgt.metaitem.01@7488,gregtech:gt.metaitem.01,离心褐铜矿,false
crushedCentrifugedRuby,1xgt.metaitem.01@7502,gregtech:gt.metaitem.01,离心红宝石矿,false
crushedCentrifugedRunite,1xitem.crushedCentrifugedRunite@0,miscutils:crushedCentrifugedRunite,离心的虚恩矿石,false
crushedCentrifugedRutile,1xgt.metaitem.01@7375,gregtech:gt.metaitem.01,离心金红石矿,false
crushedCentrifugedSalt,1xgt.metaitem.01@7817,gregtech:gt.metaitem.01,离心盐矿,false
crushedCentrifugedSaltpeter,1xgt.metaitem.01@7836,gregtech:gt.metaitem.01,离心硝石矿,false
crushedCentrifugedSamarium,1xgt.metaitem.01@7069,gregtech:gt.metaitem.01,离心钐矿,false
crushedCentrifugedSamarskiteY,1xitem.crushedCentrifugedSamarskiteY@0,miscutils:crushedCentrifugedSamarskiteY,离心铌钇矿(Y)矿石,false
crushedCentrifugedSamarskiteYb,1xitem.crushedCentrifugedSamarskiteYb@0,miscutils:crushedCentrifugedSamarskiteYb,离心铌钇矿(Yb)矿石,false
crushedCentrifugedSapphire,1xgt.metaitem.01@7503,gregtech:gt.metaitem.01,离心蓝宝石矿,false
crushedCentrifugedScandium,1xgt.metaitem.01@7027,gregtech:gt.metaitem.01,离心钪矿,false
crushedCentrifugedScheelite,1xgt.metaitem.01@7910,gregtech:gt.metaitem.01,离心白钨矿矿,false
crushedCentrifugedShadow,1xgt.metaitem.01@7368,gregtech:gt.metaitem.01,离心暗影金属矿,false
crushedCentrifugedShadowIron,1xgt.metaitem.01@7336,gregtech:gt.metaitem.01,离心暗影铁矿,false
crushedCentrifugedSilicon,1xgt.metaitem.01@7020,gregtech:gt.metaitem.01,离心生硅矿,false
crushedCentrifugedSiliconSolarGrade,1xgt.metaitem.01@7856,gregtech:gt.metaitem.01,离心太阳能级硅(多晶硅)矿,false
crushedCentrifugedSilver,1xgt.metaitem.01@7054,gregtech:gt.metaitem.01,离心银矿,false
crushedCentrifugedSoapstone,1xgt.metaitem.01@7877,gregtech:gt.metaitem.01,离心皂石矿,false
crushedCentrifugedSodalite,1xgt.metaitem.01@7525,gregtech:gt.metaitem.01,离心方钠石矿,false
crushedCentrifugedSpessartine,1xgt.metaitem.01@7838,gregtech:gt.metaitem.01,离心锰铝榴石矿,false
crushedCentrifugedSphalerite,1xgt.metaitem.01@7839,gregtech:gt.metaitem.01,离心闪锌矿矿,false
crushedCentrifugedSpodumene,1xgt.metaitem.01@7920,gregtech:gt.metaitem.01,离心锂辉石矿,false
crushedCentrifugedStibnite,1xgt.metaitem.01@7945,gregtech:gt.metaitem.01,离心辉锑矿矿,false
crushedCentrifugedStrontium,1xgt.metaitem.01@7044,gregtech:gt.metaitem.01,离心锶矿,false
crushedCentrifugedSulfur,1xgt.metaitem.01@7022,gregtech:gt.metaitem.01,离心硫矿,false
crushedCentrifugedTalc,1xgt.metaitem.01@7902,gregtech:gt.metaitem.01,离心滑石,false
crushedCentrifugedTantalite,1xgt.metaitem.01@7921,gregtech:gt.metaitem.01,离心钽铁矿矿,false
crushedCentrifugedTantalum,1xgt.metaitem.01@7080,gregtech:gt.metaitem.01,离心钽矿,false
crushedCentrifugedTanzanite,1xgt.metaitem.01@7508,gregtech:gt.metaitem.01,离心坦桑石矿,false
crushedCentrifugedTartarite,1xgt.metaitem.01@7956,gregtech:gt.metaitem.01,离心熔火之石矿,false
crushedCentrifugedTellurium,1xgt.metaitem.01@7059,gregtech:gt.metaitem.01,离心碲矿,false
crushedCentrifugedTemagamite,1xgt.bwMetaGeneratedcrushedCentrifuged@94,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心碲汞钯矿,false
crushedCentrifugedTengamRaw,1xgt.metaitem.01@7110,gregtech:gt.metaitem.01,离心生镃矿,false
crushedCentrifugedTerbium,1xgt.metaitem.01@7072,gregtech:gt.metaitem.01,离心铽矿,false
crushedCentrifugedTerlinguaite,1xgt.bwMetaGeneratedcrushedCentrifuged@95,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心黄氯汞矿,false
crushedCentrifugedTetrahedrite,1xgt.metaitem.01@7840,gregtech:gt.metaitem.01,离心黝铜矿矿,false
crushedCentrifugedThorianite,1xgt.bwMetaGeneratedcrushedCentrifuged@18,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心方钍石矿,false
crushedCentrifugedThorium,1xgt.metaitem.01@7096,gregtech:gt.metaitem.01,离心钍矿,false
crushedCentrifugedThulium,1xgt.metaitem.01@7076,gregtech:gt.metaitem.01,离心铥矿,false
crushedCentrifugedTiberium,1xgt.bwMetaGeneratedcrushedCentrifuged@89,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心泰伯利亚矿,false
crushedCentrifugedTin,1xgt.metaitem.01@7057,gregtech:gt.metaitem.01,离心锡矿,false
crushedCentrifugedTitanite,1xitem.crushedCentrifugedTitanite@0,miscutils:crushedCentrifugedTitanite,离心榍石矿石,false
crushedCentrifugedTitanium,1xgt.metaitem.01@7028,gregtech:gt.metaitem.01,离心钛矿,false
crushedCentrifugedTopaz,1xgt.metaitem.01@7507,gregtech:gt.metaitem.01,离心黄玉矿,false
crushedCentrifugedTricalciumPhosphate,1xgt.metaitem.01@7534,gregtech:gt.metaitem.01,离心磷酸三钙矿,false
crushedCentrifugedTrinium,1xgt.metaitem.01@7868,gregtech:gt.metaitem.01,离心三元金属矿,false
crushedCentrifugedTritanium,1xgt.metaitem.01@7329,gregtech:gt.metaitem.01,离心三钛矿,false
crushedCentrifugedTrona,1xgt.metaitem.01@7903,gregtech:gt.metaitem.01,离心天然碱矿,false
crushedCentrifugedTungstate,1xgt.metaitem.01@7841,gregtech:gt.metaitem.01,离心钨酸锂矿,false
crushedCentrifugedTungsten,1xgt.metaitem.01@7081,gregtech:gt.metaitem.01,离心钨矿,false
crushedCentrifugedUraninite,1xgt.metaitem.01@7922,gregtech:gt.metaitem.01,离心晶质铀矿矿,false
crushedCentrifugedUranium,1xgt.metaitem.01@7098,gregtech:gt.metaitem.01,离心铀-238矿,false
crushedCentrifugedUranium235,1xgt.metaitem.01@7097,gregtech:gt.metaitem.01,离心铀-235矿,false
crushedCentrifugedUvarovite,1xgt.metaitem.01@7842,gregtech:gt.metaitem.01,离心钙铬榴石矿,false
crushedCentrifugedVanadio-Oxy-Dravite,1xgt.bwMetaGeneratedcrushedCentrifuged@8,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心钒镁电气石矿,false
crushedCentrifugedVanadium,1xgt.metaitem.01@7029,gregtech:gt.metaitem.01,离心钒矿,false
crushedCentrifugedVanadiumMagnetite,1xgt.metaitem.01@7923,gregtech:gt.metaitem.01,离心钒磁铁矿矿,false
crushedCentrifugedVermiculite,1xgt.metaitem.01@7932,gregtech:gt.metaitem.01,离心蛭石,false
crushedCentrifugedVinteum,1xgt.metaitem.01@7529,gregtech:gt.metaitem.01,离心温特姆矿,false
crushedCentrifugedVulcanite,1xgt.metaitem.01@7489,gregtech:gt.metaitem.01,离心胶木矿,false
crushedCentrifugedVyroxeres,1xgt.metaitem.01@7951,gregtech:gt.metaitem.01,离心幽冥剧毒结晶矿,false
crushedCentrifugedWittichenite,1xgt.bwMetaGeneratedcrushedCentrifuged@15,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,离心硫铋铜矿,false
crushedCentrifugedWollastonite,1xgt.metaitem.01@7915,gregtech:gt.metaitem.01,离心硅灰石矿,false
crushedCentrifugedWulfenite,1xgt.metaitem.01@7882,gregtech:gt.metaitem.01,离心钼铅矿矿,false
crushedCentrifugedXenotime,1xitem.crushedCentrifugedXenotime@0,miscutils:crushedCentrifugedXenotime,离心磷钇矿石,false
crushedCentrifugedYellowLimonite,1xgt.metaitem.01@7931,gregtech:gt.metaitem.01,离心黄褐铁矿矿,false
crushedCentrifugedYtterbium,1xgt.metaitem.01@7077,gregtech:gt.metaitem.01,离心镱矿,false
crushedCentrifugedYttriaite,1xitem.crushedCentrifugedYttriaite@0,miscutils:crushedCentrifugedYttriaite,离心钇矿矿石,false
crushedCentrifugedYttrialite,1xitem.crushedCentrifugedYttrialite@0,miscutils:crushedCentrifugedYttrialite,离心硅钍钇矿石,false
crushedCentrifugedYttrium,1xgt.metaitem.01@7045,gregtech:gt.metaitem.01,离心钇矿,false
crushedCentrifugedYttrocerite,1xitem.crushedCentrifugedYttrocerite@0,miscutils:crushedCentrifugedYttrocerite,离心铈钇矿矿石,false
crushedCentrifugedZeolite,1xgt.metaitem.01@7916,gregtech:gt.metaitem.01,离心沸石矿,false
crushedCentrifugedZimbabweite,1xitem.crushedCentrifugedZimbabweite@0,miscutils:crushedCentrifugedZimbabweite,离心钛铌铅钠石矿石,false
crushedCentrifugedZinc,1xgt.metaitem.01@7036,gregtech:gt.metaitem.01,离心锌矿,false
crushedCentrifugedZircon,1xitem.crushedCentrifugedZircon@0,miscutils:crushedCentrifugedZircon,离心锆石矿石,false
crushedCentrifugedZirconolite,1xitem.crushedCentrifugedZirconolite@0,miscutils:crushedCentrifugedZirconolite,离心钛锆酸钙矿石,false
crushedCentrifugedZircophyllite,1xitem.crushedCentrifugedZircophyllite@0,miscutils:crushedCentrifugedZircophyllite,离心锆星叶石矿石,false
crushedCentrifugedZirkelite,1xitem.crushedCentrifugedZirkelite@0,miscutils:crushedCentrifugedZirkelite,离心钛锆钍矿石,false
crushedCerite,1xitem.crushedCerite@0,miscutils:crushedCerite,粉碎的铈硅石矿石,false
crushedCerium,1xgt.metaitem.01@5065,gregtech:gt.metaitem.01,粉碎的铈矿石,false
crushedCertusQuartz,1xgt.metaitem.01@5516,gregtech:gt.metaitem.01,粉碎的赛特斯石英矿石,false
crushedCeruclase,1xgt.metaitem.01@5952,gregtech:gt.metaitem.01,粉碎的暗影秘银矿石,false
crushedChalcopyrite,1xgt.metaitem.01@5855,gregtech:gt.metaitem.01,粉碎的黄铜矿矿石,false
crushedChargedCertusQuartz,1xgt.metaitem.01@5517,gregtech:gt.metaitem.01,粉碎的充能赛特斯石英矿石,false
crushedCheese,1xgt.metaitem.01@5894,gregtech:gt.metaitem.01,粉碎的奶酪矿石,false
crushedChrome,1xgt.metaitem.01@5030,gregtech:gt.metaitem.01,粉碎的铬矿石,false
crushedChromite,1xgt.metaitem.01@5825,gregtech:gt.metaitem.01,粉碎的铬铁矿矿石,false
crushedChromo-Alumino-Povondraite,1xgt.bwMetaGeneratedcrushed@7,bartworks:gt.bwMetaGeneratedcrushed,粉碎的铬铝电气石矿石,false
crushedChrysotile,1xgt.metaitem.01@5912,gregtech:gt.metaitem.01,粉碎的白石棉矿石,false
crushedCinnabar,1xgt.metaitem.01@5826,gregtech:gt.metaitem.01,粉碎的朱砂矿石,false
crushedCoal,1xgt.metaitem.01@5535,gregtech:gt.metaitem.01,粉碎的煤矿石,false
crushedCobalt,1xgt.metaitem.01@5033,gregtech:gt.metaitem.01,粉碎的钴矿石,false
crushedCobaltite,1xgt.metaitem.01@5827,gregtech:gt.metaitem.01,粉碎的辉钴矿矿石,false
crushedComancheite,1xitem.crushedComancheite@0,miscutils:crushedComancheite,粉碎溴汞石矿石,false
crushedCooperite,1xgt.metaitem.01@5828,gregtech:gt.metaitem.01,粉碎的硫铂矿矿石,false
crushedCopper,1xic2.itemCrushedOre@1,IC2:itemCrushedOre,粉碎铜矿石,false
crushedCopper,1xgt.metaitem.01@5035,gregtech:gt.metaitem.01,粉碎的铜矿石,false
crushedCosmicNeutronium,1xgt.metaitem.01@5982,gregtech:gt.metaitem.01,粉碎的宇宙中子态素矿石,false
crushedCrocoite,1xitem.crushedCrocoite@0,miscutils:crushedCrocoite,粉碎的赤铅矿矿石,false
crushedCrudeRhodiumMetal,1xgt.bwMetaGeneratedcrushed@79,bartworks:gt.bwMetaGeneratedcrushed,粉碎的粗制铑金属矿石,false
crushedCryolite,1xgt.metaitem.01@5699,gregtech:gt.metaitem.01,粉碎的冰晶石矿石,false
crushedCryoliteF,1xitem.crushedCryoliteF@0,miscutils:crushedCryoliteF,粉碎的冰晶石(F)矿石,false
crushedDarkIron,1xgt.metaitem.01@5342,gregtech:gt.metaitem.01,粉碎的玄铁矿石,false
crushedDeepIron,1xgt.metaitem.01@5829,gregtech:gt.metaitem.01,粉碎的深渊铁矿石,false
crushedDemicheleiteBr,1xitem.crushedDemicheleiteBr@0,miscutils:crushedDemicheleiteBr,粉碎溴硫铋(Br)矿石,false
crushedDesh,1xgt.metaitem.01@5884,gregtech:gt.metaitem.01,粉碎的戴斯矿石,false
crushedDiamond,1xgt.metaitem.01@5500,gregtech:gt.metaitem.01,粉碎的钻石矿石,false
crushedDiatomite,1xgt.metaitem.01@5948,gregtech:gt.metaitem.01,粉碎的硅藻土矿石,false
crushedDilithium,1xgt.metaitem.01@5515,gregtech:gt.metaitem.01,粉碎的双锂矿石,false
crushedDjurleite,1xgt.bwMetaGeneratedcrushed@16,bartworks:gt.bwMetaGeneratedcrushed,粉碎的久辉铜矿石,false
crushedDolomite,1xgt.metaitem.01@5914,gregtech:gt.metaitem.01,粉碎的白云石矿石,false
crushedDraconium,1xgt.metaitem.01@5975,gregtech:gt.metaitem.01,粉碎的龙矿石,false
crushedDraconiumAwakened,1xgt.metaitem.01@5976,gregtech:gt.metaitem.01,粉碎的觉醒龙矿石,false
crushedDuralumin,1xgt.metaitem.01@5392,gregtech:gt.metaitem.01,粉碎的硬铝矿石,false
crushedDysprosium,1xgt.metaitem.01@5073,gregtech:gt.metaitem.01,粉碎的镝矿石,false
crushedElectrotine,1xgt.metaitem.01@5812,gregtech:gt.metaitem.01,粉碎的蓝石矿石,false
crushedElectrum,1xgt.metaitem.01@5303,gregtech:gt.metaitem.01,粉碎的琥珀金矿石,false
crushedElectrumFlux,1xgt.metaitem.01@5320,gregtech:gt.metaitem.01,粉碎的通流琥珀金矿石,false
crushedEmerald,1xgt.metaitem.01@5501,gregtech:gt.metaitem.01,粉碎的绿宝石矿石,false
crushedEmery,1xgt.metaitem.01@5861,gregtech:gt.metaitem.01,粉碎的金刚砂矿石,false
crushedEnriched-NaquadahOxideMixture,1xgt.bwMetaGeneratedcrushed@10067,bartworks:gt.bwMetaGeneratedcrushed,粉碎的氧化富集硅岩混合物矿石,false
crushedErbium,1xgt.metaitem.01@5075,gregtech:gt.metaitem.01,粉碎的铒矿石,false
crushedEuropium,1xgt.metaitem.01@5070,gregtech:gt.metaitem.01,粉碎的铕矿石,false
crushedFayalite,1xgt.bwMetaGeneratedcrushed@23,bartworks:gt.bwMetaGeneratedcrushed,粉碎的铁橄榄石矿石,false
crushedFerberite,1xgt.bwMetaGeneratedcrushed@11,bartworks:gt.bwMetaGeneratedcrushed,粉碎的钨铁矿石,false
crushedFirestone,1xgt.metaitem.01@5347,gregtech:gt.metaitem.01,粉碎的火石矿石,false
crushedFlerovium_GT5U,1xgt.metaitem.01@5984,gregtech:gt.metaitem.01,粉碎的矿石,false
crushedFlorencite,1xitem.crushedFlorencite@0,miscutils:crushedFlorencite,粉碎的磷铝铈矿矿石,false
crushedFluor-Buergerite,1xgt.bwMetaGeneratedcrushed@5,bartworks:gt.bwMetaGeneratedcrushed,粉碎的氟铁电气石矿石,false
crushedFluorcaphite,1xitem.crushedFluorcaphite@0,miscutils:crushedFluorcaphite,粉碎的氟碳铈矿矿石,false
crushedFluoriteF,1xitem.crushedFluoriteF@0,miscutils:crushedFluoriteF,粉碎的氟石(F)矿石,false
crushedFluorspar,1xgt.bwMetaGeneratedcrushed@91,bartworks:gt.bwMetaGeneratedcrushed,粉碎的氟石矿石,false
crushedFoolsRuby,1xgt.metaitem.01@5512,gregtech:gt.metaitem.01,粉碎的尖晶石矿石,false
crushedForce,1xgt.metaitem.01@5521,gregtech:gt.metaitem.01,粉碎的力量矿石,false
crushedForcicium,1xgt.metaitem.01@5518,gregtech:gt.metaitem.01,粉碎的力之宝石矿石,false
crushedForcillium,1xgt.metaitem.01@5519,gregtech:gt.metaitem.01,粉碎的力场宝石矿石,false
crushedForsterite,1xgt.bwMetaGeneratedcrushed@24,bartworks:gt.bwMetaGeneratedcrushed,粉碎的镁橄榄石矿石,false
crushedFullersEarth,1xgt.metaitem.01@5928,gregtech:gt.metaitem.01,精研漂白土,false
crushedGadoliniteCe,1xitem.crushedGadoliniteCe@0,miscutils:crushedGadoliniteCe,粉碎的硅铍钇矿(Ce)矿石,false
crushedGadoliniteY,1xitem.crushedGadoliniteY@0,miscutils:crushedGadoliniteY,粉碎的硅铍钇矿(Y)矿石,false
crushedGadolinium,1xgt.metaitem.01@5071,gregtech:gt.metaitem.01,粉碎的钆矿石,false
crushedGalena,1xgt.metaitem.01@5830,gregtech:gt.metaitem.01,粉碎的方铅矿矿石,false
crushedGallium,1xgt.metaitem.01@5037,gregtech:gt.metaitem.01,粉碎的镓矿石,false
crushedGarnetRed,1xgt.metaitem.01@5527,gregtech:gt.metaitem.01,粉碎的红石榴石矿石,false
crushedGarnetSand,1xgt.metaitem.01@5938,gregtech:gt.metaitem.01,精研石榴石矿砂,false
